geometry,arm,snr0,information_factor,oldest_legacy,oldest_common,longest_run_legacy,longest_run_common,anchor_span_legacy,anchor_span_common,n_detectable_legacy,n_detectable_common,n_mask_bits_flipped,smallest_threshold_margin_relative,j_old_legacy,j_old_common,endpoint_moved,selfcheck_mask_reproduced
a000_i020,DIRECT_PHYSICAL,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9348506900873575,0.0073068808919759245,0.007567555000334444,False,True
a000_i020,DIRECT_PHYSICAL,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.41365621078621795,0.0648799654280089,0.06716264381080367,False,True
a000_i020,DIRECT_PHYSICAL,10.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6460073206361725,0.6299978058676422,0.649449060466093,False,True
a000_i020,DIRECT_PHYSICAL,30.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.9461428744503115,3.0734412575101016,3.1344202537393793,False,True
a000_i020,DIRECT_PHYSICAL,100.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.4015874938923498,9.066851283889568,9.188408648992562,False,True
a000_i020,DIRECT_PHYSICAL,300.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.996151441437046,18.965716582559732,19.15506348626521,False,True
a000_i020,DIRECT_PHYSICAL,1000.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.9572382381894006,32.944854715099595,33.159111589000204,False,True
a000_i020,DIRECT_PHYSICAL,3000.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.6151441437046048,47.203755427241965,47.45371745526436,False,True
a000_i020,DIRECT_PHYSICAL,10000.0,1.035738368172623,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.9998966763901876,66.9954185104912,67.32031057227198,False,True
a000_i020,DIRECT_PHYSICAL,30000.0,1.035738368172623,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.999070087511689,88.23240772318229,88.58018666109047,False,True
a000_i020,DIRECT_PHYSICAL,100000.0,1.035738368172623,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.9896676390187672,112.25593072859716,112.60821586043348,False,True
a000_i020,DIRECT_PHYSICAL,1000000.0,1.035738368172623,32.0,32.0,36.0,36.0,16.0,16.0,9,9,0,0.03323609812327755,161.09577658350878,161.51891252068336,False,True
a000_i020,RESOLVED_PHYSICAL,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9348506900343362,0.01789994531048752,0.018539101455088695,False,True
a000_i020,RESOLVED_PHYSICAL,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.413656210309026,0.16003206992068086,0.16570772457553132,False,True
a000_i020,RESOLVED_PHYSICAL,10.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6276015381500353,1.6671070506684411,1.7228995147319897,False,True
a000_i020,RESOLVED_PHYSICAL,30.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.7048660243166425,11.457522078289774,11.787399304289895,False,True
a000_i020,RESOLVED_PHYSICAL,100.0,1.035738368172623,60.0,60.0,64.0,64.0,44.0,44.0,16,16,0,0.1306379786365417,61.84623003205772,63.077852816451355,False,True
a000_i020,RESOLVED_PHYSICAL,300.0,1.035738368172623,76.0,76.0,80.0,80.0,60.0,60.0,20,20,0,0.47539020499190754,162.8944640232953,164.83070663240971,False,True
a000_i020,RESOLVED_PHYSICAL,1000.0,1.035738368172623,88.0,88.0,92.0,92.0,72.0,72.0,23,23,0,0.09763765478794828,311.63050760752753,314.0134770568959,False,True
a000_i020,RESOLVED_PHYSICAL,3000.0,1.035738368172623,96.0,96.0,100.0,100.0,80.0,80.0,25,25,0,0.7167354406250868,470.05084403590826,472.7093692240492,False,True
a000_i020,RESOLVED_PHYSICAL,10000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.48435225729442255,658.1270411097622,660.9401523935958,False,True
a000_i020,RESOLVED_PHYSICAL,30000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.9271625996077061,836.4767586029247,839.3549094471031,False,True
a000_i020,RESOLVED_PHYSICAL,100000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.19069555119673465,1035.7227303420868,1038.6645415427881,False,True
a000_i020,RESOLVED_PHYSICAL,1000000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.985067247652601,1428.6270916826948,1431.647352125981,False,True
a000_i020,UNRESOLVED_IMAGE,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9358284812394917,0.007365866590647078,0.007628661708709157,False,True
a000_i020,UNRESOLVED_IMAGE,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.422456331155425,0.0654353538695304,0.06773887287824093,False,True
a000_i020,UNRESOLVED_IMAGE,10.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6510384917045895,0.6384671145007663,0.6582916562097297,False,True
a000_i020,UNRESOLVED_IMAGE,30.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.9431348553935041,3.1941594151277393,3.2600176914990158,False,True
a000_i020,UNRESOLVED_IMAGE,100.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.3681650599278232,10.552989004145338,10.726480535323386,False,True
a000_i020,UNRESOLVED_IMAGE,300.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.5204696419287452,30.409215024423787,30.948425796525015,False,True
a000_i020,UNRESOLVED_IMAGE,1000.0,1.035738368172623,64.0,64.0,68.0,68.0,48.0,48.0,17,17,0,0.20731813674910016,95.83677111717864,97.24557044242769,False,True
a000_i020,UNRESOLVED_IMAGE,3000.0,1.035738368172623,76.0,76.0,80.0,80.0,60.0,60.0,20,20,0,0.5241722174990038,202.82743837993456,204.77658221660778,False,True
a000_i020,UNRESOLVED_IMAGE,10000.0,1.035738368172623,80.0,80.0,84.0,84.0,64.0,64.0,21,21,0,0.26854388562831755,346.4412115144371,348.65443858652804,False,True
a000_i020,UNRESOLVED_IMAGE,30000.0,1.035738368172623,84.0,84.0,88.0,88.0,68.0,68.0,22,22,0,0.44384510734496707,490.2379818775477,492.6258614622227,False,True
a000_i020,UNRESOLVED_IMAGE,100000.0,1.035738368172623,92.0,92.0,96.0,96.0,76.0,76.0,24,24,0,0.0629494960817375,661.8169055858029,664.4374354762208,False,True
a000_i020,UNRESOLVED_IMAGE,1000000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.9612401885974382,1024.6244698168987,1027.490027358464,False,True
a000_i020,TOTAL_FLUX,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9721158749908838,0.0037101758305315134,0.003842732325071355,False,True
a000_i020,TOTAL_FLUX,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7490428749179542,0.033315843378292666,0.03450335988879428,False,True
a000_i020,TOTAL_FLUX,10.0,1.035738368172623,12.0,12.0,16.0,16.0,0.0,0.0,4,4,0,0.25464311218138946,0.36116525055631515,0.3737264681738093,False,True
a000_i020,TOTAL_FLUX,30.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.09734400917809027,2.7803384800531097,2.865898864860338,False,True
a000_i020,TOTAL_FLUX,100.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.18813864717525375,18.212694336051953,18.661766162649634,False,True
a000_i020,TOTAL_FLUX,300.0,1.035738368172623,52.0,52.0,56.0,56.0,36.0,36.0,14,14,0,0.1924296566936129,66.44642982854516,67.56694439989893,False,True
a000_i020,TOTAL_FLUX,1000.0,1.035738368172623,68.0,68.0,72.0,72.0,52.0,52.0,18,18,0,0.07572330082035805,165.61451108668697,167.3504616685415,False,True
a000_i020,TOTAL_FLUX,3000.0,1.035738368172623,76.0,76.0,80.0,80.0,60.0,60.0,20,20,0,0.1956925931890675,286.2347341428134,288.344386655581,False,True
a000_i020,TOTAL_FLUX,10000.0,1.035738368172623,92.0,92.0,96.0,96.0,76.0,76.0,24,24,0,0.11105967220060542,443.4634261290615,445.93397601316144,False,True
a000_i020,TOTAL_FLUX,30000.0,1.035738368172623,96.0,96.0,100.0,100.0,80.0,80.0,25,25,0,0.9233849694809161,605.2022770154805,607.8806692027092,False,True
a000_i020,TOTAL_FLUX,100000.0,1.035738368172623,96.0,96.0,100.0,100.0,80.0,80.0,25,25,0,0.14872188312128953,793.0946599928167,795.8909257760852,False,True
a000_i020,TOTAL_FLUX,1000000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.7380027916636355,1168.337945352875,1171.2452258626795,False,True
a000_i020,DELAY_ONLY,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9348506900343362,0.01789994531048752,0.018539101455088695,False,True
a000_i020,DELAY_ONLY,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.413656210309026,0.16003206992068086,0.16570772457553132,False,True
a000_i020,DELAY_ONLY,10.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6276015381500353,1.6671070506684411,1.7228995147319897,False,True
a000_i020,DELAY_ONLY,30.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.7048660243166425,11.457522078289774,11.787399304289895,False,True
a000_i020,DELAY_ONLY,100.0,1.035738368172623,60.0,60.0,64.0,64.0,44.0,44.0,16,16,0,0.1306379786365417,61.84623003205772,63.077852816451355,False,True
a000_i020,DELAY_ONLY,300.0,1.035738368172623,76.0,76.0,80.0,80.0,60.0,60.0,20,20,0,0.47539020499190754,162.8944640232953,164.83070663240971,False,True
a000_i020,DELAY_ONLY,1000.0,1.035738368172623,88.0,88.0,92.0,92.0,72.0,72.0,23,23,0,0.09763765478794828,311.63050760752753,314.0134770568959,False,True
a000_i020,DELAY_ONLY,3000.0,1.035738368172623,96.0,96.0,100.0,100.0,80.0,80.0,25,25,0,0.7167354406250868,470.05084403590826,472.7093692240492,False,True
a000_i020,DELAY_ONLY,10000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.48435225729442255,658.1270411097622,660.9401523935958,False,True
a000_i020,DELAY_ONLY,30000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.9271625996077061,836.4767586029247,839.3549094471031,False,True
a000_i020,DELAY_ONLY,100000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.19069555119673465,1035.7227303420868,1038.6645415427881,False,True
a000_i020,DELAY_ONLY,1000000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.985067247652601,1428.6270916826948,1431.647352125981,False,True
a000_i020,SPATIAL_ONLY,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9343505965917539,0.007360894835466738,0.007623492574690879,False,True
a000_i020,SPATIAL_ONLY,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.40915536932578533,0.06535334121191373,0.06765242152395055,False,True
a000_i020,SPATIAL_ONLY,10.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6434285598824212,0.6340639786428308,0.6536239136427534,False,True
a000_i020,SPATIAL_ONLY,30.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.9455890889191343,3.086745152831136,3.1478920713038967,False,True
a000_i020,SPATIAL_ONLY,100.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.39543432132371414,9.097940270921349,9.2199065880667,False,True
a000_i020,SPATIAL_ONLY,300.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.9926558549276283,19.02906740165811,19.219112316943036,False,True
a000_i020,SPATIAL_ONLY,1000.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.9183983880847596,33.15073276768794,33.37009782020753,False,True
a000_i020,SPATIAL_ONLY,3000.0,1.035738368172623,24.0,24.0,28.0,28.0,8.0,8.0,7,7,0,0.2655854927628366,48.202707940945324,48.4747583365965,False,True
a000_i020,SPATIAL_ONLY,10000.0,1.035738368172623,28.0,28.0,32.0,32.0,12.0,12.0,8,8,0,0.8791413185822157,69.71412347507525,70.06555837818932,False,True
a000_i020,SPATIAL_ONLY,30000.0,1.035738368172623,32.0,32.0,36.0,36.0,16.0,16.0,9,9,0,0.08772813276005942,93.7706720128334,94.1939678000497,False,True
a000_i020,SPATIAL_ONLY,100000.0,1.035738368172623,32.0,32.0,36.0,36.0,16.0,16.0,9,9,0,0.9835120959000395,125.20217258120316,125.68536436454106,False,True
a000_i020,SPATIAL_ONLY,1000000.0,1.035738368172623,36.0,36.0,40.0,40.0,20.0,20.0,10,10,0,0.6487904099960478,193.18629332515468,193.76580013958002,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9270812514564263,2.8286352075813177,2.927045581050373,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.3437312631078365,21.416303415376575,22.05110490372563,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,10.0,1.035738368172623,80.0,80.0,84.0,84.0,64.0,64.0,21,21,0,0.14950171705082949,106.95193443473352,108.82993196464618,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,30.0,1.035738368172623,92.0,92.0,96.0,96.0,76.0,76.0,24,24,0,0.09959168745848923,247.8644567139451,250.3964266882617,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,100.0,1.035738368172623,96.0,96.0,100.0,100.0,80.0,80.0,25,25,0,0.22147403739532634,431.1162674711059,433.89070421331047,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,300.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.961797607693613,607.934534732835,610.798748329305,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,1000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.5755289743734773,806.0853446375083,809.0050864103653,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,3000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.9992951146330247,991.0836327207602,994.074621451163,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,10000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.9921679403669408,1197.352412473091,1200.3701777904585,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,30000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.9295114633024669,1386.4717661364557,1389.5006587060327,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,100000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.21679403669407693,1595.5867199085394,1598.668840200906,False,True
a000_i020,EQUALIZED_ORDER_SENSITIVITY,1000000.0,1.035738368172623,108.0,108.0,112.0,112.0,92.0,92.0,28,28,0,0.9995742987438864,2006.8124424927703,2009.9710740196049,False,True
a000_i020,PAIRING_DESTROYED,1.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9348119120187999,0.016984382949710202,0.017590731477830357,False,True
a000_i020,PAIRING_DESTROYED,3.0,1.035738368172623,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.4133072081691992,0.15162754373385706,0.15699617926911003,False,True
a000_i020,PAIRING_DESTROYED,10.0,1.035738368172623,16.0,16.0,20.0,20.0,0.0,0.0,5,5,0,0.6004093703503175,1.558205726490414,1.6096236000457718,False,True
a000_i020,PAIRING_DESTROYED,30.0,1.035738368172623,20.0,20.0,24.0,24.0,4.0,4.0,6,6,0,0.47547141871480825,10.153307214366217,10.432529693323653,False,True
a000_i020,PAIRING_DESTROYED,100.0,1.035738368172623,44.0,48.0,48.0,52.0,28.0,32.0,12,13,1,0.029769645321259697,50.99014758872008,51.99002672712089,True,True
a000_i020,PAIRING_DESTROYED,300.0,1.035738368172623,72.0,72.0,76.0,76.0,56.0,56.0,19,19,0,0.19016255943987637,137.3780700168843,139.10930379904605,False,True
a000_i020,PAIRING_DESTROYED,1000.0,1.035738368172623,80.0,80.0,84.0,84.0,64.0,64.0,21,21,0,0.1838015287598549,273.91584309716245,276.1327970031169,False,True
a000_i020,PAIRING_DESTROYED,3000.0,1.035738368172623,92.0,92.0,96.0,96.0,76.0,76.0,24,24,0,0.4457414589923311,422.94858774801116,425.4869430481329,False,True
a000_i020,PAIRING_DESTROYED,10000.0,1.035738368172623,96.0,96.0,100.0,100.0,80.0,80.0,25,25,0,0.4939352257967632,605.1639050294899,607.9174288116612,False,True
a000_i020,PAIRING_DESTROYED,30000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.9754137657364985,780.9513300626675,783.8051472636066,False,True
a000_i020,PAIRING_DESTROYED,100000.0,1.035738368172623,100.0,100.0,104.0,104.0,84.0,84.0,26,26,0,0.7268196192944283,978.4480447855954,981.3549556268354,False,True
a000_i020,PAIRING_DESTROYED,1000000.0,1.035738368172623,104.0,104.0,108.0,108.0,88.0,88.0,27,27,0,0.9951236640780433,1368.411043020475,1371.4266819119798,False,True
a000_i050,DIRECT_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9702883031158752,0.0011219815220574218,0.0011219815220574218,False,True
a000_i050,DIRECT_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7325947280428766,0.010076381224974484,0.010076381224974484,False,True
a000_i050,DIRECT_PHYSICAL,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.09659594769500235,0.10934235920001195,0.10934235920001195,False,True
a000_i050,DIRECT_PHYSICAL,30.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.5079269898343002,0.8261558290718475,0.8261558290718475,False,True
a000_i050,DIRECT_PHYSICAL,100.0,1.0,60.0,60.0,64.0,64.0,4.0,4.0,16,16,0,0.9280839303400799,4.011547931420993,4.011547931420993,False,True
a000_i050,DIRECT_PHYSICAL,300.0,1.0,60.0,60.0,64.0,64.0,4.0,4.0,16,16,0,0.3527553730607189,9.830396375248636,9.830396375248636,False,True
a000_i050,DIRECT_PHYSICAL,1000.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.9953891779593086,21.04247156676176,21.04247156676176,False,True
a000_i050,DIRECT_PHYSICAL,3000.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.9585026016337775,33.907357340542504,33.907357340542504,False,True
a000_i050,DIRECT_PHYSICAL,10000.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.538917795930862,49.65300188608001,49.65300188608001,False,True
a000_i050,DIRECT_PHYSICAL,30000.0,1.0,68.0,68.0,72.0,72.0,12.0,12.0,18,18,0,0.999904130666123,67.8707926643598,67.8707926643598,False,True
a000_i050,DIRECT_PHYSICAL,100000.0,1.0,68.0,68.0,72.0,72.0,12.0,12.0,18,18,0,0.9989347851791455,91.17578069839217,91.17578069839217,False,True
a000_i050,DIRECT_PHYSICAL,1000000.0,1.0,68.0,68.0,72.0,72.0,12.0,12.0,18,18,0,0.8934785179145427,137.5430963969706,137.5430963969706,False,True
a000_i050,RESOLVED_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9701570156169802,0.007565858562795833,0.007565858562795833,False,True
a000_i050,RESOLVED_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7314131405528218,0.06798608676022913,0.06798608676022913,False,True
a000_i050,RESOLVED_PHYSICAL,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.04927147648873975,0.742452816001191,0.742452816001191,False,True
a000_i050,RESOLVED_PHYSICAL,30.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.17335383589060327,5.90905452577344,5.90905452577344,False,True
a000_i050,RESOLVED_PHYSICAL,100.0,1.0,84.0,84.0,88.0,88.0,28.0,28.0,22,22,0,0.06891027907753622,35.900569058054664,35.900569058054664,False,True
a000_i050,RESOLVED_PHYSICAL,300.0,1.0,96.0,96.0,100.0,100.0,40.0,40.0,25,25,0,0.33308179868301946,99.28299802111812,99.28299802111812,False,True
a000_i050,RESOLVED_PHYSICAL,1000.0,1.0,100.0,100.0,104.0,104.0,44.0,44.0,26,26,0,0.028321162992353655,196.90327430207327,196.90327430207327,False,True
a000_i050,RESOLVED_PHYSICAL,3000.0,1.0,116.0,116.0,120.0,120.0,60.0,60.0,30,30,0,0.32747355898808994,309.12445833348926,309.12445833348926,False,True
a000_i050,RESOLVED_PHYSICAL,10000.0,1.0,120.0,120.0,124.0,124.0,64.0,64.0,31,31,0,0.20074561223410403,453.25150653044216,453.25150653044216,False,True
a000_i050,RESOLVED_PHYSICAL,30000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.9644735598751164,594.787765630645,594.787765630645,False,True
a000_i050,RESOLVED_PHYSICAL,100000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.6052617763901817,754.3283145816679,754.3283145816679,False,True
a000_i050,RESOLVED_PHYSICAL,1000000.0,1.0,128.0,128.0,132.0,132.0,72.0,72.0,33,33,0,0.9938866083193726,1071.7059734281142,1071.7059734281142,False,True
a000_i050,UNRESOLVED_IMAGE,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9708473884469824,0.0012623082065723295,0.0012623082065723295,False,True
a000_i050,UNRESOLVED_IMAGE,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7376264960228412,0.011338856679211376,0.011338856679211376,False,True
a000_i050,UNRESOLVED_IMAGE,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.10650412693456368,0.1233138985276037,0.1233138985276037,False,True
a000_i050,UNRESOLVED_IMAGE,30.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.5030763297108902,0.9487921924304525,0.9487921924304525,False,True
a000_i050,UNRESOLVED_IMAGE,100.0,1.0,60.0,60.0,64.0,64.0,4.0,4.0,16,16,0,0.8507004809753482,5.271529714297922,5.271529714297922,False,True
a000_i050,UNRESOLVED_IMAGE,300.0,1.0,64.0,64.0,68.0,68.0,8.0,8.0,17,17,0,0.3436956712218662,18.746969744360218,18.746969744360218,False,True
a000_i050,UNRESOLVED_IMAGE,1000.0,1.0,88.0,88.0,92.0,92.0,32.0,32.0,23,23,0,0.20711562203346767,63.79552579609831,63.79552579609831,False,True
a000_i050,UNRESOLVED_IMAGE,3000.0,1.0,96.0,96.0,100.0,100.0,40.0,40.0,25,25,0,0.620784844731795,134.9649699025454,134.9649699025454,False,True
a000_i050,UNRESOLVED_IMAGE,10000.0,1.0,100.0,100.0,104.0,104.0,44.0,44.0,26,26,0,0.7935372102189262,230.20577632670157,230.20577632670157,False,True
a000_i050,UNRESOLVED_IMAGE,30000.0,1.0,104.0,104.0,108.0,108.0,48.0,48.0,27,27,0,0.65331378810107,326.96748681103026,326.96748681103026,False,True
a000_i050,UNRESOLVED_IMAGE,100000.0,1.0,112.0,112.0,116.0,116.0,56.0,56.0,29,29,0,0.12548407968484243,448.5087758849208,448.5087758849208,False,True
a000_i050,UNRESOLVED_IMAGE,1000000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.977422022770969,730.2600251926999,730.2600251926999,False,True
a000_i050,TOTAL_FLUX,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9948966113802605,0.000671787917073093,0.000671787917073093,False,True
a000_i050,TOTAL_FLUX,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9540695024223449,0.006045031097283312,0.006045031097283312,False,True
a000_i050,TOTAL_FLUX,10.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.48966113802605493,0.0670336001402985,0.0670336001402985,False,True
a000_i050,TOTAL_FLUX,30.0,1.0,52.0,52.0,56.0,56.0,0.0,0.0,14,14,0,0.26623827445623416,0.5931387419407881,0.5931387419407881,False,True
a000_i050,TOTAL_FLUX,100.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.08282287000174804,5.6600440209110925,5.6600440209110925,False,True
a000_i050,TOTAL_FLUX,300.0,1.0,76.0,76.0,80.0,80.0,20.0,20.0,20,20,0,0.19931980439060126,28.5638204290045,28.5638204290045,False,True
a000_i050,TOTAL_FLUX,1000.0,1.0,92.0,92.0,96.0,96.0,36.0,36.0,24,24,0,0.33074657334230184,87.43348317690892,87.43348317690892,False,True
a000_i050,TOTAL_FLUX,3000.0,1.0,96.0,96.0,100.0,100.0,40.0,40.0,25,25,0,0.6250847761828604,163.7231928149553,163.7231928149553,False,True
a000_i050,TOTAL_FLUX,10000.0,1.0,104.0,104.0,108.0,108.0,48.0,48.0,27,27,0,0.23032394049068905,265.02661959188197,265.02661959188197,False,True
a000_i050,TOTAL_FLUX,30000.0,1.0,112.0,112.0,116.0,116.0,56.0,56.0,29,29,0,0.30000773552026205,375.9225762212864,375.9225762212864,False,True
a000_i050,TOTAL_FLUX,100000.0,1.0,120.0,120.0,124.0,124.0,64.0,64.0,31,31,0,0.8167742485866789,515.1630638311701,515.1630638311701,False,True
a000_i050,TOTAL_FLUX,1000000.0,1.0,124.0,124.0,128.0,128.0,68.0,68.0,32,32,0,0.9231758167013493,810.0562550336552,810.0562550336552,False,True
a000_i050,DELAY_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9701570156169802,0.007565858562795833,0.007565858562795833,False,True
a000_i050,DELAY_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7314131405528218,0.06798608676022913,0.06798608676022913,False,True
a000_i050,DELAY_ONLY,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.04927147648873975,0.742452816001191,0.742452816001191,False,True
a000_i050,DELAY_ONLY,30.0,1.0,56.0,56.0,60.0,60.0,0.0,0.0,15,15,0,0.17335383589060327,5.90905452577344,5.90905452577344,False,True
a000_i050,DELAY_ONLY,100.0,1.0,84.0,84.0,88.0,88.0,28.0,28.0,22,22,0,0.06891027907753622,35.900569058054664,35.900569058054664,False,True
a000_i050,DELAY_ONLY,300.0,1.0,96.0,96.0,100.0,100.0,40.0,40.0,25,25,0,0.33308179868301946,99.28299802111812,99.28299802111812,False,True
a000_i050,DELAY_ONLY,1000.0,1.0,100.0,100.0,104.0,104.0,44.0,44.0,26,26,0,0.028321162992353655,196.90327430207327,196.90327430207327,False,True
a000_i050,DELAY_ONLY,3000.0,1.0,116.0,116.0,120.0,120.0,60.0,60.0,30,30,0,0.32747355898808994,309.12445833348926,309.12445833348926,False,True
