geometry,arm,snr0,information_factor,oldest_legacy,oldest_common,longest_run_legacy,longest_run_common,anchor_span_legacy,anchor_span_common,n_detectable_legacy,n_detectable_common,n_mask_bits_flipped,smallest_threshold_margin_relative,j_old_legacy,j_old_common,endpoint_moved,selfcheck_mask_reproduced
a098_i050,RESOLVED_PHYSICAL,100.0,1.0,84.0,84.0,88.0,88.0,32.0,32.0,22,22,0,0.010698280107649172,34.633019318409964,34.633019318409964,False,True
a098_i050,RESOLVED_PHYSICAL,300.0,1.0,96.0,96.0,100.0,100.0,44.0,44.0,25,25,0,0.3993142363525066,98.36887822423994,98.36887822423994,False,True
a098_i050,RESOLVED_PHYSICAL,1000.0,1.0,108.0,108.0,112.0,112.0,56.0,56.0,28,28,0,0.06417462721945211,199.64820026179592,199.64820026179592,False,True
a098_i050,RESOLVED_PHYSICAL,3000.0,1.0,116.0,116.0,120.0,120.0,64.0,64.0,30,30,0,0.6321940434745239,314.4985727257068,314.4985727257068,False,True
a098_i050,RESOLVED_PHYSICAL,10000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.9280727462552019,456.56696834724653,456.56696834724653,False,True
a098_i050,RESOLVED_PHYSICAL,30000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.3526547162968162,593.4102337306097,593.4102337306097,False,True
a098_i050,RESOLVED_PHYSICAL,100000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.9957846484472899,748.9974180367244,748.9974180367244,False,True
a098_i050,RESOLVED_PHYSICAL,1000000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.5784648447289849,1053.8000877229867,1053.8000877229867,False,True
a098_i050,UNRESOLVED_IMAGE,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9701419741079648,0.0008712396860428327,0.0008712396860428327,False,True
a098_i050,UNRESOLVED_IMAGE,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.731277766971683,0.007832031598687958,0.007832031598687958,False,True
a098_i050,UNRESOLVED_IMAGE,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.1738865058956356,0.08589545170912245,0.08589545170912245,False,True
a098_i050,UNRESOLVED_IMAGE,30.0,1.0,56.0,56.0,60.0,60.0,4.0,4.0,15,15,0,0.6799171400435232,0.6990036168128664,0.6990036168128664,False,True
a098_i050,UNRESOLVED_IMAGE,100.0,1.0,60.0,60.0,64.0,64.0,8.0,8.0,16,16,0,0.8831189662992399,4.581010750003226,4.581010750003226,False,True
a098_i050,UNRESOLVED_IMAGE,300.0,1.0,64.0,64.0,68.0,68.0,12.0,12.0,17,17,0,0.051929303306840424,18.329240229070116,18.329240229070116,False,True
a098_i050,UNRESOLVED_IMAGE,1000.0,1.0,88.0,88.0,92.0,92.0,36.0,36.0,23,23,0,0.06578507993435945,65.51551030658769,65.51551030658769,False,True
a098_i050,UNRESOLVED_IMAGE,3000.0,1.0,96.0,96.0,100.0,100.0,44.0,44.0,25,25,0,0.18758218858756337,139.39871406868292,139.39871406868292,False,True
a098_i050,UNRESOLVED_IMAGE,10000.0,1.0,104.0,104.0,108.0,108.0,52.0,52.0,27,27,0,0.44535556748705507,239.55223206579848,239.55223206579848,False,True
a098_i050,UNRESOLVED_IMAGE,30000.0,1.0,108.0,108.0,112.0,112.0,56.0,56.0,28,28,0,0.3402190799304985,343.6855464664354,343.6855464664354,False,True
a098_i050,UNRESOLVED_IMAGE,100000.0,1.0,116.0,116.0,120.0,120.0,64.0,64.0,30,30,0,0.48739944584337724,473.82465216013054,473.82465216013054,False,True
a098_i050,UNRESOLVED_IMAGE,1000000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.07289228663197012,755.4894331704897,755.4894331704897,False,True
a098_i050,TOTAL_FLUX,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9946729206756921,0.0005263786513697784,0.0005263786513697784,False,True
a098_i050,TOTAL_FLUX,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9520562860812293,0.004736788599049,0.004736788599049,False,True
a098_i050,TOTAL_FLUX,10.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.46729206756921404,0.052552956412605344,0.052552956412605344,False,True
a098_i050,TOTAL_FLUX,30.0,1.0,52.0,52.0,56.0,56.0,0.0,0.0,14,14,0,0.15803195357264688,0.4669676732936553,0.4669676732936553,False,True
a098_i050,TOTAL_FLUX,100.0,1.0,56.0,56.0,60.0,60.0,4.0,4.0,15,15,0,0.33706347656321045,4.594929181396892,4.594929181396892,False,True
a098_i050,TOTAL_FLUX,300.0,1.0,72.0,72.0,76.0,76.0,20.0,20.0,19,19,0,0.0031304048963198827,24.669124329904847,24.669124329904847,False,True
a098_i050,TOTAL_FLUX,1000.0,1.0,88.0,88.0,92.0,92.0,36.0,36.0,23,23,0,0.15938284578589912,79.72243844598657,79.72243844598657,False,True
a098_i050,TOTAL_FLUX,3000.0,1.0,96.0,96.0,100.0,100.0,44.0,44.0,25,25,0,0.5243469496996467,154.44484794797972,154.44484794797972,False,True
a098_i050,TOTAL_FLUX,10000.0,1.0,108.0,108.0,112.0,112.0,56.0,56.0,28,28,0,0.09523157568608287,257.3799817327887,257.3799817327887,False,True
a098_i050,TOTAL_FLUX,30000.0,1.0,112.0,112.0,116.0,116.0,60.0,60.0,29,29,0,0.2633954163497374,369.91322808270536,369.91322808270536,False,True
a098_i050,TOTAL_FLUX,100000.0,1.0,116.0,116.0,120.0,120.0,64.0,64.0,30,30,0,0.2521318836247485,507.17449255486883,507.17449255486883,False,True
a098_i050,TOTAL_FLUX,1000000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.008135592379060141,791.4628690295704,791.4628690295704,False,True
a098_i050,DELAY_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9693068213941392,0.006885954207871737,0.006885954207871737,False,True
a098_i050,DELAY_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7237613925472524,0.06189597549389094,0.06189597549389094,False,True
a098_i050,DELAY_ONLY,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.11816948795762217,0.6782053568093201,0.6782053568093201,False,True
a098_i050,DELAY_ONLY,30.0,1.0,56.0,56.0,60.0,60.0,4.0,4.0,15,15,0,0.36871872175224185,5.497533488208731,5.497533488208731,False,True
a098_i050,DELAY_ONLY,100.0,1.0,84.0,84.0,88.0,88.0,32.0,32.0,22,22,0,0.010698280107649172,34.633019318409964,34.633019318409964,False,True
a098_i050,DELAY_ONLY,300.0,1.0,96.0,96.0,100.0,100.0,44.0,44.0,25,25,0,0.3993142363525066,98.36887822423994,98.36887822423994,False,True
a098_i050,DELAY_ONLY,1000.0,1.0,108.0,108.0,112.0,112.0,56.0,56.0,28,28,0,0.06417462721945211,199.64820026179592,199.64820026179592,False,True
a098_i050,DELAY_ONLY,3000.0,1.0,116.0,116.0,120.0,120.0,64.0,64.0,30,30,0,0.6321940434745239,314.4985727257068,314.4985727257068,False,True
a098_i050,DELAY_ONLY,10000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.9280727462552019,456.56696834724653,456.56696834724653,False,True
a098_i050,DELAY_ONLY,30000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.3526547162968162,593.4102337306097,593.4102337306097,False,True
a098_i050,DELAY_ONLY,100000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.9957846484472899,748.9974180367244,748.9974180367244,False,True
a098_i050,DELAY_ONLY,1000000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.5784648447289849,1053.8000877229867,1053.8000877229867,False,True
a098_i050,SPATIAL_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9691143725948688,0.0007230108016148049,0.0007230108016148049,False,True
a098_i050,SPATIAL_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7220293533538188,0.0064980625744596714,0.0064980625744596714,False,True
a098_i050,SPATIAL_ONLY,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.15333236398624228,0.07108483881406573,0.07108483881406573,False,True
a098_i050,SPATIAL_ONLY,30.0,1.0,56.0,56.0,60.0,60.0,4.0,4.0,15,15,0,0.6808442114802669,0.5664758012770287,0.5664758012770287,False,True
a098_i050,SPATIAL_ONLY,100.0,1.0,60.0,60.0,64.0,64.0,8.0,8.0,16,16,0,0.9652944506202406,3.1652326376867745,3.1652326376867745,False,True
a098_i050,SPATIAL_ONLY,300.0,1.0,60.0,60.0,64.0,64.0,8.0,8.0,16,16,0,0.6876500555821645,8.07690126400143,8.07690126400143,False,True
a098_i050,SPATIAL_ONLY,1000.0,1.0,64.0,64.0,68.0,68.0,12.0,12.0,17,17,0,0.9951908337824936,17.75695998776764,17.75695998776764,False,True
a098_i050,SPATIAL_ONLY,3000.0,1.0,64.0,64.0,68.0,68.0,12.0,12.0,17,17,0,0.9567175040424427,30.198922091147338,30.198922091147338,False,True
a098_i050,SPATIAL_ONLY,10000.0,1.0,64.0,64.0,68.0,68.0,12.0,12.0,17,17,0,0.519083378249364,45.93332590186413,45.93332590186413,False,True
a098_i050,SPATIAL_ONLY,30000.0,1.0,68.0,68.0,72.0,72.0,16.0,16.0,18,18,0,0.9982972132329333,64.23388958383586,64.23388958383586,False,True
a098_i050,SPATIAL_ONLY,100000.0,1.0,68.0,68.0,72.0,72.0,16.0,16.0,18,18,0,0.9810801470325928,87.63122622774758,87.63122622774758,False,True
a098_i050,SPATIAL_ONLY,1000000.0,1.0,72.0,72.0,76.0,76.0,20.0,20.0,19,19,0,0.8919852967407189,137.77424316732632,137.77424316732632,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9210283581550018,1.6355423017211135,1.6355423017211135,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.2892552233950163,12.407864659845886,12.407864659845886,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,10.0,1.0,96.0,96.0,100.0,100.0,44.0,44.0,25,25,0,0.04860658656499495,64.15285420459429,64.15285420459429,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,30.0,1.0,112.0,112.0,116.0,116.0,60.0,60.0,29,29,0,0.45902416416775527,158.65911409878004,158.65911409878004,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,100.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.3130604148898084,292.5071578602949,292.5071578602949,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,300.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.7854433072130425,426.4111680373908,426.4111680373908,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,1000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.998602860156932,579.3857376219319,579.3857376219319,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,3000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.9874257414123883,723.1898304420793,723.1898304420793,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,10000.0,1.0,124.0,124.0,128.0,128.0,72.0,72.0,32,32,0,0.8602860156932031,882.4175433525312,882.4175433525312,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,30000.0,1.0,128.0,128.0,132.0,132.0,76.0,76.0,33,33,0,0.2574258587611724,1030.1529709688139,1030.1529709688139,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,100000.0,1.0,128.0,128.0,132.0,132.0,76.0,76.0,33,33,0,0.9997582795556731,1196.6441869768303,1196.6441869768303,False,True
a098_i050,EQUALIZED_ORDER_SENSITIVITY,1000000.0,1.0,128.0,128.0,132.0,132.0,76.0,76.0,33,33,0,0.9758279555673091,1518.8268456142137,1518.8268456142137,False,True
a098_i050,PAIRING_DESTROYED,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9675383482386879,0.0040431045886596025,0.0040431045886596025,False,True
a098_i050,PAIRING_DESTROYED,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7078451341481908,0.036343051885651206,0.036343051885651206,False,True
a098_i050,PAIRING_DESTROYED,10.0,1.0,48.0,48.0,52.0,52.0,0.0,0.0,13,13,0,0.057670059291461295,0.39833150646283316,0.39833150646283316,False,True
a098_i050,PAIRING_DESTROYED,30.0,1.0,56.0,56.0,60.0,60.0,4.0,4.0,15,15,0,0.38775701633646975,3.248733781121556,3.248733781121556,False,True
a098_i050,PAIRING_DESTROYED,100.0,1.0,72.0,72.0,76.0,76.0,20.0,20.0,19,19,0,0.07273426507595637,22.214326015906455,22.214326015906455,False,True
a098_i050,PAIRING_DESTROYED,300.0,1.0,92.0,92.0,96.0,96.0,40.0,40.0,24,24,0,0.09030758700053565,72.77854468946819,72.77854468946819,False,True
a098_i050,PAIRING_DESTROYED,1000.0,1.0,104.0,104.0,108.0,108.0,52.0,52.0,27,27,0,0.09881997920229157,165.39602002468177,165.39602002468177,False,True
a098_i050,PAIRING_DESTROYED,3000.0,1.0,116.0,116.0,120.0,120.0,64.0,64.0,30,30,0,0.32699706488379654,276.79413773501517,276.79413773501517,False,True
a098_i050,PAIRING_DESTROYED,10000.0,1.0,116.0,116.0,120.0,120.0,64.0,64.0,30,30,0,0.8322236280845324,413.4202885034558,413.4202885034558,False,True
a098_i050,PAIRING_DESTROYED,30000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.509987347239208,543.5414332672447,543.5414332672447,False,True
a098_i050,PAIRING_DESTROYED,100000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.9900027775011342,691.0247462491327,691.0247462491327,False,True
a098_i050,PAIRING_DESTROYED,1000000.0,1.0,120.0,120.0,124.0,124.0,68.0,68.0,31,31,0,0.00027775011342290323,979.0450933724683,979.0450933724683,False,True
a098_i075,DIRECT_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9775178689603661,0.0006007277373621038,0.0006007277373621038,False,True
a098_i075,DIRECT_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.797660820643295,0.005400483207485136,0.005400483207485136,False,True
a098_i075,DIRECT_PHYSICAL,10.0,1.0,124.0,124.0,92.0,92.0,0.0,0.0,23,23,0,0.00588921935549247,0.05925301383370107,0.05925301383370107,False,True
a098_i075,DIRECT_PHYSICAL,30.0,1.0,136.0,136.0,120.0,120.0,0.0,0.0,30,30,0,0.3930613703812109,0.4823280002529067,0.4823280002529067,False,True
a098_i075,DIRECT_PHYSICAL,100.0,1.0,140.0,140.0,128.0,128.0,4.0,4.0,32,32,0,0.9503304798830468,2.9183874535090117,2.9183874535090117,False,True
a098_i075,DIRECT_PHYSICAL,300.0,1.0,140.0,140.0,128.0,128.0,4.0,4.0,32,32,0,0.5529743189474207,8.081558030048761,8.081558030048761,False,True
a098_i075,DIRECT_PHYSICAL,1000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.9950908177120132,18.50993847332261,18.50993847332261,False,True
a098_i075,DIRECT_PHYSICAL,3000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.9558173594081194,31.161180240104052,31.161180240104052,False,True
a098_i075,DIRECT_PHYSICAL,10000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.509081771201326,46.68060430654436,46.68060430654436,False,True
a098_i075,DIRECT_PHYSICAL,30000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.9998464916388077,64.5113136161217,64.5113136161217,False,True
a098_i075,DIRECT_PHYSICAL,100000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.9982943515423081,87.67082154588448,87.67082154588448,False,True
a098_i075,DIRECT_PHYSICAL,1000000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.8294351542308054,134.00936030472306,134.00936030472306,False,True
a098_i075,RESOLVED_PHYSICAL,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9768290137149163,0.0029274589180738764,0.0029274589180738764,False,True
a098_i075,RESOLVED_PHYSICAL,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7914611234342459,0.026298993597960108,0.026298993597960108,False,True
a098_i075,RESOLVED_PHYSICAL,10.0,1.0,124.0,124.0,92.0,92.0,0.0,0.0,23,23,0,0.00588921935549247,0.2863656169010105,0.2863656169010105,False,True
a098_i075,RESOLVED_PHYSICAL,30.0,1.0,136.0,136.0,120.0,120.0,0.0,0.0,30,30,0,0.3439506653222282,2.2322585841417757,2.2322585841417757,False,True
a098_i075,RESOLVED_PHYSICAL,100.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.15247742465033598,12.945092900193355,12.945092900193355,False,True
a098_i075,RESOLVED_PHYSICAL,300.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.20590337194640096,38.08540387459643,38.08540387459643,False,True
a098_i075,RESOLVED_PHYSICAL,1000.0,1.0,164.0,164.0,156.0,156.0,28.0,28.0,39,39,0,0.38564254531666575,88.9312059530341,88.9312059530341,False,True
a098_i075,RESOLVED_PHYSICAL,3000.0,1.0,176.0,176.0,168.0,168.0,40.0,40.0,42,42,0,0.3336920116803499,158.7861923643489,158.7861923643489,False,True
a098_i075,RESOLVED_PHYSICAL,10000.0,1.0,180.0,180.0,172.0,172.0,44.0,44.0,43,43,0,0.509081771201326,254.73420801933764,254.73420801933764,False,True
a098_i075,RESOLVED_PHYSICAL,30000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.9895164992606088,351.2533050789286,351.2533050789286,False,True
a098_i075,RESOLVED_PHYSICAL,100000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.8835166584512086,461.52736143867463,461.52736143867463,False,True
a098_i075,RESOLVED_PHYSICAL,1000000.0,1.0,188.0,188.0,184.0,184.0,52.0,52.0,46,46,0,0.8294351542308054,682.9815757022542,682.9815757022542,False,True
a098_i075,UNRESOLVED_IMAGE,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9790131449160827,0.0007444717865648162,0.0007444717865648162,False,True
a098_i075,UNRESOLVED_IMAGE,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.8111183042447445,0.006693394303815011,0.006693394303815011,False,True
a098_i075,UNRESOLVED_IMAGE,10.0,1.0,120.0,120.0,84.0,84.0,0.0,0.0,21,21,0,0.035203822979755106,0.07352198894565327,0.07352198894565327,False,True
a098_i075,UNRESOLVED_IMAGE,30.0,1.0,136.0,136.0,120.0,120.0,0.0,0.0,30,30,0,0.2873944831037001,0.6045342956934836,0.6045342956934836,False,True
a098_i075,UNRESOLVED_IMAGE,100.0,1.0,140.0,140.0,128.0,128.0,4.0,4.0,32,32,0,0.7602033291187681,4.008100347300571,4.008100347300571,False,True
a098_i075,UNRESOLVED_IMAGE,300.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.4039620611236141,13.9231068744607,13.9231068744607,False,True
a098_i075,UNRESOLVED_IMAGE,1000.0,1.0,152.0,152.0,144.0,144.0,16.0,16.0,36,36,0,0.1377273024751846,38.747968005671304,38.747968005671304,False,True
a098_i075,UNRESOLVED_IMAGE,3000.0,1.0,160.0,160.0,152.0,152.0,24.0,24.0,38,38,0,0.7843378301578743,77.53090530814092,77.53090530814092,False,True
a098_i075,UNRESOLVED_IMAGE,10000.0,1.0,164.0,164.0,156.0,156.0,28.0,28.0,39,39,0,0.5479612142848888,133.59012821893384,133.59012821893384,False,True
a098_i075,UNRESOLVED_IMAGE,30000.0,1.0,168.0,168.0,164.0,164.0,32.0,32.0,41,41,0,0.2752925260927648,195.8546917855621,195.8546917855621,False,True
a098_i075,UNRESOLVED_IMAGE,100000.0,1.0,180.0,180.0,176.0,176.0,44.0,44.0,44,44,0,0.6231047990309755,282.0000923989091,282.0000923989091,False,True
a098_i075,UNRESOLVED_IMAGE,1000000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.8430104929146007,481.3081842516483,481.3081842516483,False,True
a098_i075,TOTAL_FLUX,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.997315097955598,0.00016881025475870822,0.00016881025475870822,False,True
a098_i075,TOTAL_FLUX,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9758358816003818,0.0015191073657446622,0.0015191073657446622,False,True
a098_i075,TOTAL_FLUX,10.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7315097955597973,0.016855657967457808,0.016855657967457808,False,True
a098_i075,TOTAL_FLUX,30.0,1.0,124.0,124.0,52.0,52.0,0.0,0.0,13,13,0,0.0033295556847314778,0.14989790378239717,0.14989790378239717,False,True
a098_i075,TOTAL_FLUX,100.0,1.0,136.0,136.0,116.0,116.0,0.0,0.0,29,29,0,0.24372251952057944,1.4821342849847279,1.4821342849847279,False,True
a098_i075,TOTAL_FLUX,300.0,1.0,144.0,144.0,128.0,128.0,8.0,8.0,32,32,0,0.4161425845053861,7.97875927495177,7.97875927495177,False,True
a098_i075,TOTAL_FLUX,1000.0,1.0,148.0,148.0,136.0,136.0,12.0,12.0,34,34,0,0.7722490125992371,26.162112669301926,26.162112669301926,False,True
a098_i075,TOTAL_FLUX,3000.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.34648566844121376,53.87937048132366,53.87937048132366,False,True
a098_i075,TOTAL_FLUX,10000.0,1.0,164.0,164.0,156.0,156.0,28.0,28.0,39,39,0,0.08350617420348971,101.56916146679157,101.56916146679157,False,True
a098_i075,TOTAL_FLUX,30000.0,1.0,168.0,168.0,160.0,160.0,32.0,32.0,40,40,0,0.2090843846444359,162.37231312232095,162.37231312232095,False,True
a098_i075,TOTAL_FLUX,100000.0,1.0,180.0,180.0,172.0,172.0,44.0,44.0,43,43,0,0.12361509952013705,247.81772952680706,247.81772952680706,False,True
a098_i075,TOTAL_FLUX,1000000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.9917812460776215,443.58499332836215,443.58499332836215,False,True
a098_i075,DELAY_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9768290137149163,0.0029274589180738764,0.0029274589180738764,False,True
a098_i075,DELAY_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.7914611234342459,0.026298993597960108,0.026298993597960108,False,True
a098_i075,DELAY_ONLY,10.0,1.0,124.0,124.0,92.0,92.0,0.0,0.0,23,23,0,0.00588921935549247,0.2863656169010105,0.2863656169010105,False,True
a098_i075,DELAY_ONLY,30.0,1.0,136.0,136.0,120.0,120.0,0.0,0.0,30,30,0,0.3439506653222282,2.2322585841417757,2.2322585841417757,False,True
a098_i075,DELAY_ONLY,100.0,1.0,144.0,144.0,132.0,132.0,8.0,8.0,33,33,0,0.15247742465033598,12.945092900193355,12.945092900193355,False,True
a098_i075,DELAY_ONLY,300.0,1.0,152.0,152.0,140.0,140.0,16.0,16.0,35,35,0,0.20590337194640096,38.08540387459643,38.08540387459643,False,True
a098_i075,DELAY_ONLY,1000.0,1.0,164.0,164.0,156.0,156.0,28.0,28.0,39,39,0,0.38564254531666575,88.9312059530341,88.9312059530341,False,True
a098_i075,DELAY_ONLY,3000.0,1.0,176.0,176.0,168.0,168.0,40.0,40.0,42,42,0,0.3336920116803499,158.7861923643489,158.7861923643489,False,True
a098_i075,DELAY_ONLY,10000.0,1.0,180.0,180.0,172.0,172.0,44.0,44.0,43,43,0,0.509081771201326,254.73420801933764,254.73420801933764,False,True
a098_i075,DELAY_ONLY,30000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.9895164992606088,351.2533050789286,351.2533050789286,False,True
a098_i075,DELAY_ONLY,100000.0,1.0,184.0,184.0,180.0,180.0,48.0,48.0,45,45,0,0.8835166584512086,461.52736143867463,461.52736143867463,False,True
a098_i075,DELAY_ONLY,1000000.0,1.0,188.0,188.0,184.0,184.0,52.0,52.0,46,46,0,0.8294351542308054,682.9815757022542,682.9815757022542,False,True
a098_i075,SPATIAL_ONLY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9766579911696652,0.0006325702465450695,0.0006325702465450695,False,True
a098_i075,SPATIAL_ONLY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.789921920526987,0.0056864055304242135,0.0056864055304242135,False,True
a098_i075,SPATIAL_ONLY,10.0,1.0,124.0,124.0,92.0,92.0,0.0,0.0,23,23,0,0.05343282898403712,0.06234887023233494,0.06234887023233494,False,True
a098_i075,SPATIAL_ONLY,30.0,1.0,136.0,136.0,120.0,120.0,0.0,0.0,30,30,0,0.4612625056097295,0.5051200741348421,0.5051200741348421,False,True
a098_i075,SPATIAL_ONLY,100.0,1.0,140.0,140.0,128.0,128.0,4.0,4.0,32,32,0,0.9477761648972536,3.005553503837181,3.005553503837181,False,True
a098_i075,SPATIAL_ONLY,300.0,1.0,140.0,140.0,128.0,128.0,4.0,4.0,32,32,0,0.5299854840752817,8.24437392037286,8.24437392037286,False,True
a098_i075,SPATIAL_ONLY,1000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.994834873058224,18.78142151964036,18.78142151964036,False,True
a098_i075,SPATIAL_ONLY,3000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.9535138575240162,31.467365260415367,31.467365260415367,False,True
a098_i075,SPATIAL_ONLY,10000.0,1.0,144.0,144.0,136.0,136.0,8.0,8.0,34,34,0,0.4834873058224016,47.0380281269474,47.0380281269474,False,True
a098_i075,SPATIAL_ONLY,30000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.9998383855207066,64.9647697850888,64.9647697850888,False,True
a098_i075,SPATIAL_ONLY,100000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.9982042835634068,88.1623822601411,88.1623822601411,False,True
a098_i075,SPATIAL_ONLY,1000000.0,1.0,148.0,148.0,144.0,144.0,12.0,12.0,36,36,0,0.8204283563406829,134.52238451699873,134.52238451699873,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,1.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.9127209197110739,0.3256423587769127,0.3256423587769127,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,3.0,1.0,-1.0,-1.0,0.0,0.0,0.0,0.0,0,0,0,0.2144882773996658,2.731986386801381,2.731986386801381,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,10.0,1.0,148.0,148.0,116.0,116.0,12.0,12.0,29,29,0,0.00588921935549247,19.453063582319718,19.453063582319718,False,True
a098_i075,EQUALIZED_ORDER_SENSITIVITY,30.0,1.0,164.0,164.0,148.0,148.0,28.0,28.0,37,37,0,0.01807774276725882,63.97032417463808,63.97032417463808,False,True
