arm,rtol,target_dimension,nuisance_rank,information_known_remainder,information_conditional,s_known_max,s_known_min,s_conditional_max,s_conditional_min,n_operational_known,n_operational_conditional,sigma
DIRECT_PHYSICAL,1e-13,72,140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.011341986814407568
DIRECT_PHYSICAL,1e-12,72,140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.011341986814407568
DIRECT_PHYSICAL,1e-11,72,140,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.011341986814407568
RESOLVED_PHYSICAL,1e-13,72,152,11.0536601416515,7.198318097661488,2.039370858888488,1.6350129571833997e-20,1.4371649013558634,3.814126291717105e-22,3,2,0.011341986814407568
RESOLVED_PHYSICAL,1e-12,72,152,11.0536601416515,7.198318097661488,2.039370858888488,1.6350129571833997e-20,1.4371649013558634,3.814126291717105e-22,3,2,0.011341986814407568
RESOLVED_PHYSICAL,1e-11,72,152,11.0536601416515,7.198318097661488,2.039370858888488,1.6350129571833997e-20,1.4371649013558634,3.814126291717105e-22,3,2,0.011341986814407568
