regime,arm,estimator,snr0,family,index,selected_hyperparameter,old_band_feature_error,radial_error_old,angular_error_old_rad,t_birth_error,tau_decay_error
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,5,1.0,0.8026931907736099,0.43749999999999994,0.8522962135034295,3.4,2.4
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,6,1.0,0.7701744535408046,0.4826528183604851,1.7426019122382073,3.4,3.9
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,7,1.0,0.7347482782900778,0.5060871389749533,1.2412862188821103,3.3,5.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,0,1.0,0.8706213125887057,0.5455324976030871,1.9020456109852293,3.3,0.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,1,1.0,0.8597597068458344,0.4630517445451392,2.024284897729416,3.4,0.0
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,2,1.0,0.820504338407452,0.5011215955808568,1.0911786270403916,3.3,5.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,3,1.0,0.9012904904011546,0.4978845751732494,2.8869042174059922,3.4,4.0
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,4,1.0,0.9100182599644022,0.5247229777514532,2.9133603669085772,3.4,0.4
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,5,1.0,0.8675808384004309,0.5328737139352056,2.098615362692416,3.4,2.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,6,1.0,0.8704440057596762,0.5506776904883675,1.6929283284844194,3.3,5.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,7,1.0,0.8244364412031803,0.5008161190532335,1.3254389376517453,3.4,5.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,0,1.0,0.5436467376077989,0.5253855667102337,0.8197479773061007,2.3,1.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,1,1.0,0.45056678321359844,0.5271568793197958,1.0961615919550787,1.9,0.2
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,2,1.0,0.5477078171704928,0.4571581959074009,1.590215032137784,2.3,0.4
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,3,1.0,0.4433344903801203,0.4541517716748289,2.489310925727135,0.3,0.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,4,1.0,0.3082257730962066,0.5325774380693771,0.17628123692880132,1.0,1.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,5,1.0,0.2531562240943724,0.46331680037241735,0.759978239812249,0.3,1.0
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,6,1.0,0.4474769736133186,0.54995999450675,2.308353417028181,0.7,1.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,flare_birth_motion_decay,7,1.0,0.611189168568329,0.43749999999999994,2.386517853757526,2.0,0.3
