regime,arm,estimator,snr0,hyperparameter,selection_error
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1.0,3173560478599.526
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.31622776601683794,7140496955737.082
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.1,14411386875678.5
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.03162277660168379,26296565064495.14
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.01,40663091575197.41
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.0031622776601683794,51214682558831.4
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.001,60269276680238.19
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.00031622776601683794,75347121870696.61
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.0001,94909573666084.7
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,3.1622776601683795e-05,129543580499299.27
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1e-05,183857154318861.25
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,3.162277660168379e-06,263400450856048.53
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1e-06,377410197417610.94
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,3.162277660168379e-07,530593830552651.5
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1e-07,742704577584114.4
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,3.162277660168379e-08,1108517742964593.6
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1e-08,1682718709077540.0
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,3.1622776601683795e-09,2430696260659387.5
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1e-09,3349515923320598.0
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,3.1622776601683795e-10,4693413670464558.0
estimated_from_data,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,1e-10,7354367005962483.0
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,1.0,1744430628289.5105
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.31622776601683794,7078613646032.7705
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.1,29414282477730.668
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.03162277660168379,33752966572815.22
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.01,179851145323544.16
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.0031622776601683794,610976192299462.5
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.001,923297227054754.0
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.00031622776601683794,1418082528664868.2
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,0.0001,7254019129864107.0
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,3.1622776601683795e-05,2.791906777611741e+16
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,1e-05,5.3171843853188696e+16
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,3.162277660168379e-06,1.1862791471266189e+17
estimated_from_data,UNRESOLVED_IMAGE,TSVD,100.0,1e-06,1.9200906085722058e+17
