source_class,arm,snr0,bank,family,index,retarded_age,structure_error_normalized,in_old_band
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,0.0,0.5546968035733247,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,2.0,0.48361294392356813,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,4.0,0.4110157507761486,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,6.0,0.3278829917233899,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,8.0,0.2610797716312064,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,10.0,0.22841176904257365,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,12.0,0.20574498462861376,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,14.0,0.17891702493298742,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,16.0,0.16241548810466455,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,18.0,0.16578854225438533,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,20.0,0.16498714695052147,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,22.0,0.14839258503024813,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,24.0,0.13461102969629732,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,26.0,0.13430182545035382,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,28.0,0.13726766046698044,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,30.0,0.14389027556782738,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,32.0,0.15011511984269146,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,34.0,0.156541174647176,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,36.0,0.17271587398875293,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,38.0,0.20853610843660358,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,40.0,0.2330070202999363,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,42.0,0.23414096960112973,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,44.0,0.23147105850301222,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,46.0,0.23553770671771895,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,48.0,0.241211399085057,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,50.0,0.24684136426123157,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,52.0,0.2567926777036798,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,54.0,0.27934697846966383,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,56.0,0.3109786059090988,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,58.0,0.35900758103088937,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,60.0,0.41430355172786926,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,62.0,0.48551198584285116,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,64.0,0.5810506926950476,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,66.0,0.7265002390684784,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,68.0,0.858236348456633,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,70.0,0.9379242816659122,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,72.0,0.9897689388138149,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,74.0,1.0025207789119623,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,76.0,1.0014603033569962,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,78.0,1.0007581763559676,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,80.0,1.0010303852945266,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,82.0,1.001806804583985,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,84.0,1.0026757283126915,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,86.0,1.0029756644350583,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,88.0,1.0028992863220707,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,90.0,1.0023514607211046,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,92.0,1.0015511477243924,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,94.0,1.0008885528585045,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,96.0,1.0003344320107925,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,98.0,1.000225542157655,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,100.0,1.0003918327332586,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,102.0,1.0007609905717443,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,104.0,1.0012450241220898,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,106.0,1.0015306834848725,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,108.0,1.0016711645592706,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,110.0,1.0015247075000469,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,112.0,1.0011686471611039,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,114.0,1.0007844674927677,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,116.0,1.00036730749569,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,118.0,1.000175565235294,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,0,120.0,1.000142865452462,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,0.0,0.5787322167029154,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,2.0,0.5266644145723586,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,4.0,0.474241232196734,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,6.0,0.4156052152085594,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,8.0,0.37251225363451107,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,10.0,0.3539160119785233,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,12.0,0.34190674270732835,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,14.0,0.3272044415548536,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,16.0,0.323754243909143,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,18.0,0.3433258978579514,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,20.0,0.35068380959141854,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,22.0,0.32915647114983615,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,24.0,0.31074998726341174,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,26.0,0.3127009087217737,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,28.0,0.3219920109109381,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,30.0,0.33724900636247995,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,32.0,0.3520688907302905,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,34.0,0.37003674378016305,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,36.0,0.4094737353574299,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,38.0,0.490958182293753,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,40.0,0.5526433178715968,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,42.0,0.5777423812571794,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,44.0,0.6096466647807668,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,46.0,0.6826308325269809,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,48.0,0.7561678677309368,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,50.0,0.8200393990585142,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,52.0,0.8693355251032787,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,54.0,0.8972430681439166,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,56.0,0.9215542933800017,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,58.0,0.9540546157392984,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,60.0,0.9803867825728475,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,62.0,0.9824222173063948,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,64.0,0.978240876744556,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,66.0,0.9813658380403159,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,68.0,0.9876132583314214,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,70.0,0.9935999344863657,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,72.0,0.9985439983454675,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,74.0,0.9999772764404811,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,76.0,1.0000445005263643,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,78.0,1.0000104032635213,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,80.0,0.9999916809297165,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,82.0,0.9999413898339544,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,84.0,0.9998735970484725,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,86.0,0.9998189172872123,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,88.0,0.9997801389328489,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,90.0,0.999795149363213,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,92.0,0.9998419383558343,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,94.0,0.9999011767990102,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,96.0,0.9999619468586254,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,98.0,0.999977651742948,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,100.0,0.999961357170166,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,102.0,0.9999083765451103,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,104.0,0.999832003210672,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,106.0,0.9997774563635544,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,108.0,0.9997396763005477,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,110.0,0.9997514751319567,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,112.0,0.9997994391714005,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,114.0,0.9998604511640544,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,116.0,0.9999320643027595,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,118.0,0.9999670714100335,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,1,120.0,0.9999754962388462,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,0.0,0.4708859197299391,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,2.0,0.42490862850369904,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,4.0,0.37886255360443666,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,6.0,0.3333802540742431,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,8.0,0.3064631238839478,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,10.0,0.30621274405359705,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,12.0,0.3003108080705724,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,14.0,0.2730370234463822,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,16.0,0.2663335611845016,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,18.0,0.30216253753131883,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,20.0,0.31805477808424937,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,22.0,0.2913460343810157,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,24.0,0.2609916859852205,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,26.0,0.24472074853327558,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,28.0,0.23969166926319202,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,30.0,0.2488147445004398,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,32.0,0.258466183570524,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,34.0,0.2670884910035782,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,36.0,0.29534592200069076,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,38.0,0.3608907581102499,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,40.0,0.40200102093674595,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,42.0,0.39299260673248926,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,44.0,0.3855003043481713,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,46.0,0.4179793401827969,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,48.0,0.45719116573644325,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,50.0,0.4921863909104898,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,52.0,0.5211970156732821,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,54.0,0.5438865069983377,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,56.0,0.5722395583335717,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,58.0,0.6206615257256571,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,60.0,0.6646859359052792,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,62.0,0.6866070924847696,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,64.0,0.7200439656186697,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,66.0,0.8042259679986193,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,68.0,0.8928529143719626,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,70.0,0.9516800933750005,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,72.0,0.9918738433794998,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,74.0,1.001898949605061,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,76.0,1.001074061787219,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,78.0,1.0005162519224098,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,80.0,1.0006820205989304,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,82.0,1.0011207667336797,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,84.0,1.001581389913836,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,86.0,1.001673205245427,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,88.0,1.0015371809783848,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,90.0,1.0011884479231945,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,92.0,1.0007324837802718,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,94.0,1.0003981662159647,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,96.0,1.0001438583939115,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,98.0,1.0001078302952804,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,100.0,1.0001993631883166,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,102.0,1.0003588781268564,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,104.0,1.000553513098331,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,106.0,1.000651083531124,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,108.0,1.00067904165398,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,110.0,1.0005998844549344,True
