source_class,arm,snr0,bank,family,index,retarded_age,structure_error_normalized,in_old_band
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,112.0,1.0004418400100148,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,114.0,1.0002875401974856,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,116.0,1.000129520476802,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,118.0,1.0000612849680715,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,2,120.0,1.0000554568627669,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,0.0,0.7788316956518039,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,2.0,0.6824683385267057,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,4.0,0.5744253629403625,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,6.0,0.43470295369727213,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,8.0,0.30748609624221107,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,10.0,0.2238150158523659,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,12.0,0.16806312995542927,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,14.0,0.13673003920908594,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,16.0,0.12698944444020652,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,18.0,0.1399664263023629,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,20.0,0.14695811431093886,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,22.0,0.138916106559481,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,24.0,0.13235231347850934,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,26.0,0.1361370672256066,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,28.0,0.14288300524167596,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,30.0,0.15191240798694333,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,32.0,0.1607004923398221,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,34.0,0.17158041443747285,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,36.0,0.1924853883790154,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,38.0,0.23319678767331387,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,40.0,0.26167792531140754,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,42.0,0.2669982308259271,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,44.0,0.2723126205620935,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,46.0,0.29315289187276217,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,48.0,0.3136274565002094,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,50.0,0.3278672546072208,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,52.0,0.35021556951286587,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,54.0,0.39973850119826365,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,56.0,0.4652788619680569,False
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,58.0,0.5550468433148793,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,60.0,0.6254836755956423,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,62.0,0.6472001293738625,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,64.0,0.6782921411014766,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,66.0,0.7758645305459241,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,68.0,0.8788405486301589,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,70.0,0.9467161807016495,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,72.0,0.9927328246692332,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,74.0,1.0035423274161681,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,76.0,1.001812274314071,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,78.0,1.0008770670333553,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,80.0,1.0010751795581019,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,82.0,1.0019448908999973,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,84.0,1.0029736026365452,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,86.0,1.0033858637089088,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,88.0,1.0033782443925996,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,90.0,1.0027928598553906,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,92.0,1.0018920131822062,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,94.0,1.0011078814193428,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,96.0,1.0004275659321225,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,98.0,1.0002695289417223,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,100.0,1.0004376992730202,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,102.0,1.0008707348906547,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,104.0,1.0014570298772196,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,106.0,1.0018176850807192,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,108.0,1.002011313292629,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,110.0,1.0018528186435174,True
L1056,DIRECT_PHYSICAL,100.0,constant_flux_structural,circular_single_hotspot,3,112.0,1.0014368840832208,True
