regime,arm,estimator,snr0,family,index,selected_hyperparameter,old_band_feature_error,radial_error_old,angular_error_old_rad,t_birth_error,tau_decay_error
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,0,0.03162277660168379,0.8764456010327397,0.5227662488015435,2.378476151525808,3.6,0.0
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,1,0.03162277660168379,0.8048740410098172,0.4815258722725696,1.520688861888908,2.7,0.7
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,2,0.03162277660168379,0.7440817384686751,0.5005607977904284,1.0205010197211872,2.9,4.8
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,3,0.03162277660168379,0.7702030847896101,0.49894228758662473,1.176629311773293,3.8,4.0
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,4,0.03162277660168379,0.8448769782570131,0.4910690081586663,1.835121818039892,3.9,0.5
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,0.03162277660168379,0.8364744477509383,0.5164368569676028,1.7814999731951524,4.2,2.8
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,6,0.03162277660168379,0.8476070526695414,0.39166469551433897,1.875292149708181,3.7,5.3
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,7,0.03162277660168379,0.8619822936847957,0.5004080595266167,2.75578971202181,3.8,5.1
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,0,0.03162277660168379,0.8770711114980008,0.5227662488015435,2.3847914099346164,3.6,0.0
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,1,0.03162277660168379,0.8055574039377201,0.4815258722725696,1.5246766611666873,2.7,0.7
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,2,0.03162277660168379,0.7442900486090189,0.5005607977904284,1.0204120058445216,2.9,4.8
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,3,0.03162277660168379,0.7710461507443709,0.49894228758662473,1.175781093240469,3.8,3.8
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,4,0.03162277660168379,0.8398141638494907,0.4916090365699578,1.84277143549303,3.9,0.5
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,5,0.03162277660168379,0.8246064386618704,0.5164368569676028,0.809002186367153,4.2,2.8
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,6,0.03162277660168379,0.8543497557284312,0.5253388452441837,1.8882618090145473,3.7,5.3
oracle_known,DIRECT_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,7,0.03162277660168379,0.8702956782068214,0.5004080595266167,2.7475280984928787,3.8,5.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,0,0.00031622776601683794,0.8108052285024065,0.47388654069310937,1.7955562864960861,3.8,0.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,1,0.00031622776601683794,0.7634017247817978,0.4815258722725696,0.9196298875032494,2.8,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,2,0.00031622776601683794,0.7575782046665178,0.5005607977904284,0.6098760648160713,3.3,4.8
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,3,0.00031622776601683794,0.8482800716941636,0.49894228758662473,2.546032587477087,3.8,4.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,4,0.00031622776601683794,0.8270492650449986,0.5123614888757265,1.9252308800903735,3.9,0.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,5,0.00031622776601683794,0.8238701283783882,0.2367322285811049,1.8446585610673678,4.2,2.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,6,0.00031622776601683794,0.8513438004018467,0.42371730294873344,1.8362239166412202,3.7,5.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,7,0.00031622776601683794,0.8405105977270707,0.5004080595266167,2.025519149955816,4.0,5.1
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,0,0.00031622776601683794,0.7905350690388316,0.39724304731806914,1.7505643187321724,3.8,0.3
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,1,0.00031622776601683794,0.7620451265898689,0.4815258722725696,0.9181809441087456,2.8,0.7
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,2,0.00031622776601683794,0.754801485705266,0.5005607977904284,0.6573419006432264,3.3,4.8
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,3,0.00031622776601683794,0.8491619938523216,0.3789184574335822,2.365517102570578,3.8,4.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,4,0.00031622776601683794,0.8136826658159226,0.49709087594231705,1.2348862866719679,3.9,0.0
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,5,0.00031622776601683794,0.8158238060231389,0.5,0.9048386495622787,4.2,2.2
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,6,0.00031622776601683794,0.8479348420806885,0.3841643364943961,1.8462476571272453,3.7,5.5
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,7,0.00031622776601683794,0.8439528303369469,0.5004080595266167,1.9136778940010557,4.0,5.1
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,0,0.03162277660168379,0.8594832305073417,0.8642599808246971,2.1045261184753405,3.4,0.0
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,1,0.03162277660168379,0.6845917174015792,0.20441395636111437,0.7972318287525583,1.6,0.7
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,2,0.03162277660168379,0.6542952932370625,0.508972764646855,1.4215459881578192,3.4,4.8
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,3,0.03162277660168379,0.7053902616763805,0.449869142200695,1.5316035344238292,3.7,4.0
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,4,0.03162277660168379,0.7986096765537649,0.5918292796917306,1.4893355478836672,2.8,0.5
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,0.03162277660168379,0.7693905956397189,0.6484809351561861,1.4705501981808264,4.3,2.8
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,6,0.03162277660168379,0.7973692510960766,0.7746659170554475,1.8563026603269905,3.6,5.3
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,7,0.03162277660168379,0.6631104820980008,0.46743188203656677,0.9801125721214992,3.7,5.1
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,0,0.03162277660168379,0.8629440175214599,0.8642599808246971,2.164464154329171,3.3,0.0
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,1,0.03162277660168379,0.6640581157203315,0.20441395636111437,0.7822125819029634,1.6,0.7
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,2,0.03162277660168379,0.6442561268766271,0.508972764646855,1.3135926992343008,3.4,4.8
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,3,0.03162277660168379,0.7206504975533224,0.4390043226154928,1.3697223182501248,3.7,3.8
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,4,0.03162277660168379,0.8228350700374938,0.5942926358735056,1.3667679494189255,2.7,0.5
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,5,0.03162277660168379,0.7678215834805824,0.6481429155421123,1.4128591319820707,4.3,2.8
oracle_known,RESOLVED_PHYSICAL,TSVD,1000.0,circular_hotspot_trajectory,6,0.03162277660168379,0.8084194709257706,0.8792562662925525,1.383651751341024,3.6,5.3
