class,arm,estimator,snr0,family,n_truths,PHYSICAL_END_TO_END_median_reduction,PHYSICAL_END_TO_END_ci_low,PHYSICAL_END_TO_END_ci_high,PHYSICAL_END_TO_END_improves,CLASS_CONDITIONAL_median_reduction,CLASS_CONDITIONAL_ci_low,CLASS_CONDITIONAL_ci_high,CLASS_CONDITIONAL_improves
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,6,0.0,-0.00026104821045138613,0.00017539014264779677,False,0.0,-0.000251620254845508,0.00036255747542317447,False
L448_contrast,RESOLVED_PHYSICAL,TSVD,1000.0,m2_structural_mode,6,0.12054567377437121,0.07778856381414045,0.1784581407150875,True,0.15209633931766048,0.08522397887578541,0.27446731083801584,True
L448_contrast,TOTAL_FLUX,TSVD,1000.0,m2_structural_mode,6,-0.00021241759242959465,-0.01908730208215891,0.10286923857340159,False,0.006341680530671485,-0.008791534301489889,0.10354116472746373,False
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,6,0.0,-0.0031106147367929186,0.00015309703102466598,False,0.0,-0.0032887879600908593,0.00015009475126183863,False
L448_contrast,RESOLVED_PHYSICAL,TSVD,1000.0,plunging_feature,6,0.0811290490705604,0.030063573028608792,0.12715985847955763,True,0.08659709899272912,0.04078422373191164,0.15993371195572642,True
L448_contrast,TOTAL_FLUX,TSVD,1000.0,plunging_feature,6,0.030267919504720832,0.008235252901309751,0.04946250557157855,True,0.03333511940868051,0.012731874539251207,0.08845156921520926,True
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,6,0.005322034064099673,-0.0047428920209036975,0.027515478680943155,False,-0.0031903137157133334,-0.00479728707862145,0.020413526295171885,False
L448_contrast,RESOLVED_PHYSICAL,TSVD,1000.0,two_hotspot_trajectories,6,-0.03440433267013359,-0.13189142185442737,0.1806625572185689,False,-0.00905835120569583,-0.1554073017540697,0.19281630844317807,False
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,6,-0.0053348759960996795,-0.15433633923237378,0.07784663264011499,False,-0.0011934656258174008,-0.18022691321488626,0.0796267507825404,False
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,6,-0.0018209912748890693,-0.03403113617145454,0.02066981273183645,False,-0.001818559625301432,-0.030604833634277538,0.008772497740670454,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,6,0.06570738396580257,-0.10757165560213255,0.17374238007752213,False,0.07074265479014533,-0.10815618777145583,0.17374238007752213,False
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,6,-0.05438366333957195,-0.17448844563946664,0.11375341486201848,False,-0.060205270591883436,-0.17890559826474622,0.1138064747396954,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,6,0.0002597031884627776,-0.0012973804706265027,0.0018584216073543047,False,0.0004338737011425426,-0.0012973804706265027,0.0019036991918557821,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,6,0.2825322923746593,0.019130717086768067,0.4664934843648959,True,0.26015642429613944,0.010232988505260662,0.48558428343863425,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,6,0.06523332677456894,-0.05723138372031304,0.3841553179176349,False,0.08977881353298589,-0.0672605711573815,0.4023402123757953,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,6,0.1197724169156018,0.0020505948735080144,0.3300726378738065,True,0.1568773326724257,0.002754822914977812,0.3091430518489716,True
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,m1_rotating_crescent,6,0.177628064349818,0.01094446343509728,0.29377229157804063,True,0.17552068094868212,0.01094446343509728,0.288939607186834,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,m1_rotating_crescent,6,-0.012152038023504778,-0.1808155978602598,0.11205341706089722,False,-0.012152038023504778,-0.1880768325745436,0.11205341706089722,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,6,0.0,-0.0014677918184385214,0.0005182123688203364,False,0.0,-0.0014677918184385214,0.0005979593241500087,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,m2_structural_mode,6,0.23338387862178991,0.06199189671419457,0.3525119270329511,True,0.23763030850591393,0.06199189671419457,0.3525119270329511,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,m2_structural_mode,6,-0.00017601690781574378,-0.18690390532067658,0.05893908583772171,False,-0.00017601690781574378,-0.18690390532067658,0.048639491934147565,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,6,9.785370136332785e-05,-7.508664291388161e-06,0.005276553403468116,False,9.785370136332785e-05,-7.508664291388161e-06,0.005276553403468116,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,plunging_feature,6,0.10811028243900556,0.07404427100424796,0.21292867282431266,True,0.11058850442704073,0.07460230427975323,0.2098632023895745,True
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,plunging_feature,6,-0.03857483722345738,-0.09627848540240165,0.030276333569686856,False,-0.040510042993539476,-0.09650908244633194,0.024031313890107958,False
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,6,-0.0004734374769801465,-0.001161142869148433,0.0034975513147054234,False,-0.0005336312722345137,-0.0013234536211372727,0.003991909599749151,False
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,0.13317600814807162,-0.01269721121260304,0.2687383194507472,False,0.16185637034536376,-0.0169437809753046,0.2709152147812266,False
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,6,-0.04891706672429533,-0.2374503637409043,0.08551038633065466,False,-0.049431663416246045,-0.31679247094258156,0.07388188305614343,False
