source_class,bank,family,split,index,content_hash,achieved_structure_fraction,level_fraction,target_structure_fraction,representation_floor,in_class_residual,reprojection_residual_relative,min_value,negative_mass_relative,achievable
L1056,constant_flux_structural,circular_two_hotspots,pilot,0,b90223bcb60917a09fb24553021e2e55c6e95e3ee38e4bfc057210b9cb116480,0.6297932990176017,0.7767627697775723,,1.467490353080636e-15,0.0,0.0816169421309136,-0.1737490799928484,0.01170106897302904,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,1,cd91a0de4b0fb6ab7eab674507e394375eec21982c65efe6c8891fed47bebf88,0.6743725566615509,0.7383912613389755,,1.2720686312025796e-15,0.0,0.08331373066497501,-0.24762920787594112,0.01868710343660228,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,2,aaa276e58f1e929746c43812a784e297a09c86b2efa59fd0417ddd2ef1c14780,0.6252408090077153,0.7804318873235369,,1.4578366021852657e-15,0.0,0.08320185635499283,-0.5652600464503568,0.06080955024168042,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,3,1ae1c5f509c4083020fe3dd9489af827ab00cffeb1bdfdbb6b371fec8784b701,0.5494893866840288,0.8355006965416665,,1.409514887627378e-15,0.0,0.08289326800068714,-0.04465967958424623,0.00780247159411935,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,4,9813aff73909556f88b013c9af922c82c6c98a12ff9fc2adf3c65d3b38b7b858,0.8344325136856293,0.5511101342783328,,1.384423265565087e-15,0.0,0.08641813043772072,-0.6113276673534657,0.05708386318307918,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,5,5612c11539699c764c5fd736523bd4ca688fc125c9ec399446a5551b27cdc27f,0.776356709592216,0.6302937882219272,,1.5182240430702128e-15,0.0,0.08844953431756515,-0.605923444554431,0.043385393237120096,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,6,5d278f1f556b4ca7ef64d60f6d2d8a550cf453fbab6579bf0111b662a07f4e82,0.9082387282296036,0.4184524017661653,,1.2698173837735525e-15,0.0,0.0823109295237035,-0.8219741718958251,0.06811403763911342,True
L1056,constant_flux_structural,circular_two_hotspots,pilot,7,c2f6a7ec8f6acbb024d9814a830cf1ad8a012cd432185a512b0e7023910030aa,0.7764088023416219,0.6302296181920113,,1.354611923067951e-15,0.0,0.08449396225881953,-0.16239550538571693,0.01446867406246268,True
L1056,constant_flux_structural,circular_crescent,selection,0,1d07ef96a7a8c7790f9241641d0b895a6d860590a9422ef273dcc2e3e769a09b,0.553719586492321,0.8327032001468309,,1.705156193752819e-15,0.0,0.0841041574598248,-0.03181789573935155,0.0050804390039750945,True
L1056,constant_flux_structural,circular_crescent,selection,1,5e907274c1d173042069f42a7b41709efe76eee5aadde6c909dfc1d6ec355912,0.6300156177842112,0.7765824626837634,,2.213984378553336e-15,0.0,0.08393464523954101,0.0,0.0,True
L1056,constant_flux_structural,circular_crescent,selection,2,641b3fc35b5bef22f1a451300189ea8bc7a868653ed6b9ec51da19fa1378f1a2,0.47091377445053206,0.882179243143225,,1.7737019333819955e-15,0.0,0.08409618633096069,0.0,0.0,True
L1056,constant_flux_structural,circular_crescent,selection,3,80860cfae766c4eacd39f76a0c6d586256d97bc0bd26d2ff03260b3ae944291c,0.7146194004663814,0.6995134826985607,,1.7759656076436935e-15,0.0,0.08377811734427917,-0.29470311813943445,0.039900320725663345,True
L1056,constant_flux_structural,circular_crescent,selection,4,9c5d349e849773245727b0660c4a9da75310f391a63133ea3eb7bf1f088884c0,0.6168186728113811,0.7871052819484865,,1.363377262818207e-15,0.0,0.08410305765638781,-0.005677303318337833,0.0007860115879096265,True
L1056,constant_flux_structural,circular_crescent,selection,5,8736bdeb4c30e02cdbb743436bf398f329bbdd5bf4a5bc5c6eec813564959c56,0.6758212477722547,0.737065560896419,,1.8845614701084338e-15,0.0,0.08410170659702447,-0.07230447055848632,0.009598575921876075,True
L1056,constant_flux_structural,circular_crescent,selection,6,4329aee6196c87c77dfecc51ef8d2c977e05e60bda977fc20f54948def451f01,0.8891246261718548,0.4576651604992009,,1.1617615872718583e-15,0.0,0.08410647785817911,-1.1799884015491635,0.13672825811161923,True
L1056,constant_flux_structural,circular_crescent,selection,7,9f8d93d7f32e96b27dd4dac05dea75a57e8ba9b5fe8df35b0a605dfdb3953f24,0.8532032962080124,0.5215785035253875,,1.9581856116628336e-15,0.0,0.08409060940601833,-0.8997767009113161,0.10229208800717438,True
L1056,constant_flux_structural,circular_crescent,pilot,0,1015ec9a253a083c8c46b194ebc550fa3e02db6fb7ffb3ae58bf44ffca3f3796,0.5816218865715407,0.8134592682248828,,2.5004155347361447e-15,0.0,0.0840609315125979,-0.010775565703572527,0.0017093350978504486,True
L1056,constant_flux_structural,circular_crescent,pilot,1,7ea6264f65d2a1cfdb34cc70e0cb762e3659ba5ad1c020d2bf0cb0fe172d4533,0.848777643565367,0.5287499520412487,,1.4214320809006051e-15,0.0,0.0841086152030441,-0.13856672602160985,0.015909857058964548,True
L1056,constant_flux_structural,circular_crescent,pilot,2,df0bced35ad9e19305a74ada72fdc7456c6388d731fab6c129d50a39317f6ce5,0.6445673135435802,0.7645475644531293,,1.5177404441492632e-15,0.0,0.08409113946919118,-0.25233869296976635,0.0353640291177151,True
L1056,constant_flux_structural,circular_crescent,pilot,3,f6f6d62685276bf9abdbae617150ce040a0f4447b8de8a14557b587c27e0b5e5,0.8003880205871801,0.599482290397753,,1.4001676307103186e-15,0.0,0.08411166724466505,-0.08966126200703009,0.010776310532564384,True
L1056,constant_flux_structural,circular_crescent,pilot,4,cdbead558a64148134c21c89f41b83827f1aacaf256f8b6eaae0b67b14f50119,0.7129719201239054,0.7011925848972103,,2.3291359022562958e-15,0.0,0.0836292233257978,-0.12145166284621468,0.01509293555451445,True
L1056,constant_flux_structural,circular_crescent,pilot,5,fdab665b42d9698b14a6b0abfc931d82802ec8d72d33f6906b086f6957677705,0.6794264113376759,0.7337436552208184,,1.476645477217811e-15,0.0,0.08411103260076935,-0.31562439394930064,0.04719996956845181,True
L1056,constant_flux_structural,circular_crescent,pilot,6,cf056254e0a405c90d11c49853793694419025e90524beff209d23b5d1163e95,0.6389728778700413,0.7692292644891231,,1.2531134088130049e-15,0.0,0.08408216949372488,-0.19659493498216696,0.028889524237796966,True
L1056,constant_flux_structural,circular_crescent,pilot,7,88253bce12026c24538a07bdd6f928f451ac6cf281dad0d5097be8d3d2833b4d,0.5963124099172289,0.8027524585939969,,1.4079365970860776e-15,0.0,0.08411111550703707,0.0,0.0,True
L1056,constant_flux_structural,plunging_hotspot,selection,0,4ad4d57dc570276038c60802422778fbdb09aba335e4a4f630e644a516956e6e,0.9511851112746533,0.3086209391623086,,1.8895221623603468e-15,0.0,0.08327613377163569,-2.6050744469410936,0.1324917608943213,True
L1056,constant_flux_structural,plunging_hotspot,selection,1,f3d139a9f9ab34d5b18a23b896a5c276938eabeb8e10d36df00fecf2c490f143,0.9149246077989728,0.40362477877837954,,1.665149076664808e-15,0.0,0.08351655612346343,-1.6081504847961683,0.13513054489573628,True
L1056,constant_flux_structural,plunging_hotspot,selection,2,0dfaa04120416dfae0ca9e694d292aaa415351cf615d12293e2500dd14c0c1eb,0.9349626093369413,0.35474627431709277,,1.4660215826229008e-15,0.0,0.08351181156670702,-1.4702370709845503,0.0508134591355803,True
L1056,constant_flux_structural,plunging_hotspot,selection,3,046f8cc7edff4c374a871bbce29d685b3aa2d7d267e416522a4d4c19b2c4abf3,0.9091438318861075,0.4164822840691368,,1.7327396054335486e-15,0.0,0.0834986609595162,-1.4624561198600436,0.1171687358696995,True
L1056,constant_flux_structural,plunging_hotspot,selection,4,463ab4c9056b42cd5b40586a633d52a3b2fed1de724b4051bca3d015a2d9d783,0.9586123259258053,0.28471460900894735,,1.904291101681979e-15,0.0,0.0831296147182334,-3.8613658215551765,0.17245158552098855,True
L1056,constant_flux_structural,plunging_hotspot,selection,5,84fbc3c0f513f8073e20d4a98356cd6e751d040d1c57d90fcf57552930a08657,0.937066770406208,0.3491502080773819,,1.4816084270827698e-15,0.0,0.08347096818399108,-1.3750988440489764,0.08683403891586174,True
L1056,constant_flux_structural,plunging_hotspot,selection,6,e2971ed5502254016884d87226c9325b42fe5a0556a2b49ddbb99c699114aa2e,0.9111998535476484,0.4119645942247271,,1.7226662599091614e-15,0.0,0.08373096712637725,-2.016287640694525,0.17582909065927432,True
L1056,constant_flux_structural,plunging_hotspot,selection,7,40f2928e880ab22222c4f8d97865e774448cd27eee5135bcfc5bf1c73bff9e92,0.9218558692358314,0.3875329100288771,,1.5522740191631946e-15,0.0,0.08322481766835427,-1.8075849344184745,0.07397888098329668,True
L1056,constant_flux_structural,plunging_hotspot,pilot,0,a373a5e49f053797ccc22a48e4b5bd5c92886750b324330df9a3d3c42d2f49e3,0.9466170368949947,0.3223603348120553,,1.7570610411768746e-15,0.0,0.08336330180783326,-2.199906823373406,0.11881688425976211,True
L1056,constant_flux_structural,plunging_hotspot,pilot,1,46932157a1b21e348fda79d4de86c308881290ecdc7d3cd89f82417a65bc42ec,0.9537886766731791,0.30047821926060764,,1.6619559827925148e-15,0.0,0.08272306835105137,-4.164874396156071,0.14892636205482881,True
L1056,constant_flux_structural,plunging_hotspot,pilot,2,6fff6e8e3bc4231b4c14e8bdff6675b2550ccee6665300c0675ab0cacde43a1f,0.9560101243024908,0.29333367046954595,,1.5711355140198708e-15,0.0,0.08324230623542474,-2.9132083048024877,0.0608661631148996,True
L1056,constant_flux_structural,plunging_hotspot,pilot,3,bbef8e0b308897fa1c20c6d1157debc6ec5700ddf5e956c998833ef3d2b5d7ef,0.9695629580446989,0.2448421336037027,,1.4593515609644713e-15,0.0,0.0828800603544554,-6.2292171825051055,0.11794975687662386,True
L1056,constant_flux_structural,plunging_hotspot,pilot,4,050b2c43df7e56024710316960566acd4f35cf9e16e39de9357f02926748f87a,0.9275416168356794,0.3737198804423626,,1.3104754750040032e-15,0.0,0.08345835612357573,-1.2628276049367637,0.06165929042266679,True
L1056,constant_flux_structural,plunging_hotspot,pilot,5,eecf492890a4d19c6fe40a4093d3e30f2221a1bba04ed95a209177d003ac0fb9,0.9371644941340017,0.34888781998596724,,2.168258346644212e-15,0.0,0.08370135304440535,-2.693642874785205,0.19657483983569407,True
L1056,constant_flux_structural,plunging_hotspot,pilot,6,f2a9acebbcef2bf0eb290e3e9171213c121fb52803de053d7f3dbd1fbe9372c7,0.9496433217127567,0.3133329882510964,,1.7014893380432732e-15,0.0,0.0826465275143621,-3.6738937661897553,0.16415398925601007,True
L1056,constant_flux_structural,plunging_hotspot,pilot,7,64a949acdbceb3f7691f70d5eeb55bd007f24d33d2a0b61790d1d950d8f89c11,0.9493514353487728,0.31421625069563947,,1.6307266796601837e-15,0.0,0.0826248806129672,-3.6271410590425495,0.15271755926780556,True
L1056,structure_balanced_050,circular_single_hotspot,selection,0,6127e6d1386e35be2a74a04fd22b7711bdb26ebebf787f627905b959c792a28b,0.5201701372612271,0.8540626606412648,0.5,1.09791604672974e-15,0.0,0.1351550979216103,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,1,3c7f05bca5e51506f3785bcb6284e71d9b6d6e2f38b8f44a8e5f642e5aab49b9,0.5201592731942785,0.8540692773481552,0.5,1.4568442992453787e-15,0.0,0.1369099454520323,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,2,f668c4d46549fe62a0b745be8e651eb8cf610e95e2cb67fb8b1f58413e75012e,0.5201719639799118,0.8540615480685694,0.5,1.562946078133362e-15,0.0,0.13465021999700125,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,3,d1ad6b3b807fbf7f248d4ca7b0ecc08f81ee05e299348dacb775d15ac69e5d20,0.5201393319080752,0.8540814219980559,0.5,1.0964848480136955e-15,0.0,0.12778979207952448,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,4,9b9b9abed01fb484f6e7e020b57fededf0d6afbbb2a5c1505fedc19786413095,0.5191034305607699,0.8547114298873275,0.5,1.5236728114422518e-15,0.0,0.10254719193399757,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,5,86407e62b6e20d586479a31f5feaa2323580085a86178cfebe7785805b7a3564,0.5192880322705555,0.8545992859466796,0.5,1.805842952878803e-15,0.0,0.10532955442991788,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,6,72778658617a5f765391be00254dff731c0a7a90b0cd76904841b25c80943f74,0.5193858200574841,0.854539858592456,0.5,1.723983757404304e-15,0.0,0.10692136836685374,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,selection,7,c5c8144168533c894951581f0d25eca9a5662bc164824918a5cabdc3be77f1bf,0.5199059697604945,0.8542234968715153,0.5,1.524997775314944e-15,0.0,0.11793488841480947,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,0,5746193be6a21ab18ae5cb20b5ab3466ed3d2d2274e8257f6b48494b038cf58f,0.5201319394491521,0.8540859239941047,0.5,1.206829158444834e-15,0.0,0.1272260546124234,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,1,0c9b59cf83637434bebaca26c39b1cf08769073aa757e5854f1564c867002f25,0.5192257182961411,0.8546371472501394,0.5,1.8698417305244593e-15,0.0,0.10436065823578786,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,2,c8428ad3f98b347d91a1bf3a4702240cd53e1e419e29f3fc955fc7ae8e473a5e,0.5199598362033809,0.8541907098156437,0.5,1.6161765556873244e-15,0.0,0.1195689423350025,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,3,f5dad7c2183f0a77ad91932ccb0e50747a621217615d1f39740594e043f0e4e5,0.5199756805222321,0.8541810649185814,0.5,1.3973403866871586e-15,0.0,0.1200879649884649,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,4,f0bc500eda79f07e1bb698ca8869fdac544fdc0b569d9f7349e1802cef85c533,0.5201353334341119,0.8540838570734054,0.5,1.5073114234065343e-15,0.0,0.12747748901544895,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,5,1cbeb43f0eb197ecc1d789174e74b7e0acdb7ca1f924dbdba20eab3bccc646a3,0.5201094650210462,0.8540996103473653,0.5,1.4513793441220846e-15,0.0,0.12577288529608677,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,6,c1d506588e1c47f58d758eca9199c66756712a4678875b2bdb98ae8302dca6fc,0.5186485170203218,0.854987553004499,0.5,1.5825367939259044e-15,0.0,0.09658039788243568,0.0,0.0,True
L1056,structure_balanced_050,circular_single_hotspot,pilot,7,cbd5df085aae100cc6968ca7bd6bbf6c54cf20e6465fd689b9f273e11d6623ef,0.5201639646537607,0.8540664200609231,0.5,1.2866392042982768e-15,0.0,0.1362826473402428,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,0,07e399aa07388d3e88480e1caf3dab60141d070426312200c88bddacfb1ba280,0.5189755293993206,0.8547890967277805,0.5,1.5551395317444509e-15,0.0,0.10075900065034729,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,1,9d730e6e256108f5a5718c34dd29871e194a5b8f1289c00c5ed525652b1b5856,0.5187508795476806,0.8549254499478347,0.5,1.5287225802039699e-15,0.0,0.09783453124362083,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,2,0d9c386340f23a55d24f3ef7f0125b5ecc431cd0f0f1686ee2f031f5652f1cef,0.519644568325437,0.8543825388020697,0.5,1.4707600927100847e-15,0.0,0.11168911815440825,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,3,c6d72f82b839e34cfed00437f18cab1b45e045d787be72f60a0c102c40997dcb,0.5194926817828729,0.854474899323578,0.5,1.3490710536995187e-15,0.0,0.10877934340386877,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,4,43338b69c228e6905d412b35ca2ff72e49bca9857da3cc5d8df4f8feac02f50a,0.5194383285961389,0.8545079419088214,0.5,1.5327435040544332e-15,0.0,0.10781671064650118,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,5,6af78ff9be2c40d4e38453c4561c10c9d2893e66684464701a5a3a0afd382378,0.5186980175275586,0.8549575232799467,0.5,1.4018351277985758e-15,0.0,0.09718108850467543,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,6,67231f85a62a3acf24b25b9cb5795d60863d2f1bf8d6164d118d55955fac13f6,0.5193903945802321,0.8545370781995307,0.5,1.4650982459686222e-15,0.0,0.10699814753415232,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,selection,7,ed0595bde79ad228bccd55ecaf5bf73578996e52333ad67e6d05931c4d7a63ad,0.5197908267031887,0.8542935657461174,0.5,1.482223326934436e-15,0.0,0.11492154342644965,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,0,0a1e11cecaba09500f344e521466e83f40d5dfc48b711573b4b71fd92e928f70,0.519978062386764,0.8541796149736345,0.5,1.3668807152340372e-15,0.0,0.12016784221566008,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,1,5b41bf18173a15d69e1a474b79b3ea40ca0399989cf54346ca5cc0f31d222d11,0.5199555314867738,0.8541933301520837,0.5,1.467009261447235e-15,0.0,0.11943103970507761,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,2,c7089f6770632ab0b6387aacde21a81d8f44c7526c78291544677a4309236bbe,0.5197070626511645,0.8543445259557169,0.5,1.4685646958438886e-15,0.0,0.11300790483155532,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,3,8393d5ea91b5f5637a99d31220cee8368c4fe9333b10f12ba2b92879193337e2,0.51844143177188,0.8551131397787799,0.5,1.5397616290508285e-15,0.0,0.09416353445455643,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,4,54e45f2562db51fe0a699c1c409bfa40f96d2b18f969fd5230246324ee3a4165,0.5187531636240191,0.8549240640139167,0.5,1.5641785418031879e-15,0.0,0.09786311897810228,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,5,b037e6b8738220f23244d2371e291a4b1215af65e99bc7e3858aa9ddcde0afff,0.5195991028210903,0.8544101897493487,0.5,1.5945306843457099e-15,0.0,0.1107786256739424,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,6,3988fec04580527db6cc4de7bac4901ec6763d0392247958598df815d6165e9b,0.5180128908630399,0.8553728104748924,0.5,1.4044005108084227e-15,0.0,0.08958431141507965,0.0,0.0,True
L1056,structure_balanced_050,circular_two_hotspots,pilot,7,34f449db42b2301f44d3c15511c3f5695cc1c2b1ff3921e1dbfe5307b94bb05e,0.5198880626120052,0.8542343954404645,0.5,1.213709882617886e-15,0.0,0.11742849347070956,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,selection,0,d6d7e88077989126df6d37c6a26110005a684a7a545d2b161503532c0cefa3be,0.5185213938758112,0.855064654919782,0.5,1.974862003534121e-15,0.0,0.09507799024125838,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,selection,1,43a3f348efc21e625de4787289e27f45e3c437fe469b680cc6b7181ff37e6403,0.4434522571505705,0.8962979948812025,0.5,2.2768117257694523e-15,0.0,0.07391774034723807,-0.0020200979215746605,5.1230846959165876e-05,False
L1056,structure_balanced_050,circular_crescent,selection,2,2c11308449f559f0d2f7e6d2e3263b0f8e04951af18649df574752c03a513c62,0.5169047824534853,0.8560428995539389,0.5,2.4650454414068653e-15,0.0,0.10054962104474663,0.0,0.0,False
L1056,structure_balanced_050,circular_crescent,selection,3,b77464e33ea1c8dbc2ffee3998c302fc7d7d208b0db009d5ef421cc582372b1c,0.5198438055932458,0.8542613287433369,0.5,1.1343734074830445e-15,0.0,0.11624200690772286,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,selection,4,9f12c8b15db27679fdfd7875519d5777b5b23fa78459852f32fe40d5a5743ae7,0.5196996755100031,0.854349019590236,0.5,1.8654831546940868e-15,0.0,0.11284737162368694,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,selection,5,d5ab79306debdeb5bc9a560e97b1d52c3dc4a7feaaf0a94bf378e9a4db368cc9,0.5162718884981956,0.8564247410873338,0.5,1.898989437778055e-15,0.0,0.07456264348860978,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,selection,6,d118093f2bf8adf6acf50782c8c7f56a569794df63393aec0f872d08dc2e7da5,0.5201606599944205,0.8540684327348534,0.5,1.4683904068849288e-15,0.0,0.12988639541536365,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,selection,7,9f1ef5183cb9f5cf3a034df88eea714623f19cebe9b5ba961a36d2c95a6047ef,0.5188846438698577,0.854844270236428,0.5,1.2263544627367804e-15,0.0,0.09954554992516833,0.0,0.0,True
L1056,structure_balanced_050,circular_crescent,pilot,0,b80e193c6dbecd764ccefc562ac2407eb6f752e1d46f2a56c2c2c0e006394928,0.5198362824718733,0.8542659067443946,0.5,1.5416273352319646e-15,0.0,0.11604836004314018,0.0,0.0,True
