family,split,regime,generative_radial_cells,generative_azimuthal_cells,generative_ages_scored,index,truth_seed,contrast_fraction,peak_fraction_of_background,min_total,min_background,zero_mean_max_abs,azimuthal_mean_max_abs,positivity_scale
two_hotspot_trajectories,selection,oracle_known,0.1840083141876728,0.01037868672714307,61,3,9037946883235744307,0.020177645242534233,0.32013552522243693,0.31637517182078234,0.31637517182078595,1.216336003534725e-18,1.22514845490862e-17,1.0
two_hotspot_trajectories,selection,oracle_known,0.058969922472712356,0.008137194396687359,61,4,3787069546011409807,0.113563237811393,0.588476427649893,0.306576912617015,0.306576912617015,8.348353005825628e-18,7.567731163948821e-17,1.0
two_hotspot_trajectories,selection,oracle_known,0.02793414083959693,0.002868442946114659,61,5,4436817060572819312,0.0705496689194663,0.4103795984014994,0.27401291145070145,0.27401291145070145,4.7984416461956114e-18,5.2475385148298415e-17,1.0
two_hotspot_trajectories,selection,oracle_known,0.08259471208874494,0.0030893249716349284,61,6,4678824006682813293,0.2662974678175328,0.755110671907901,0.19295804383585202,0.2397976479326384,2.6503660919587058e-17,1.6219664500383146e-16,1.0
two_hotspot_trajectories,selection,oracle_known,0.10902042714517882,0.003134346185782937,61,7,7648264487883263985,0.11574099797548314,0.6065376998794176,0.3802043610907967,0.3802043610907967,1.286812453468733e-17,1.231653667943533e-16,1.0
two_hotspot_trajectories,pilot,oracle_known,0.20896695655965974,0.003534442529856817,61,0,6556299623549247645,0.07111689403777713,0.7058780851618084,0.20133215021021267,0.20133215021021267,4.221400347481043e-18,5.724587470723463e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.11256417509286425,0.002836390951372613,61,1,8104007394158444299,0.07535662246356424,0.4498477202703398,0.18410477175982437,0.18870364082190288,4.191966055961532e-18,4.683753385137379e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.05287705758380585,0.0026772404544296493,61,2,2563100660348059338,0.08417748791627516,0.6177277730191912,0.2028361492355803,0.22473756230974745,9.759513618264049e-18,9.84455572616838e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.223675734772086,0.06487196971575618,61,3,6628064437374288670,0.06295766944818447,0.4669856468597775,0.32931317493394757,0.32931317493394757,7.014279836212861e-18,5.637851296924623e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.22092727683515856,0.004121930664920459,61,4,2346969807676511132,0.06359618915349187,0.6852679390727513,0.2816496422585532,0.28165075405840145,5.2270403175062874e-18,6.288372600415926e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.11126623786801329,0.00897038870823646,61,5,4403101011614426816,0.02893380535037125,0.6267218782106484,0.2389263124339063,0.2784803239377985,1.1384122806049087e-18,2.0477868532819965e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.13706016803170995,0.003679134764617304,61,6,849388975557919553,0.03108281448858171,0.6154760647419988,0.1868471014430598,0.21543892314490204,2.862959985991872e-18,3.0574501264091225e-17,1.0
two_hotspot_trajectories,pilot,oracle_known,0.0030162271898660706,0.010485170329257235,61,7,4544193244254679242,0.02127757698503759,0.3489737384154572,0.17579253915964355,0.1757925391615783,1.1173104900932456e-18,1.235990476633475e-17,1.0
m1_rotating_crescent,selection,oracle_known,0.2563707100497888,0.0006248529712551042,61,0,3931947579445605105,0.060235296729709294,0.7056474692571877,0.13565276871193394,0.40531336265298634,1.809262375326508e-18,4.9439619065339e-17,1.0
m1_rotating_crescent,selection,oracle_known,0.10782997939972387,0.0007118475603684736,61,1,3590700497226459000,0.32814866596111014,0.6976319661116892,0.2736993351317891,0.2950024777860056,1.7134310068759835e-17,1.403008433173078e-16,1.0
m1_rotating_crescent,selection,oracle_known,0.2231847577876799,0.0006267689287418474,61,2,1500210056725882059,0.014865580920615792,0.3219725464800077,0.17408824221799735,0.256756922325512,3.52365706057789e-19,9.540979117872439e-18,1.0
