class,arm,estimator,snr0,n_truths,PHYSICAL_END_TO_END_direct,PHYSICAL_END_TO_END_arm,PHYSICAL_END_TO_END_median_reduction,PHYSICAL_END_TO_END_ci_low,PHYSICAL_END_TO_END_ci_high,PHYSICAL_END_TO_END_material,CLASS_CONDITIONAL_direct,CLASS_CONDITIONAL_arm,CLASS_CONDITIONAL_median_reduction,CLASS_CONDITIONAL_ci_low,CLASS_CONDITIONAL_ci_high,CLASS_CONDITIONAL_material,CC_PROJLAB_direct,CC_PROJLAB_arm,CC_PROJLAB_median_reduction,CC_PROJLAB_ci_low,CC_PROJLAB_ci_high,CC_PROJLAB_material,PHYSICAL_END_TO_END_non_dead_median_reduction,PHYSICAL_END_TO_END_non_dead_ci_low,PHYSICAL_END_TO_END_non_dead_material,PHYSICAL_END_TO_END_saturation_direct,PHYSICAL_END_TO_END_saturation_arm,CLASS_CONDITIONAL_non_dead_median_reduction,CLASS_CONDITIONAL_non_dead_ci_low,CLASS_CONDITIONAL_non_dead_material,CLASS_CONDITIONAL_saturation_direct,CLASS_CONDITIONAL_saturation_arm
L448_contrast,TOTAL_FLUX,TSVD,1000.0,60,0.8000061028400222,0.7590079616905423,0.06017316328083401,0.020676224231775536,0.08775371782072308,False,0.8204386677262062,0.7928039554338259,0.020626455789777537,0.00364149872133936,0.062576795175849,False,0.8098080016214698,0.7867108281815448,0.016076465379944137,0.00017016115544371077,0.044092905452654076,False,0.06487901729228934,0.0336402709383833,False,0.6084016393442622,0.4435109289617486,0.023557117576810095,0.0066380697800705706,False,0.6066256830601093,0.4443306010928961
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,60,0.8000061028400222,0.7994159438814793,0.0,0.0,0.00010444804930536224,False,0.8204386677262062,0.8192023165396952,0.0,0.0,0.00014363519769377452,False,0.8098080016214698,0.809028591846298,0.0,0.0,7.362321316692553e-05,False,0.0,0.0,False,0.6084016393442622,0.5704918032786885,0.0,0.0,False,0.6066256830601093,0.5705601092896174
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,60,0.7267690139758544,0.5983952964497304,0.16408626376826957,0.1158299380515115,0.22445912273693724,True,0.7158079686201186,0.5969230639948518,0.15783832944234497,0.11375683601436354,0.22437698916077467,True,0.6937468882035698,0.5698665137423741,0.1875264226570012,0.13313104707450155,0.2627823486815505,True,0.15773054223405292,0.1158299380515115,True,0.5661202185792349,0.4088114754098361,0.1523139281906904,0.11375683601436354,True,0.5650956284153004,0.4088114754098361
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,100.0,60,0.7267690139758544,0.7355927114568437,-0.020165602653782692,-0.05030488766399903,0.011953067023087084,False,0.7158079686201186,0.7271903217494052,-0.02438509095205102,-0.05788514768054747,0.008558681130563862,False,0.6937468882035698,0.7074663773691585,-0.040261405226708166,-0.06397677838003377,0.001025455613264588,False,-0.022866940539953085,-0.0617282330767555,False,0.5661202185792349,0.4209699453551913,-0.018376442625988164,-0.06307431175300952,False,0.5650956284153004,0.4209699453551913
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,60,0.7267690139758544,0.7175040772527991,0.0,0.0,0.0002763692845107705,False,0.7158079686201186,0.7080503319803014,0.0,-7.046432853231592e-07,0.00018296658330525033,False,0.6937468882035698,0.6855832734064882,0.0,0.0,0.0002556927629946949,False,0.0,-2.8185731413176307e-05,False,0.5661202185792349,0.5314890710382514,0.0,-9.720933511443903e-05,False,0.5650956284153004,0.5314890710382514
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,60,0.7548799355818087,0.6496653221462988,0.13324696182664822,0.10087508271767966,0.20954435980225827,True,0.7503813885293299,0.6464140537983193,0.15978793934539642,0.09194933985013759,0.20954435980225827,True,0.7239257461917743,0.6188501815349688,0.15978793934539642,0.0895265120748027,0.21170207774179697,True,0.14156531498773683,0.09504007620237982,True,0.5495901639344262,0.43039617486338794,0.15978793934539642,0.09824532567233962,True,0.5482923497267759,0.43039617486338794
L896_radial_enriched,TOTAL_FLUX,TSVD,100.0,60,0.7548799355818087,0.7323995968273348,0.03591372207608645,-0.025435819966619623,0.06143348782498915,False,0.7503813885293299,0.7242444678734613,0.04474254403372438,-0.020642588616349416,0.06091180027334005,False,0.7239257461917743,0.7044263727937283,0.019949617820125283,-0.03351296955025382,0.05392054964752522,False,0.04542209702543417,0.005356151189097013,False,0.5495901639344262,0.41113387978142074,0.04567112142606676,0.002637040631644361,False,0.5482923497267759,0.41113387978142074
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,100.0,60,0.7548799355818087,0.7320031122465541,0.01493588377481601,-0.04235458594462416,0.06972361700385195,False,0.7503813885293299,0.7324420858473477,0.008847900414684093,-0.036292569128983695,0.05779968401537693,False,0.7239257461917743,0.7012602356771236,0.014925024878512032,-0.036284619807453775,0.06972361700385195,False,0.01493588377481601,-0.03706426143784525,False,0.5495901639344262,0.37090163934426224,0.01493588377481601,-0.036284619807453775,False,0.5482923497267759,0.37090163934426224
L896_radial_enriched,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,60,0.7307265427294326,0.597183052713396,0.19315787849014887,0.12097248267094401,0.24454859203823912,True,0.7197406208063081,0.592138591733826,0.17369278212552405,0.11140109158120479,0.2454629485143222,True,0.6978376322615887,0.5643460533683271,0.2163284936763447,0.13447936200690502,0.26037312982201477,True,0.19315787849014887,0.11357083511020387,True,0.5789617486338798,0.4131147540983606,0.17369278212552405,0.11140109158120479,True,0.5780054644808743,0.4131147540983606
L896_radial_enriched,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,60,0.7307265427294326,0.7350810028686564,0.0020110016775260627,-0.023038739535349156,0.033965680262017336,False,0.7197406208063081,0.7274040728449266,-0.004102162588444472,-0.023963281995745586,0.031979730776275125,False,0.6978376322615887,0.7082873392255176,-0.011994893013524733,-0.05311418839877694,0.031979730776275125,False,0.01076248184908454,-0.02066540508943009,False,0.5789617486338798,0.41933060109289616,0.0015845350916644165,-0.02325026054554143,False,0.5780054644808743,0.41933060109289616
L896_radial_enriched,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,60,0.7307265427294326,0.718410470644949,0.0,0.0,0.0002411930651919664,False,0.7197406208063081,0.7091450811288694,0.0,0.0,0.00010082035753371577,False,0.6978376322615887,0.6868563175573281,0.0,0.0,0.0001497552281693672,False,0.0,0.0,False,0.5789617486338798,0.5397540983606557,0.0,0.0,False,0.5780054644808743,0.5397540983606557
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,1000.0,60,0.7630475381005728,0.6525004776223949,0.1520280537488632,0.11086019822860142,0.20544378343228717,True,0.7578025980631927,0.647732479939737,0.15542113339686564,0.11042221872265505,0.20601425431294432,True,0.731526408965499,0.6205097301444239,0.15993229403729248,0.11042221872265505,0.2108200812573963,True,0.14157991678310333,0.11042221872265505,True,0.5690573770491804,0.4461748633879781,0.15542113339686564,0.11203334408737149,True,0.5679644808743171,0.4461748633879781
L896_radial_enriched,TOTAL_FLUX,TSVD,1000.0,60,0.7630475381005728,0.7360577694033288,0.04526312877364806,-0.00875667074604434,0.08076973308371552,False,0.7578025980631927,0.7290639097090816,0.05223005504302604,0.003148648804724654,0.07846019145365396,False,0.731526408965499,0.7090520649010775,0.04039822615701959,-0.01341550902013381,0.07462180080322194,False,0.07309848047475932,0.03517756799327637,False,0.5690573770491804,0.4219262295081967,0.06828070912203227,0.039435888984878674,False,0.5679644808743171,0.4219262295081967
L896_radial_enriched,UNRESOLVED_IMAGE,TSVD,1000.0,60,0.7630475381005728,0.7207697292864819,0.014657258530874216,-0.024630194592787976,0.11887333609060573,False,0.7578025980631927,0.7217216434341192,0.00602688409764892,-0.03998945742352419,0.11262433876762463,False,0.731526408965499,0.6903938117701663,0.01344069082739206,-0.03998945742352419,0.11887333609060573,False,0.004492851657711716,-0.03998945742352419,False,0.5690573770491804,0.43640710382513664,0.0026763467169485444,-0.04541391207587242,False,0.5679644808743171,0.43640710382513664
