reading,arm,readout,spatial,source_dimension,data_dimension,restricted_dimension,numerical_rank,nullity,sigma_max,sigma_min_positive,kappa_positive,stable_rank,effective_rank,trace_information,restricted_rank,restricted_nullity,restricted_sigma_min,restricted_kappa_positive,restricted_status
A_screen6_cells2,resolved_identical,resolved,identical,88,864,-1,88,0,2.4672886342814224,0.06572708041739299,37.53838780930421,33.82530514196564,67.46437121697372,205.91199170994145,-1,-1,,,NOT_CONSTRUCTIBLE: cannot build 3 DCT modes on an axis of length 2
A_screen6_cells2,resolved_diverse,resolved,rotation_shear,88,864,-1,88,0,2.5514974470474647,0.03703196912890418,68.89985888047123,33.825045290042546,68.28056270178297,220.20575403843247,-1,-1,,,NOT_CONSTRUCTIBLE: cannot build 3 DCT modes on an axis of length 2
A_screen6_cells2,unresolved_diverse,unresolved,rotation_shear,88,144,-1,48,40,1.7484025379883423,0.3760301894728687,4.649633425548384,12.00589542375061,42.70554339408548,36.70095900640541,-1,-1,,,NOT_CONSTRUCTIBLE: cannot build 3 DCT modes on an axis of length 2
B_cells6_screen2,resolved_identical,resolved,identical,264,288,24,88,176,1.2597066374224533,0.04697599114613899,26.815967192764383,43.25352925417242,69.02040114249588,68.63733056998055,16,8,0.060696388801539956,20.622551289744237,ok
B_cells6_screen2,resolved_diverse,resolved,rotation_shear,264,288,24,216,48,1.3199443649094005,0.00026507239420585653,4979.561786748435,45.61262336777371,118.3395299546453,79.46873566836742,24,0,0.030941209122984908,42.1951618423123,ok
B_cells6_screen2,unresolved_diverse,unresolved,rotation_shear,264,48,24,48,216,0.886142694363887,0.24455673259081176,3.6234647272891327,16.866995552034272,43.81804747972272,13.24478927806123,23,1,6.909242951986438e-08,12461412.306582678,ok
