geometry,source_class,kind,arm,retarded_age,lambda_max_per_snr2,lambda_min_per_snr2,detectable_at_reference_snr,log_information_volume_at_reference_snr
a050_i050,L224,localized,TOTAL_FLUX,58.0,0.0010985462116267712,0.0,True,2.5008574446024108
a050_i050,L224,localized,TOTAL_FLUX,60.0,0.000236571024439825,0.0,True,1.226706476451845
a050_i050,L224,localized,TOTAL_FLUX,62.0,3.5319406615850973e-05,0.0,False,0.30943653243823915
a050_i050,L224,localized,TOTAL_FLUX,64.0,7.5933948524610675e-06,0.0,False,0.07547269416328097
a050_i050,L224,localized,TOTAL_FLUX,66.0,3.861545635359116e-06,0.0,False,0.04019099119257011
a050_i050,L224,localized,TOTAL_FLUX,68.0,2.7764075802108e-06,0.0,False,0.029534926049374344
a050_i050,L224,localized,TOTAL_FLUX,70.0,2.17914625915322e-06,0.0,False,0.023398072869666275
a050_i050,L224,localized,TOTAL_FLUX,72.0,1.7480051425326872e-06,0.0,False,0.01885927458415876
a050_i050,L224,localized,TOTAL_FLUX,74.0,1.3976339471714644e-06,0.0,False,0.015073047630736879
a050_i050,L224,localized,TOTAL_FLUX,76.0,1.1096943397431205e-06,0.0,False,0.011914627898075316
a050_i050,L224,localized,TOTAL_FLUX,78.0,8.808630737695711e-07,0.0,False,0.00939257311028349
a050_i050,L224,localized,TOTAL_FLUX,80.0,7.019430477764165e-07,0.0,False,0.007418394527040091
a050_i050,L224,localized,TOTAL_FLUX,82.0,5.600696076045252e-07,0.0,False,0.005864898773427179
a050_i050,L224,localized,TOTAL_FLUX,84.0,4.4269490102168525e-07,0.0,False,0.004599505330607217
a050_i050,L224,localized,TOTAL_FLUX,86.0,3.4387946890754e-07,0.0,False,0.0035492693340635965
