bank,family,split,index,truth_seed,content_hash,bank_kind,target_structure_fraction,achieved_structure_fraction,level_fraction,max_structure_fraction_positivity_ceiling,at_positivity_ceiling,within_tolerance,min_value,positive,slice_mean_max_relative_deviation,baseline,analytic_shaping_relative_error
constant_flux_structural,circular_crescent,pilot,6,6595056315472862887,54900b67697ae5cf5da9f58d6c18400c6869e840a7ed7be8721013d2ae022e62,constant_flux,,0.7265528650482833,0.6871105691881991,0.7553607897907645,False,True,0.08265566547921234,True,3.3306690738754696e-16,,2.04548008676846e-16
constant_flux_structural,circular_crescent,pilot,7,3285277258860205393,72a29fe88ba9f5d323e939f8817f4508322fc6e8de4d46cfaef9d017aa8289a6,constant_flux,,0.7517360438904008,0.6594641160184603,0.751933920144087,False,True,0.0006052098075073072,True,4.440892098500626e-16,,2.1256679740960895e-16
constant_flux_structural,plunging_hotspot,selection,0,272214670199731274,58a623f77cd20f906d62a576231f4483ce82642203773cd459146af5d209f669,constant_flux,,0.9584275960692229,0.28533584263630557,0.9584275958170171,False,True,0.0,True,4.440892098500626e-16,,1.2210266365545875e-15
constant_flux_structural,plunging_hotspot,selection,1,2590693720437176137,fd9b54914a45ffffcff369639cd352ab115056cdb8d1932ea92bd1ea94de70e4,constant_flux,,0.9287821710934432,0.37062606311341634,0.9287683982211098,False,True,0.0,True,2.220446049250313e-16,,6.568987907137217e-16
constant_flux_structural,plunging_hotspot,selection,2,2784632559418056882,ad8a8b83288c4fb1074403d5bce86bef74de3c932fff60835e0b3fdc5a303cdb,constant_flux,,0.972729785861745,0.2319412936442404,0.9727245131951487,False,True,0.0,True,2.220446049250313e-16,,8.045656847264666e-16
constant_flux_structural,plunging_hotspot,selection,3,4351081089857097916,134c21c061874499b870aaa9c1761a05e072135f027feded993a9a29d5866f0e,constant_flux,,0.9332670683706763,0.3591832110425033,0.9331271034618808,False,True,0.0,True,2.220446049250313e-16,,3.9835349200309047e-16
constant_flux_structural,plunging_hotspot,selection,4,5412620327194430170,077dfcd46fca280a3e284fc8b0a9b1e24b56e9016819eca119d8651bb69d15b5,constant_flux,,0.9497905132835472,0.3128865303533788,0.9497896205994927,False,True,0.0,True,2.220446049250313e-16,,1.0849212484784392e-15
constant_flux_structural,plunging_hotspot,selection,5,6195997422202576534,e86a33f4c588d7bb03e80eeb98b97de0ed3cac4a9b6eddcbe1cbf712bb1bba38,constant_flux,,0.900113088460522,0.43565631865274324,0.9000739936055276,False,True,0.0,True,2.220446049250313e-16,,4.2207493341486884e-16
constant_flux_structural,plunging_hotspot,selection,6,4247724961395905059,a836c4045a307cb72a1a9d32a6aca79060120d1a7f982cee476e36330257d871,constant_flux,,0.9540819566867654,0.29954568921076646,0.9540819411638122,False,True,0.0,True,2.220446049250313e-16,,1.6325685226155897e-15
constant_flux_structural,plunging_hotspot,selection,7,7991452881797877601,d93ff9064dc1067144702cb42fc55a07b365a411cf62edb13ba894601e2cc92b,constant_flux,,0.9589430888552826,0.2835985760484168,0.9589429146423454,False,True,0.0,True,2.220446049250313e-16,,8.407584192960229e-16
constant_flux_structural,plunging_hotspot,pilot,0,1165269303195250046,3d78fe9f337cf034e95ab6d6babfc9e30d94f2d2c3e39988a48cee05e65b88e5,constant_flux,,0.8837269521190848,0.4680028569339217,0.883699454529854,False,True,0.0,True,2.220446049250313e-16,,4.454690858050758e-16
constant_flux_structural,plunging_hotspot,pilot,1,3725194923926758229,9b7a50674efb2d816cce34e35da653ff2bfad629644c36f8eb38ddb5315af8d0,constant_flux,,0.966204941845243,0.2577751158545577,0.9662046861587623,False,True,0.0,True,2.220446049250313e-16,,8.41163620329449e-16
constant_flux_structural,plunging_hotspot,pilot,2,7882951863125841477,19a28087b13c4acfa0c0658ee4d7f8359e8daf8e1470bf333cd7aec4a11c2965,constant_flux,,0.9405393370944191,0.3396847882640475,0.9405318449221031,False,True,0.0,True,2.220446049250313e-16,,3.823113854420905e-16
constant_flux_structural,plunging_hotspot,pilot,3,5735087017131450381,ff089c21155833aaec686fbc45520781ec5d3ce560d5613ccb1a31accf6c1b50,constant_flux,,0.9602037576481097,0.279300454347017,0.9602037573999563,False,True,0.0,True,2.220446049250313e-16,,1.6727702212065096e-15
constant_flux_structural,plunging_hotspot,pilot,4,6449235264750851830,e7cc7232e919d25a731f7125701878230fbb22d7103552d6777748e3a7c2fdff,constant_flux,,0.9147737307782414,0.4039666093603003,0.91476757395871,False,True,0.0,True,2.220446049250313e-16,,5.448529925568239e-16
constant_flux_structural,plunging_hotspot,pilot,5,4071454895406010013,3e6edb23987bd421861c750fe56c60bf0d9b6cc88984c61f6ef0f9791870962b,constant_flux,,0.9525337073955021,0.30443313925290716,0.9525334956044486,False,True,0.0,True,2.220446049250313e-16,,7.938499945964539e-16
constant_flux_structural,plunging_hotspot,pilot,6,7148355339741724939,cd0f3011cc3735d44e56a6fedfc95f8cafcde428d740a88ffcb7c3bb8fc88e69,constant_flux,,0.9655159965017532,0.2603437352793926,0.9655159922807609,False,True,0.0,True,2.220446049250313e-16,,1.7262283155561512e-15
constant_flux_structural,plunging_hotspot,pilot,7,1364273692237561589,b7193108f3797d79473fac6c78b53819cdf32cf489b2ab58224f6269d7e660eb,constant_flux,,0.9753291548871286,0.22075561063574256,0.9753291548394286,False,True,0.0,True,2.220446049250313e-16,,1.2243520238452955e-15
structure_balanced_050,circular_single_hotspot,selection,0,3651682964162976887,416c9b7d8a9c92325e24641fbe88a7ce2465d99b4104e9a8787527e3606613ca,structure_balanced,0.5,0.5000000000000125,0.8660254037844314,0.7599331666735107,False,True,0.13524048429926963,True,0.000122936572687804,0.26718432326368,2.461593623809942e-15
structure_balanced_050,circular_single_hotspot,selection,1,8003840436002934337,583cea6a93f46a49318a87860ccfd3eef0a454848bdc6fb3b90109d6ff6b448b,structure_balanced,0.5,0.49999999999992567,0.8660254037844816,0.8853616783256878,False,True,0.4312984425681602,True,2.832426027055135e-07,0.6189402612929379,3.6020838969177137e-16
structure_balanced_050,circular_single_hotspot,selection,2,488397519736720958,62579a9e03a215cabb032cbe2c2a06e180488889fe0dbda39bcb0af9d31e42e5,structure_balanced,0.5,0.5000000000003736,0.866025403784223,0.855144194226919,False,True,0.2807783879756108,True,7.8163669358422e-05,0.4319607340508488,6.236025157546292e-16
structure_balanced_050,circular_single_hotspot,selection,3,175713733108342244,60262f866fcda13b37143c4ddd171ba71b0413f9ca559a94c27a0d85288aab2e,structure_balanced,0.5,0.49999999999987715,0.8660254037845095,0.9344357861648985,False,True,0.35744629498778385,True,8.463091497423747e-05,0.4582876439187841,2.450047467255378e-16
structure_balanced_050,circular_single_hotspot,selection,4,3495990394719808786,7ae3a7c6c931ab21f254a85714efc61a743d55f4d237fd288b05f1af6690192c,structure_balanced,0.5,0.4999999999996857,0.8660254037846201,0.9101852829926603,False,True,0.1927230545280626,True,4.068294701120578e-09,0.26140336243579687,2.608340836266504e-16
structure_balanced_050,circular_single_hotspot,selection,5,4674996198775342978,b5e26ea5ee2c3ef97f8d482f284490ebb7693e62a41eccca83ac815ba5922986,structure_balanced,0.5,0.49999999999973693,0.8660254037845906,0.9627308648315701,False,True,0.22798411388660725,True,3.1739469040781287e-06,0.27212098531040735,2.174008772367915e-16
structure_balanced_050,circular_single_hotspot,selection,6,5895646256431711689,38b8d3c3549d959e16578f3688d22b42efdf26a33dfb110db459a90f2aac8816,structure_balanced,0.5,0.5000000000000138,0.8660254037844307,0.6068538589842589,False,True,0.10373669052270046,True,0.0010061093861849502,0.42544985718136125,3.548560989759966e-15
structure_balanced_050,circular_single_hotspot,selection,7,4872834487466818295,7b982251d2c22b3fa7978b8b5a393ed77df20f2c05df63383bfb6f16814acfe4,structure_balanced,0.5,0.4999999999998325,0.8660254037845353,0.7533453532249692,False,True,0.10336340216685057,True,6.440121853523717e-05,0.20839059492991885,9.319167177835647e-16
structure_balanced_050,circular_single_hotspot,pilot,0,8652264359593020256,bdbd8fbc64930fffbbca407fdf163ef173e61a27db7f394056cef7cf117be74e,structure_balanced,0.5,0.5000000000001811,0.8660254037843341,0.9769862123099147,False,True,0.29788761079557624,True,5.565327771961393e-07,0.3408524543515561,1.3030148653624254e-16
structure_balanced_050,circular_single_hotspot,pilot,1,6318302644285612029,2e839e5af9896e057bf076f08c98d2c7d0983ddd31584c749cf79b0fb0f69b68,structure_balanced,0.5,0.5000000000008346,0.8660254037839569,0.9474998019687573,False,True,0.13433535700976193,True,4.389059916176663e-06,0.1668431799238907,3.095836266444941e-16
structure_balanced_050,circular_single_hotspot,pilot,2,3642531997426707981,dc4345387509c79d07e36a82eeab3c7cea1bc5658070bc992ceb6351abee83a1,structure_balanced,0.5,0.49999999999980377,0.866025403784552,0.7499634208524056,False,True,0.276654841678377,True,0.0004828883844220089,0.5637179927640679,5.879088794708518e-16
structure_balanced_050,circular_single_hotspot,pilot,3,5295881975142238043,b8a6de8739ef9ae74caf336165327b27103f78f76d83f04153d6e2afdf5d3831,structure_balanced,0.5,0.49999999999973577,0.8660254037845913,0.9159000731078099,False,True,0.13783006552436944,True,0.00039335020733255455,0.18451938063212536,5.710125998022535e-16
structure_balanced_050,circular_single_hotspot,pilot,4,550239919031237301,313dbe757191cbebbdec9510fcdf9b85a79e5fb2058b036c0f0c706fba6f0b03,structure_balanced,0.5,0.5000000000001318,0.8660254037843625,0.8784523509875336,False,True,0.45500688992741034,True,2.7618893660985577e-07,0.6633207170745004,5.727792529160129e-16
structure_balanced_050,circular_single_hotspot,pilot,5,153942858840224598,cbd5833a529fe744e41cdc122b1886d9560b9c8053a2d4ce5c81deb311963cd7,structure_balanced,0.5,0.5000000000003536,0.8660254037842345,0.8600450796104148,False,True,0.23152466840914826,True,0.00021202324272129314,0.35213443385134746,5.737685452279733e-16
structure_balanced_050,circular_single_hotspot,pilot,6,1295255847429758575,511fb53e4f725a1dfa6cca98e9d1b0d17561f54cad43f0cce0c6b70a9ea41a23,structure_balanced,0.5,0.5000000000007263,0.8660254037840193,0.9227560132457777,False,True,0.13966775123613967,True,0.00015334872055960957,0.1840464229321572,5.53374716376628e-16
structure_balanced_050,circular_single_hotspot,pilot,7,4380761340555728863,ca50d9cfc1b3cef1523c3d2e39cb61c4345f56affd262f0c56d83cf25b02de73,structure_balanced,0.5,0.5000000000003031,0.8660254037842636,0.8564448117750763,False,True,0.19064467967721277,True,0.00010008613137857392,0.2924038453396085,6.74985369814838e-16
structure_balanced_050,circular_two_hotspots,selection,0,5178690077807054677,053909457f2fee586d10723516d36580a9287c8a4292c965f1313d7da0b6e35c,structure_balanced,0.5,0.49999999999959954,0.8660254037846699,0.7378182456460677,False,True,0.1656709765098552,True,0.0003225051008357571,0.35114209108907546,8.194402361735063e-16
structure_balanced_050,circular_two_hotspots,selection,1,8533166978594030298,a9f8e8323921d929b863abdf615e7e533280a360f251b717f497a45fe3a1e509,structure_balanced,0.5,0.500000000000132,0.8660254037843624,0.8632116053530777,False,True,0.24940922051152445,True,1.0258361282988737e-05,0.3765568956948807,4.1542508272528628e-16
structure_balanced_050,circular_two_hotspots,selection,2,6431265081695263895,9e813bc76d64f3a30836f4d28a6e114ace4b4cb200e1d60b262ff61d169dffca,structure_balanced,0.5,0.4999999999998976,0.8660254037844978,0.7427229412747298,False,True,0.2210205653138394,True,0.0007412578823582372,0.4609471515752004,4.401765201617633e-16
structure_balanced_050,circular_two_hotspots,selection,3,8003201561694800438,31e94f17a8f81de1e7e5a84a5ace581b68a5f0146578410837e3ed464c1769b7,structure_balanced,0.5,0.5000000000002585,0.8660254037842894,0.9186019423828667,False,True,0.10304697486115658,True,6.452706647919193e-05,0.1370992937225081,2.905294468846735e-16
structure_balanced_050,circular_two_hotspots,selection,4,4675393759600103527,7de6e8ae539b44a67c9696b5a5ca9c6a2ce2c053b5305d9eae37d801c92c2a83,structure_balanced,0.5,0.5000000000001534,0.8660254037843501,0.5112667331038109,False,True,0.0202163686320177,True,0.001267926181452661,0.6854465225522974,1.5965415052836547e-15
structure_balanced_050,circular_two_hotspots,selection,5,4145600931446022409,6ff50c55d0968f9842218f667f4c8e5a64c20cdbc52b772da04f589a6d8a6014,structure_balanced,0.5,0.5000000000000344,0.8660254037844187,0.7583469158982967,False,True,0.3498539267337298,True,8.846840064080652e-05,0.6945296438795183,9.033147574510346e-16
structure_balanced_050,circular_two_hotspots,selection,6,775316933291799987,f0054b2f6618361845de2b263b3d4511d2481d23509afe86f357824dcf4e7c4e,structure_balanced,0.5,0.5000000000001702,0.8660254037843403,0.7619334928136906,False,True,0.2141547325729302,True,0.00017766119333073593,0.42053517702824295,1.4401257267202826e-15
structure_balanced_050,circular_two_hotspots,selection,7,1882100382423045440,b55ab1eb795a8c56480696a60ed0dcde39ae7c0134e7c3fadc91ad4f8b2dffed,structure_balanced,0.5,0.5000000000001075,0.8660254037843766,0.8018602030495778,False,True,0.2951537071806231,True,0.00024828047400216047,0.5180103227422543,1.1708256232908152e-15
structure_balanced_050,circular_two_hotspots,pilot,0,2686658846693720797,cf2c3a93b7d569bfe489854ab6090edb45a212a8f4623caa5ea1d3d346450c76,structure_balanced,0.5,0.5000000000001951,0.866025403784326,0.9398626198595958,False,True,0.34952146441392173,True,3.1421771945372434e-05,0.4423276228828634,6.162953904862126e-16
