source_class,bank,family,index,retarded_age,oracle_floor_absolute,oracle_floor_normalized,truth_structure_norm,reachable_at_epsilon,in_old_band
L224,constant_flux_structural,circular_single_hotspot,2,2.0,11.396601601615114,0.3711233637218474,30.708391644554972,False,False
L224,constant_flux_structural,circular_single_hotspot,2,4.0,11.3493138214424,0.3678021418445882,30.85711726561386,False,False
L224,constant_flux_structural,circular_single_hotspot,2,6.0,11.244994741774592,0.3662853816432159,30.700091527889303,False,False
L224,constant_flux_structural,circular_single_hotspot,2,8.0,11.293233348919882,0.36589277032373385,30.8648715276005,False,False
L224,constant_flux_structural,circular_single_hotspot,2,10.0,11.24540854557475,0.36639281021176473,30.692219476346217,False,False
L224,constant_flux_structural,circular_single_hotspot,2,12.0,11.305148796279203,0.3661918659792855,30.872200741123798,False,False
L224,constant_flux_structural,circular_single_hotspot,2,14.0,11.184610942148934,0.36449950836219797,30.68484506990047,False,False
L224,constant_flux_structural,circular_single_hotspot,2,16.0,11.214650044209193,0.36317939276463723,30.87909244750839,False,False
L224,constant_flux_structural,circular_single_hotspot,2,18.0,11.129979729008486,0.3627997054008611,30.67802857422626,False,False
L224,constant_flux_structural,circular_single_hotspot,2,20.0,11.204412826442312,0.36277226735405205,30.885527463727616,False,False
L224,constant_flux_structural,circular_single_hotspot,2,22.0,11.131454383917335,0.3629212645684111,30.671816370845477,False,False
L224,constant_flux_structural,circular_single_hotspot,2,24.0,11.213124605632608,0.3629844167460405,30.891476571231962,False,False
L224,constant_flux_structural,circular_single_hotspot,2,26.0,11.125978401745645,0.36280870703022217,30.666238671110076,False,False
L224,constant_flux_structural,circular_single_hotspot,2,28.0,11.199908458405307,0.36249295365008155,30.896899775924204,False,False
L224,constant_flux_structural,circular_single_hotspot,2,30.0,11.097820421000378,0.3619486723161974,30.66130993099859,False,False
L224,constant_flux_structural,circular_single_hotspot,2,32.0,11.16812730889314,0.3614076197473656,30.90174832699981,False,False
L224,constant_flux_structural,circular_single_hotspot,2,34.0,11.064348502312074,0.36090736241695454,30.657031843893186,False,False
L224,constant_flux_structural,circular_single_hotspot,2,36.0,11.145985526262328,0.3606418385723577,30.90596911990299,False,False
L224,constant_flux_structural,circular_single_hotspot,2,38.0,11.06042619210349,0.3608221865966081,30.653398274726445,False,False
L224,constant_flux_structural,circular_single_hotspot,2,40.0,11.162366955779133,0.36113049775146483,30.909510620898136,False,False
L224,constant_flux_structural,circular_single_hotspot,2,42.0,11.079482108675116,0.36147918816006236,30.65040110627099,False,False
L224,constant_flux_structural,circular_single_hotspot,2,44.0,11.181689639932573,0.3617226516471394,30.912329070395945,False,False
L224,constant_flux_structural,circular_single_hotspot,2,46.0,11.08578921605724,0.3617128802109873,30.64803556232472,False,False
L224,constant_flux_structural,circular_single_hotspot,2,48.0,11.177130921430367,0.36155103389979615,30.914393469908063,False,False
L224,constant_flux_structural,circular_single_hotspot,2,50.0,11.068947220487134,0.36118375599555336,30.646304095202463,False,False
L224,constant_flux_structural,circular_single_hotspot,2,52.0,11.154428593857805,0.3608015505127567,30.915689187049164,False,False
L224,constant_flux_structural,circular_single_hotspot,2,54.0,11.048521901246943,0.36053002731764877,30.64521971567302,False,False
L224,constant_flux_structural,circular_single_hotspot,2,56.0,11.141776886392712,0.36038612384176333,30.916220545951965,False,False
L224,constant_flux_structural,circular_single_hotspot,2,58.0,11.047216579774709,0.36049231548304816,30.644804633274337,False,True
L224,constant_flux_structural,circular_single_hotspot,2,60.0,11.151306005299194,0.3606968481252739,30.916006234205362,False,True
L224,constant_flux_structural,circular_single_hotspot,2,62.0,11.06105727041907,0.3609406514544296,30.645085904976206,False,True
L224,constant_flux_structural,circular_single_hotspot,2,64.0,11.164961323648095,0.36114941008751067,30.91507562186713,False,True
L224,constant_flux_structural,circular_single_hotspot,2,66.0,11.06938311886677,0.36120049142261546,30.646090970887577,False,True
L224,constant_flux_structural,circular_single_hotspot,2,68.0,11.16419118413034,0.36114333640360585,30.913463045746152,False,True
L224,constant_flux_structural,circular_single_hotspot,2,70.0,11.061632080071822,0.3609269517082883,30.647841696821125,False,True
L224,constant_flux_structural,circular_single_hotspot,2,72.0,11.148391034690494,0.36065861052861053,30.91120164398822,False,True
L224,constant_flux_structural,circular_single_hotspot,2,74.0,11.048024825806513,0.3604534782345597,30.650348777095655,False,True
L224,constant_flux_structural,circular_single_hotspot,2,76.0,11.136745907976909,0.36031549336333957,30.90831816312349,False,True
L224,constant_flux_structural,circular_single_hotspot,2,78.0,11.046071455391314,0.36035143344727616,30.653607645513887,False,True
L224,constant_flux_structural,circular_single_hotspot,2,80.0,11.14058309830263,0.3604803254540573,30.904829783068095,False,True
L224,constant_flux_structural,circular_single_hotspot,2,82.0,11.057126904569603,0.3606651559532473,30.657596726651715,False,True
L224,constant_flux_structural,circular_single_hotspot,2,84.0,11.150937632069288,0.3608630840567419,30.90074359148336,False,True
L224,constant_flux_structural,circular_single_hotspot,2,86.0,11.068071344136051,0.3609670227908409,30.662278394747837,False,True
L224,constant_flux_structural,circular_single_hotspot,2,88.0,11.153372071300373,0.36099659650518906,30.89605879744091,False,True
L224,constant_flux_structural,circular_single_hotspot,2,90.0,11.06733737559164,0.36088042379592294,30.66760246837383,False,True
L224,constant_flux_structural,circular_single_hotspot,2,92.0,11.14185888723345,0.3606856821293993,30.89077121513298,False,True
L224,constant_flux_structural,circular_single_hotspot,2,94.0,11.058272892087532,0.3605153870010507,30.673511563752765,False,True
L224,constant_flux_structural,circular_single_hotspot,2,96.0,11.13001667239075,0.36037106189566537,30.884879085027958,False,True
L224,constant_flux_structural,circular_single_hotspot,2,98.0,11.055615882384156,0.3603531580895256,30.67994725229386,False,True
L224,constant_flux_structural,circular_single_hotspot,2,100.0,11.129136929398934,0.36041831553095194,30.8783889437028,False,True
L224,constant_flux_structural,circular_single_hotspot,2,102.0,11.064184730948835,0.3605512710380684,30.686855434162748,False,True
L224,constant_flux_structural,circular_single_hotspot,2,104.0,11.136192086989942,0.3607293806304526,30.871319845162148,False,True
L224,constant_flux_structural,circular_single_hotspot,2,106.0,11.076254840821665,0.3608583437880497,30.69419075793162,False,True
L224,constant_flux_structural,circular_single_hotspot,2,108.0,11.140083909094338,0.36094444996354047,30.863707449219998,False,True
L224,constant_flux_structural,circular_single_hotspot,2,110.0,11.079990462681296,0.36088917591295744,30.701919598036575,False,True
L224,constant_flux_structural,circular_single_hotspot,2,112.0,11.130669349149477,0.3607341251491847,30.85560409497242,False,True
L224,constant_flux_structural,circular_single_hotspot,2,114.0,11.073321315221682,0.3605768359353116,30.710018535988993,False,True
L224,constant_flux_structural,circular_single_hotspot,2,116.0,11.117674514452741,0.3604126020066755,30.847074859626638,False,True
L224,constant_flux_structural,circular_single_hotspot,2,118.0,11.068955760767132,0.3603355123944623,30.718470370052934,False,True
L224,constant_flux_structural,circular_single_hotspot,2,120.0,11.111572134967831,0.360318523833108,30.838192876574062,False,True
L224,constant_flux_structural,circular_single_hotspot,3,0.0,2.4675355306654714,0.21105441670935277,11.69146596947821,True,False
L224,constant_flux_structural,circular_single_hotspot,3,2.0,2.481977041538781,0.2133552965723759,11.63306972647303,True,False
L224,constant_flux_structural,circular_single_hotspot,3,4.0,2.5135056023104987,0.2151152390786105,11.68446091070274,True,False
L224,constant_flux_structural,circular_single_hotspot,3,6.0,2.4808908272098105,0.21349825267007397,11.620192653490305,True,False
L224,constant_flux_structural,circular_single_hotspot,3,8.0,2.4369032596738043,0.2086622837566644,11.678695429767492,True,False
L224,constant_flux_structural,circular_single_hotspot,3,10.0,2.2987952512482024,0.19800377029919847,11.609855952614192,True,False
L224,constant_flux_structural,circular_single_hotspot,3,12.0,2.1620841359285152,0.18518575377448543,11.67521848663071,True,False
L224,constant_flux_structural,circular_single_hotspot,3,14.0,1.94903137525636,0.16798919999322695,11.602123084906301,True,False
L224,constant_flux_structural,circular_single_hotspot,3,16.0,1.8483483074464688,0.15833048186403725,11.673989024006739,True,False
L224,constant_flux_structural,circular_single_hotspot,3,18.0,1.8920592041456654,0.16315101096146806,11.596981183233487,True,False
L224,constant_flux_structural,circular_single_hotspot,3,20.0,1.9955971998116167,0.17092944883037728,11.674975924084082,True,False
L224,constant_flux_structural,circular_single_hotspot,3,22.0,2.0787164877781485,0.179285806645113,11.594428620291513,True,False
L224,constant_flux_structural,circular_single_hotspot,3,24.0,2.147814915896235,0.1839172204944856,11.678161023320994,True,False
L224,constant_flux_structural,circular_single_hotspot,3,26.0,2.1169159421565844,0.1825797139883263,11.594475070170912,True,False
