geometry,spin,inclination_deg,arm,snr0,a0_999_lower_limit_M,J_old,J_old_best_mode,J_old_log_volume,deltaG_rank,deltaG_trace,deltaG_stable_rank,deltaG_min_positive_eigenvalue,deltaG_max_eigenvalue,deltaG_min_eigenvalue,deltaG_numerical_tolerance
a000_i020,0.0,20,TOTAL_FLUX,10.0,18.47709816245863,0.6404777857120896,4.926842818554574,5.507385311870011,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,30.0,18.47709816245863,4.1655319306405545,22.08591368251136,26.579604274252635,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,100.0,18.47709816245863,22.42631738194587,71.29982908515328,100.7233217382029,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,300.0,18.47709816245863,73.89917561005427,147.76320890385023,261.0903927295452,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,1000.0,18.47709816245863,176.7215729111132,264.3093423381482,603.063393512643,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,3000.0,18.47709816245863,300.68682657462335,394.9967287924628,1137.021985984216,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,10000.0,18.47709816245863,461.58245512486917,562.200048265399,2055.634884268614,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,30000.0,18.47709816245863,626.6674520842012,731.3402512322855,3233.9854378406853,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,100000.0,18.47709816245863,818.2268985712972,926.2710258541593,4880.898709142668,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,1000000.0,18.47709816245863,1200.4834059442294,1312.5954968948913,8765.064824849062,,,,,,,
a000_i020,0.0,20,TOTAL_FLUX,100.0,18.47709816245863,22.42631738194587,71.29982908515328,100.7233217382029,,,,,,,
a000_i020,0.0,20,DELAY_ONLY,1.0,18.47709816245863,0.02786709488831139,0.33589881676215316,1.258051229161291,,,,,,,
a000_i020,0.0,20,DELAY_ONLY,3.0,18.47709816245863,0.2458751162298476,2.573334267924123,10.514702137039087,,,,,,,
a000_i020,0.0,20,DELAY_ONLY,10.0,18.47709816245863,2.3635305456199585,17.537438785685584,92.05497669361537,,,,,,,
a000_i020,0.0,20,DELAY_ONLY,30.0,18.47709816245863,14.10653562153888,72.26992220446263,510.4341587291224,,,,,,,
