reading,arm,readout,snr,source_seed,rule,hyperparameter,nrmse,visible_component_error,null_component_error,data_residual
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300000,gcv,24.537511066398267,0.6824979245233385,0.6815709662008724,0.0747541984600472,5.387038966033192
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300000,discrepancy,100.0,0.6928924657511719,0.6920038827931231,0.07475419846003264,5.8111291682371755
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300001,oracle,2.3598334667821987,0.5534808495339506,0.513523079900631,0.49925800689763106,5.955236489300136
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300001,gcv,6.02089449333615,0.5575564490582549,0.5181818356014034,0.49925800689748806,6.0057312351869125
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300001,discrepancy,39.19406774847229,0.5947633343287907,0.5603765422339663,0.49925800689742555,6.483008354525108
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300002,oracle,39.19406774847229,0.7173953847728075,0.6304634258927886,0.6908891154813549,5.414716033054973
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300002,gcv,0.1420830832533924,1.8243898516054617,1.9724405325325414,0.6908891154797397,4.638271368819962
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300002,discrepancy,100.0,0.7206551444947674,0.6350618377270633,0.6908891154813505,6.048949080819126
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300003,oracle,2.3598334667821987,0.7447756995535624,0.7439224672063977,0.09722433756649408,5.556228164137197
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300003,gcv,24.537511066398267,0.7509434198586618,0.750114743495423,0.09722433756630247,5.625695329454959
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300003,discrepancy,100.0,0.7528235037472386,0.7520022611255538,0.09722433756628758,6.200300295936216
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300004,oracle,15.361749466718296,0.6715513480894265,0.6576602938613536,0.2682733024461547,7.229301736627386
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300004,gcv,9.617248711152984,0.6775836190922223,0.6640249333579686,0.2682733024461514,7.135327628285463
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300004,discrepancy,62.60516572014828,0.6893701323180716,0.6764485075538037,0.26827330244616354,7.754593985881833
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300005,oracle,62.60516572014828,0.6162711044708409,0.6047858308307492,0.248285769601316,7.059081656062627
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300005,gcv,24.537511066398267,0.6195716113180156,0.6082244985868309,0.24828576960132961,6.7315440977061
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300005,discrepancy,62.60516572014828,0.6162711044708409,0.6047858308307492,0.248285769601316,7.059081656062627
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300006,oracle,15.361749466718296,0.5140439404124066,0.5138608699970029,0.023289143362491757,4.897230008194162
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300006,gcv,15.361749466718296,0.5140439404124066,0.5138608699970029,0.023289143362491757,4.897230008194162
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300006,discrepancy,100.0,0.5234410643330231,0.5232636643095344,0.023289143362482015,5.688454556546239
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300007,oracle,15.361749466718296,0.6726454860946485,0.6722183028735816,0.0504959405094699,6.837087562479627
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300007,gcv,24.537511066398267,0.674141762528843,0.6737170972379146,0.050495940509473855,6.8859186799228835
B_cells6_screen2,unresolved_diverse,unresolved,100.0,300007,discrepancy,100.0,0.68839627595747,0.6879952197025833,0.05049594050947648,7.5499310558876935
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300000,oracle,9.617248711152984,0.7860323115003752,0.7854567104700133,0.0747541985409765,5.618326531761222
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300000,gcv,9.617248711152984,0.7860323115003752,0.7854567104700133,0.0747541985409765,5.618326531761222
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300000,discrepancy,15.361749466718296,0.7901253719258844,0.7895624248962816,0.07475419854097592,5.819448456281622
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300001,oracle,6.02089449333615,0.6647237723538345,0.6383979947944969,0.4992580069166802,6.475462839316789
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300001,gcv,2.3598334667821987,0.6848778432715412,0.6606237861969665,0.49925800691668126,6.117062846155164
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300001,discrepancy,6.02089449333615,0.6647237723538345,0.6383979947944969,0.4992580069166802,6.475462839316789
B_cells6_screen2,unresolved_diverse,unresolved,10.0,300002,oracle,9.617248711152984,0.8086601901908786,0.7552371750099233,0.6908891154987515,5.75596857424913
