arm,estimator,snr0,regime,draw,error_data_supported,error_weak,n_data_directions,error_in_reference_data_subspace,error_outside_reference_data_subspace,n_reference_data_directions,note,freeze_sha256
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_ID,3,1.641382952582964,20.137580802991348,85,1.6413829525829637,20.137580802991344,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_ID,4,1.6496844775886723,19.270233983017455,85,1.6496844775886723,19.270233983017448,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_ID,5,1.6625199281213894,19.748768658037463,85,1.6625199281213894,19.74876865803746,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_ID,6,1.6566327170027373,19.610994885941313,85,1.6566327170027373,19.61099488594131,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_ID,7,1.6744858758300596,19.846246513053472,85,1.6744858758300598,19.846246513053472,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,0,1.5392052543081784,18.900945990594323,85,1.5392052543081784,18.900945990594323,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,1,1.526494090609862,18.965852175636073,85,1.526494090609862,18.965852175636073,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,2,1.4965056771228906,18.233598780351546,85,1.4965056771228906,18.233598780351542,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,3,1.4709498843194169,18.230632810771954,85,1.4709498843194169,18.23063281077195,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,4,1.5204319642128719,17.844719845832905,85,1.5204319642128716,17.844719845832905,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,5,1.5396984712401165,18.691429977851868,85,1.5396984712401165,18.691429977851868,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,6,1.5054412461517495,17.857012962181436,85,1.5054412461517495,17.857012962181436,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,IN_CLASS_OOD,7,1.552952449451535,18.970396118423125,85,1.552952449451535,18.97039611842312,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,0,1.5714207787324357,19.111078148545474,85,1.5714207787324357,19.11107814854547,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,1,1.57293111197996,18.991701546286237,85,1.57293111197996,18.99170154628623,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,2,1.5247256537541687,18.29810293191379,85,1.5247256537541687,18.298102931913785,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,3,1.5472400157593915,19.50095844467354,85,1.5472400157593915,19.500958444673536,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,4,1.5384956610164855,18.537222632470566,85,1.5384956610164855,18.53722263247056,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,5,1.5588595453535694,18.9685653594565,85,1.5588595453535694,18.9685653594565,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,6,1.558105726434619,18.91102629166943,85,1.558105726434619,18.91102629166943,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_ID,7,1.5680082932855075,19.181842858493106,85,1.5680082932855075,19.181842858493102,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,0,1.5355524070113358,18.9037514376756,85,1.5355524070113358,18.903751437675595,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,1,1.5150968716850017,18.801869639735763,85,1.5150968716850017,18.801869639735763,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,2,1.4835524650988712,18.21912646326158,85,1.4835524650988714,18.219126463261578,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,3,1.462698577139385,18.244261791827377,85,1.462698577139385,18.244261791827373,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,4,1.5071298914773765,17.792048093773772,85,1.5071298914773767,17.79204809377377,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,5,1.5396797671626596,18.568212874294503,85,1.5396797671626596,18.568212874294503,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,6,1.4967669426953818,17.780102911123713,85,1.4967669426953818,17.780102911123713,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1.0,OFF_GRID_OOD,7,1.5411296049734944,18.8789157588482,85,1.5411296049734942,18.8789157588482,85,"a weak-subspace improvement is a prior effect, not measured recovery",4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
