family,index,truth_seed,contrast_fraction,peak_fraction_of_background,min_total,min_background,zero_mean_max_abs,azimuthal_mean_max_abs,positivity_scale,g10c_radial_cells,g10c_azimuthal_cells,g10c_ages_scored,chose_global_maximum_fraction,hash_dj,hash_bg,hash_total,hash_features
m2_structural_mode,12,3898993144435067294,0.04270083268877121,0.596433747740349,0.12022983682920496,0.2979184611101974,1.1103400450586209e-18,1.3877787807814457e-17,1.0,0.23809523809523697,0.12072261935607145,61,1.0,f79a4bd15406c2c77d11841b04df63aac8d6ad21b3b1fdaf65fcb8e70a9f94eb,50cb7876d8b48842735310a3f6a800138cc7e78764a953c9b1910b84aaefbabd,caeefd96dd9640cc21585ecb49bd934e45aef4d9ca0873159631badac68ec5b8,d76df1d6a472472fb900c468df8fc3b83c16bc2ee0d20ccbbc04fe677566d622
m2_structural_mode,13,9084493427040017892,0.03250335461043654,0.3844639358570802,0.1891556304437812,0.21337069652780993,1.1025702447948678e-18,9.974659986866641e-18,1.0,0.27378743529734056,0.12423860846976445,61,1.0,85d714cd97d993a278eafb47470ea86ac8551370b0235b857cea11e1a16bab13,25469025fce9e3e328ec205958053a37a5899fbda9a3a7ff94d04433d53a806b,9425865ce502ee5a7b04e859348027bae8f5733aea182f8cb1863830fb8e6f32,567bbe176714bdc13583bd8e1219b3d2f6529e03ff2408d72c9383a5f04b17c6
m2_structural_mode,14,7283590153746004604,0.11381089637766031,0.4022952030292937,0.19015414514159784,0.19015414669729377,3.302776058007001e-18,2.6020852139652106e-17,1.0,0.14678854326000773,0.12521458972073843,61,1.0,dca2df72f0caab3bb38febf0c4b7d1666ca7e6fa226aea3ffc42dcaef1ead07d,207cc077ec10853559e2390259cd02c7f7edae369eb845309de5758ee902e85b,e68f1e6ee4d1efd109c403d9f8a281330c77f1aa5a891df8226dc1bfd1b09eae,9598fb764795aea11851f8f5364d8c3944feb2912f682141070a479217e1d6b6
m2_structural_mode,15,5941738593396588347,0.26420263744299183,0.7100091422746931,0.19853491514962884,0.29014962254642396,6.781499734930321e-18,5.551115123125783e-17,1.0,0.1941158425792583,0.12641439212536162,61,1.0,807adb32dc65960c39b8698f22de05e34928721cacd298fa9cee937fe46dcc32,28c1775be9f5450718316efb1a0b847196937cad92fac861fe1807c183508190,8b2b5970140933d530c67a5443c357c8dc1e72d18ac9c6a65a263f6060aa1470,c6d424dbe8d8fddaa683a65df2ad2396f80cf1289395837789bc4349fb578beb
plunging_feature,0,928677772049485866,0.12087525784704277,0.5440385269892419,0.23407179423801622,0.23407179423801622,6.264655677892805e-18,9.540979117872439e-17,1.0,0.1930250451447914,0.12029313006115926,61,1.0,d4bf0925ccb880eee0659e66011ab49cc98a252fb70d85d3e1110d9ee0730094,464408c8459e25dd4139f01d2954a81164cbeee7f17cff72416a73bf29b03422,e0875030029103f450e8ae3262717cff79798ad0251cb411e5ada461964a59b8,f3377da726cbbea23b75ad11df78b8e06ec13b2b56dfd7268a955f61ebcdf420
plunging_feature,1,6148540826006176353,0.06441251457771308,0.3090408837201072,0.32175466695695726,0.32175466695695726,6.1935049103234425e-18,6.548581121812447e-17,1.0,0.05636020102886739,0.12503141468029022,61,1.0,5d7af7e8419987048726bdf14e3ab5da01f4808af2c848d57218b753f5b8d363,f5ddbae173b022f2503c7094cdaa4b6484a725216397ef4f5205223d329e8865,01a65e8fe96f3eda99af29bc5e5935e33969274062b9870343958cedc4f22409,ab96a559ce939650628dfcc44f75591738d25773b98ea30a9b70dd0eac788f28
plunging_feature,2,2872540691552794997,0.11488516831235415,0.5636268187864587,0.22228447893386727,0.22228447893386727,1.0371071406181653e-17,1.2750217548429532e-16,1.0,0.060968924947072754,0.1263858758574748,61,1.0,0d15fcdb2e3d66dbf9bb632c93cb72461460fd163b09a9193fd0a097b7f78530,15fb520e0eac1fd6eb43d92087edab2f83c71ef44610a52cf88fa4bb58951777,6660ba2f270e165e61b92b99fa3d2a58bfa7735cfe6a4c3e3ffb1c9203d72dc2,b7c5a55fd9541b3112dee09fdc3f97fec985864a1c257229171d0d4360a26cfd
plunging_feature,3,1815866575223297060,0.21239836718022442,0.7300109567633449,0.28672222161685645,0.28672222161685645,2.0458386775033116e-17,2.706168622523819e-16,1.0,0.10262227226197712,0.12523604120520465,61,1.0,83d925a51113f92086d21a879545fbe93826ec9f3672aeb8411595470c5a2c6e,e0cc3094328150a13c8e551b47bd4b831b7d6efe820f93ec7d8ca0b92187029f,6a9520a3f46e4d74736f00003df6a46a03e6000a5b03067fb09a97cc48b81ac2,58f973d9f649182f5609cd40560ea5f681fc5f332ab3cf432dd5267dd4b55e2b
plunging_feature,4,8643873782741106469,0.0829380015485493,0.5012215644889847,0.19699438522109794,0.19699438522109794,4.878909776184769e-18,3.924811864397526e-17,1.0,0.09675678056798916,0.5157637668881406,61,0.9836065573770492,322c140756d0f7aeaac75ab3e1e5447dc5b121954a9e49c31dd189c77b4294ce,d63fb44cb2290ea854ebc3b550d9b644db2b1a3c8be1292e2d5097985131b1e5,25106e877a71fe16f2491d7aa7195b3ba46605d697f9d2156482e9f792e9660d,7e0da915b83d78186acc00b30417ba99043172782863e93243d22748ae8f9984
plunging_feature,5,4958792795051131690,0.08657376625358106,0.387305405535969,0.33796697940304177,0.33796697940304177,7.302271038279323e-18,7.28583859910259e-17,1.0,0.16597475382541638,0.12105383736501782,61,1.0,3b83e5393ac17bddafb4f7ba2bf816969f74e7662a7afcc1777b8b022acf1bf1,3555062b5b650da77320904a1aaebd0972c02834f496972a72b488d26a9841a1,d5ea2ef7cc4ff4f762a847eb96b5936f3a37d54d67faca2bf3b7026301c0df69,356997424eb28e1cdfd904a9895e8e3960b4973812b86dbfa753cc4d47965456
plunging_feature,6,8532841140141552978,0.09965958236806541,0.4473883114983135,0.22337141969522528,0.22337141969522528,9.412230109889784e-18,1.214306433183765e-16,1.0,0.2613844911687394,0.1260129577386904,61,1.0,b7204118dbae0a465f4ad7efd9d34e833c0f0620a741985c8d7b00fb8f12d7d9,2e53c630715d8c7d67cc3ab86f5309cda468f7ba06fb39fdaf36711bde5c62cf,2ed5ae0389620f641f6b5ebb9fbe8337b35dcea45a11132e00414b053cfe49ca,915bcd53ccc6ae38fe01a577ff5597c9d0700996b671f2e5937f313028a554e7
plunging_feature,7,7944530411484243503,0.060206430059172124,0.40734956298375424,0.2669192091363203,0.2669192091363203,5.963111948695518e-18,5.355958732078392e-17,1.0,0.15664025214189403,0.12870906379242023,61,1.0,60cbf480baee07cb3f50c1fc6026cec8a135d3a5f06e3520aa28e8239d24f090,35aa52f1ea6783ec49d6414b16b8550552992db9a770023a7e9e97747b48f246,2f129b15d7e83ad430b845322d4eafe3cc0a7e5ba49acd3d4fa028feaa4f11d6,e32a853166b27f06dcd8a98fc8cf50b84e9809c119f05c09ff3f8bcd7f3b4d4b
plunging_feature,8,1135706325683777235,0.12186883866091494,0.6575916606779814,0.22554555510760993,0.22554555510760993,5.942783157936171e-18,6.591949208711867e-17,1.0,0.1568305813765952,0.12666809189017678,61,1.0,74d0cf5bb20cc8247ef7accbd00a9bff60b3ef141d489c11ffb5ccef0aea97ad,6dc2345bfd49845e3cff4bbbff4f99b9fdce5fb82c7f108dae72a7da37cb66cf,c3c0c0dac4b05f2b4460e0045ef8b4c9d5bc51a63781c58af29ad2bf96077ded,e22364f15ce0ac8d2ef255437e94c265f614e472c7cf5ac7000e782e1792cd02
plunging_feature,9,1704149838523382679,0.07855859589133073,0.34548242101678245,0.3361322560551273,0.3361322560551273,8.59398635667478e-18,1.3357370765021415e-16,1.0,0.09494095841203279,0.12263080901264235,61,1.0,9529940c6ff696ea91de3ea7201ecdfd22886cb525b50c8cc5cffa00507a7073,4e34111340007cb4b9c12a79a406448abd79b57dd541f0c7dfed696d8a97ea45,3c0cf9b2252bf684f7234dc9d3ac438ac45d50a20983011a04827ea2fcf1cf9b,a2a05251db5985e99a58df4a8c636608b80452284a9c653eeff47ff64c8ef07c
plunging_feature,10,8766294239745842527,0.08599163107481858,0.3938927570211754,0.5299265586815298,0.5299265586815298,8.439836286441849e-18,9.606031248221569e-17,1.0,0.06523019195797551,0.1227164994066948,61,1.0,3be79b19847ca111bd0c6f65c25e9f447dcd1ec944b754e646fcad0427fcfd7c,fd21ebeb3c7255e0f8f0473689b23b00c238c30370ac425f0d56b5797c7ea567,8c5bbff87b2d153470dda69b387d862e0c729e85723c57210905a2d8954437dc,fafd5d5619cf7d537faa8b6bbc2159543bf5e2109afb096405def22e6925cc42
plunging_feature,11,1530693118615304633,0.12310794692062484,0.4774576129661708,0.4806481485361114,0.4806481485361114,1.6166470831295576e-17,1.3270634591222574e-16,1.0,0.03828991487989365,0.11761717180160033,61,1.0,acec5fb7dacbeb6a890a803486e6e2c59dbbb6699052c03a6c9738be0f596a2e,39e82359caa29c6a758a38f5a9dff84d7989f853b6f8c38ea19e6a6a91057707,16b0b0f0914dd55869748b363efd90c87e385af33d2bf6fe22114f578113718b,7e91ab0faec00ebde0ba9c8904074b8974ad9ddc5e7713f8322f8f285204dbbe
plunging_feature,12,7131784550908190296,0.12049647883897535,0.7538439627662529,0.270235976481788,0.270235976481788,4.87890977618477e-18,8.847089727481716e-17,1.0,0.2831834266972989,0.13047005054029084,61,1.0,706b1d0e9750730491c5daaed2ee8b90153b9a8c9db3a9bde66c973b34366487,b38367e534f4f0b1f697f64c5cd9d570c5a18379918f3e3ac8bfe63f62469fe3,81c1cd66c7fb04445fbaaec8c810f69941c7ddba5ce0c27b01a142124ffa6e2d,794e2f606f5c9f6fc190303b6e75faf021d3240342d305bcb74b86641c6bc301
