arm,estimator,snr0,regime,n_truths,n_draws,seconds,peak_rss_mb,iterations,note,freeze_sha256
DIRECT_PHYSICAL,TSVD,3000.0,validation_in_class,512,5,0.44559240341186523,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,3000.0,validation_off_grid,320,5,0.27707862854003906,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,3000.0,validation_ood,256,5,0.22098898887634277,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,3000.0,validation_in_class,512,5,0.42496562004089355,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,3000.0,validation_off_grid,320,5,0.2863593101501465,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,3000.0,validation_ood,256,5,0.23302626609802246,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3000.0,validation_in_class,512,5,0.7257421016693115,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3000.0,validation_off_grid,320,5,0.3714871406555176,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3000.0,validation_ood,256,5,0.32025790214538574,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3000.0,validation_in_class,512,5,0.4555685520172119,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3000.0,validation_off_grid,320,5,0.29741454124450684,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3000.0,validation_ood,256,5,0.23671603202819824,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3000.0,validation_in_class,512,5,0.46303534507751465,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3000.0,validation_off_grid,320,5,0.2941136360168457,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3000.0,validation_ood,256,5,0.24530744552612305,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,10000.0,validation_in_class,512,5,0.45641446113586426,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,10000.0,validation_off_grid,320,5,0.30388426780700684,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,10000.0,validation_ood,256,5,0.23961782455444336,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,10000.0,validation_in_class,512,5,0.4434072971343994,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,10000.0,validation_off_grid,320,5,0.2886180877685547,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,10000.0,validation_ood,256,5,0.22768330574035645,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,10000.0,validation_in_class,512,5,0.4820740222930908,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,10000.0,validation_off_grid,320,5,0.29811787605285645,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,10000.0,validation_ood,256,5,0.241868257522583,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,10000.0,validation_in_class,512,5,0.4525775909423828,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,10000.0,validation_off_grid,320,5,0.31635427474975586,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,10000.0,validation_ood,256,5,0.2585327625274658,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,10000.0,validation_in_class,512,5,0.4517817497253418,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,10000.0,validation_off_grid,320,5,0.29972004890441895,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,10000.0,validation_ood,256,5,0.2375485897064209,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,30000.0,validation_in_class,512,5,0.45059919357299805,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,30000.0,validation_off_grid,320,5,0.2907876968383789,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,30000.0,validation_ood,256,5,0.2428722381591797,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,30000.0,validation_in_class,512,5,0.4316694736480713,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,30000.0,validation_off_grid,320,5,0.2769813537597656,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,30000.0,validation_ood,256,5,0.2296435832977295,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,30000.0,validation_in_class,512,5,0.41820740699768066,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,30000.0,validation_off_grid,320,5,0.2809441089630127,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,30000.0,validation_ood,256,5,0.23243021965026855,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,30000.0,validation_in_class,512,5,0.45857763290405273,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,30000.0,validation_off_grid,320,5,0.3065297603607178,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,30000.0,validation_ood,256,5,0.25658726692199707,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,30000.0,validation_in_class,512,5,0.49866199493408203,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,30000.0,validation_off_grid,320,5,0.28868556022644043,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,30000.0,validation_ood,256,5,0.23356413841247559,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,100000.0,validation_in_class,512,5,0.5131485462188721,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,100000.0,validation_off_grid,320,5,0.2865734100341797,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,100000.0,validation_ood,256,5,0.24804949760437012,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,100000.0,validation_in_class,512,5,0.504493236541748,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,100000.0,validation_off_grid,320,5,0.2834300994873047,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,100000.0,validation_ood,256,5,0.22551488876342773,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,100000.0,validation_in_class,512,5,0.4193134307861328,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,100000.0,validation_off_grid,320,5,0.28053855895996094,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,100000.0,validation_ood,256,5,0.2130749225616455,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,100000.0,validation_in_class,512,5,0.4381222724914551,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,100000.0,validation_off_grid,320,5,0.28200387954711914,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,100000.0,validation_ood,256,5,0.233168363571167,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,100000.0,validation_in_class,512,5,0.44774603843688965,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,100000.0,validation_off_grid,320,5,0.29648494720458984,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,100000.0,validation_ood,256,5,0.21910309791564941,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,1000000.0,validation_in_class,512,5,0.5246684551239014,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,1000000.0,validation_off_grid,320,5,0.2690131664276123,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TSVD,1000000.0,validation_ood,256,5,0.2184450626373291,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,1000000.0,validation_in_class,512,5,0.444530725479126,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,1000000.0,validation_off_grid,320,5,0.49898743629455566,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,RIDGE_IDENTITY,1000000.0,validation_ood,256,5,0.35773682594299316,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1000000.0,validation_in_class,512,5,0.34743428230285645,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1000000.0,validation_off_grid,320,5,0.23599696159362793,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,1000000.0,validation_ood,256,5,0.1816246509552002,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,1000000.0,validation_in_class,512,5,0.37785983085632324,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,1000000.0,validation_off_grid,320,5,0.2256762981414795,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,WIENER_GAUSSIAN,1000000.0,validation_ood,256,5,0.19720840454101562,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,1000000.0,validation_in_class,512,5,0.3599371910095215,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,1000000.0,validation_off_grid,320,5,0.23191428184509277,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,1000000.0,validation_ood,256,5,0.18912267684936523,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,1.0,validation_in_class,512,5,0.3454434871673584,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,1.0,validation_off_grid,320,5,0.22154974937438965,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,1.0,validation_ood,256,5,0.2077779769897461,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,1.0,validation_in_class,512,5,0.3606889247894287,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,1.0,validation_off_grid,320,5,0.22951698303222656,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,1.0,validation_ood,256,5,0.1840205192565918,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,1.0,validation_in_class,512,5,0.3547205924987793,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,1.0,validation_off_grid,320,5,0.23679423332214355,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,1.0,validation_ood,256,5,0.20708394050598145,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,1.0,validation_in_class,512,5,0.378267765045166,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,1.0,validation_off_grid,320,5,0.24408960342407227,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,1.0,validation_ood,256,5,0.19430971145629883,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,1.0,validation_in_class,512,5,0.36476945877075195,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,1.0,validation_off_grid,320,5,0.23200130462646484,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,1.0,validation_ood,256,5,0.20041632652282715,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,3.0,validation_in_class,512,5,0.3740556240081787,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,3.0,validation_off_grid,320,5,0.2440471649169922,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,3.0,validation_ood,256,5,0.18982887268066406,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,3.0,validation_in_class,512,5,0.37718749046325684,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,3.0,validation_off_grid,320,5,0.24237728118896484,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,3.0,validation_ood,256,5,0.20103216171264648,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,3.0,validation_in_class,512,5,0.3544001579284668,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,3.0,validation_off_grid,320,5,0.24619841575622559,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,3.0,validation_ood,256,5,0.18586206436157227,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,3.0,validation_in_class,512,5,0.3866565227508545,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,3.0,validation_off_grid,320,5,0.23120355606079102,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,3.0,validation_ood,256,5,0.18655872344970703,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,3.0,validation_in_class,512,5,0.3644440174102783,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,3.0,validation_off_grid,320,5,0.24137043952941895,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,3.0,validation_ood,256,5,0.32537388801574707,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,10.0,validation_in_class,512,5,0.36061692237854004,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,10.0,validation_off_grid,320,5,0.23662233352661133,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TSVD,10.0,validation_ood,256,5,0.1789999008178711,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,10.0,validation_in_class,512,5,0.3556239604949951,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,10.0,validation_off_grid,320,5,0.2257072925567627,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,RIDGE_IDENTITY,10.0,validation_ood,256,5,0.18844127655029297,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,10.0,validation_in_class,512,5,0.34941887855529785,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,10.0,validation_off_grid,320,5,0.23056316375732422,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,10.0,validation_ood,256,5,0.17653346061706543,695.56640625,1,direct linear solve; no iterative scheme,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381
