order,operator_unit_source_throughput,independent_sum_dOmega_g3,relative_difference
0,2069.153390776296,2069.153390776296,0.0
1,28.871330105893588,28.87133010589359,1.2305334273723935e-16
2,0.6561093039849203,0.6561093039849204,1.6921312011308915e-16
