family,index,class,off_manifold,canary,n_multi_before,n_merged,merger_rate,representation_floor_median,representation_floor_max
plunging_feature,20,L448_contrast,False,False,0,0,0.0,22.48550759706193,22.718598050397535
plunging_feature,20,L896_radial_enriched,False,False,0,0,0.0,0.5537953976006201,0.7868858509362279
plunging_feature,21,L448_contrast,False,False,0,0,0.0,23.75935488274975,23.87536283107641
plunging_feature,21,L896_radial_enriched,False,False,0,0,0.0,22.820113780737767,23.03930299466255
plunging_feature,22,L448_contrast,False,False,0,0,0.0,1.74379365939053,2.071428571428573
plunging_feature,22,L896_radial_enriched,False,False,0,0,0.0,1.0279539592820444,1.5187788984587698
plunging_feature,23,L448_contrast,False,False,0,0,0.0,23.486457696348406,23.846714434470634
plunging_feature,23,L896_radial_enriched,False,False,0,0,0.0,1.027953959282044,1.5187788984587693
three_hotspot_cluster,0,L448_contrast,True,False,61,0,0.0,33.11646742034851,34.963662565726366
three_hotspot_cluster,0,L896_radial_enriched,True,False,61,0,0.0,1.4472483369196554,2.3643629416447
three_hotspot_cluster,1,L448_contrast,True,False,61,30,0.4918032786885246,22.688484345904776,44.84807127900606
three_hotspot_cluster,1,L896_radial_enriched,True,False,61,37,0.6065573770491803,22.645997913747024,45.07986739392514
three_hotspot_cluster,2,L448_contrast,True,False,61,0,0.0,24.397637444729195,26.352556765240745
three_hotspot_cluster,2,L896_radial_enriched,True,False,61,0,0.0,22.88409315184226,23.03372244114287
three_hotspot_cluster,3,L448_contrast,True,False,61,0,0.0,23.360283628032736,23.493393289701924
three_hotspot_cluster,3,L896_radial_enriched,True,False,61,0,0.0,0.5833333333333333,1.0418906356958582
three_hotspot_cluster,4,L448_contrast,True,False,61,0,0.0,1.3298849753215316,26.018246008293154
three_hotspot_cluster,4,L896_radial_enriched,True,False,61,0,0.0,0.5833333333333306,23.20552172327083
three_hotspot_cluster,5,L448_contrast,True,False,61,12,0.19672131147540983,22.830745692300024,45.09232800850013
three_hotspot_cluster,5,L896_radial_enriched,True,False,61,0,0.0,22.71859805039753,23.209666158743353
three_hotspot_cluster,6,L448_contrast,True,False,61,0,0.0,23.598378866127973,23.814932725114375
three_hotspot_cluster,6,L896_radial_enriched,True,False,61,0,0.0,22.169807437556546,22.526950294699404
three_hotspot_cluster,7,L448_contrast,True,False,61,30,0.4918032786885246,35.64999687659601,45.53009106558928
three_hotspot_cluster,7,L896_radial_enriched,True,False,61,35,0.5737704918032787,44.10151963701785,44.55390058939881
counter_rotating_pair,0,L448_contrast,True,False,61,57,0.9344262295081968,23.1221883899375,23.222926186409524
counter_rotating_pair,0,L896_radial_enriched,True,False,61,43,0.7049180327868853,22.169807437556546,22.407902675651783
counter_rotating_pair,1,L448_contrast,True,False,47,0,0.0,21.201557325161065,46.46346364509423
counter_rotating_pair,1,L896_radial_enriched,True,False,47,0,0.0,22.75314077088988,44.746489017878645
counter_rotating_pair,2,L448_contrast,True,False,61,61,1.0,23.360283628032736,23.445256492348246
counter_rotating_pair,2,L896_radial_enriched,True,False,61,47,0.7704918032786885,22.645997913747024,23.00736524689717
counter_rotating_pair,3,L448_contrast,True,False,0,0,0.0,44.33961487511309,44.40125092264055
counter_rotating_pair,3,L896_radial_enriched,True,False,0,0,0.0,0.23809523809523697,0.34523809523809545
counter_rotating_pair,4,L448_contrast,True,False,61,61,1.0,22.803609029156572,22.967426485175597
counter_rotating_pair,4,L896_radial_enriched,True,False,61,61,1.0,23.160615809038823,23.160615809038827
counter_rotating_pair,5,L448_contrast,True,False,61,0,0.0,16.8490814258236,17.574836784027287
counter_rotating_pair,5,L896_radial_enriched,True,False,61,61,1.0,22.169807437556546,22.276950294699407
counter_rotating_pair,6,L448_contrast,True,False,61,61,1.0,22.88409315184226,22.916359079544748
counter_rotating_pair,6,L896_radial_enriched,True,False,61,0,0.0,16.38095238095238,16.488095238095237
counter_rotating_pair,7,L448_contrast,True,False,0,0,0.0,0.7567721464434671,0.7567721464434679
counter_rotating_pair,7,L896_radial_enriched,True,False,0,0,0.0,0.7567721464434671,0.7567721464434679
radially_drifting_arc,0,L448_contrast,True,False,0,0,0.0,1.4285714285714288,1.9047619047619038
radially_drifting_arc,0,L896_radial_enriched,True,False,0,0,0.0,22.169807437556546,22.407902675651783
radially_drifting_arc,1,L448_contrast,True,False,0,0,0.0,22.407902675651783,22.645997913747024
radially_drifting_arc,1,L896_radial_enriched,True,False,0,0,0.0,0.47619047619047566,0.7142857142857142
radially_drifting_arc,2,L448_contrast,True,False,0,0,0.0,44.10151963701786,44.57771011320833
radially_drifting_arc,2,L896_radial_enriched,True,False,0,0,0.0,21.93171219946131,22.407902675651787
radially_drifting_arc,3,L448_contrast,True,False,0,0,0.0,44.10151963701786,66.2713270745744
radially_drifting_arc,3,L896_radial_enriched,True,False,0,0,0.0,22.16980743755655,44.33961487511309
radially_drifting_arc,4,L448_contrast,True,False,0,0,0.0,22.169807437556546,44.10151963701785
radially_drifting_arc,4,L896_radial_enriched,True,False,0,0,0.0,0.47619047619047566,0.7142857142857142
radially_drifting_arc,5,L448_contrast,True,False,0,0,0.0,1.1904761904761898,1.4285714285714288
radially_drifting_arc,5,L896_radial_enriched,True,False,0,0,0.0,0.0,0.23809523809523925
radially_drifting_arc,6,L448_contrast,True,False,0,0,0.0,22.407902675651787,44.33961487511309
radially_drifting_arc,6,L896_radial_enriched,True,False,0,0,0.0,0.4761904761904775,43.86342439892262
radially_drifting_arc,7,L448_contrast,True,False,0,0,0.0,0.4761904761904758,0.7142857142857142
radially_drifting_arc,7,L896_radial_enriched,True,False,0,0,0.0,0.4761904761904758,0.7142857142857142
two_hotspot_trajectories,-1,L448_contrast,False,True,0,0,0.0,0.6904761904761906,0.8884015812764583
two_hotspot_trajectories,-1,L896_radial_enriched,False,True,0,0,0.0,0.5378265237179286,0.5378265237179286
