regime,retarded_age,median_normalized_error,median_structure_normalized_error,median_absolute_error,in_old_band,definition,freeze_sha256
OFF_GRID_OOD,44.0,0.0012965780284149118,0.11346108718736192,0.0012967876603087354,False,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,48.0,0.0013192040935215024,0.11479196605552319,0.0013192743822406216,False,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,52.0,0.001252987478682042,0.10711257986332814,0.0012530869610708193,False,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,56.0,0.0009159646159522634,0.08047885978276689,0.0009159646159522634,False,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,60.0,0.0011220115623065655,0.09823345441753313,0.0011220192868349964,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,64.0,0.0012084437933839488,0.10286780651689167,0.0012084437933839488,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,68.0,0.0012121037068649016,0.10350996164533535,0.0012121037068649012,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,72.0,0.000991111514341407,0.08485094269946078,0.0009911115143414074,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,76.0,0.0006224252802230589,0.05448985288684413,0.0006224252802230592,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,80.0,0.0007031235211290301,0.061025064406246235,0.0007031235211290301,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,84.0,0.000863855778294717,0.073839225896808,0.0008638557782947168,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,88.0,0.0008597119274300027,0.0742572695505288,0.0008597119275884681,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,92.0,0.000672416308099695,0.05751925518542844,0.0006724163081369523,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,96.0,0.00039243998176323534,0.03368707911253751,0.00039243998176323534,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,100.0,0.00038956593435465357,0.033743869959468625,0.00038956593435465357,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,104.0,0.0004994830973615242,0.04322202916099488,0.000499483097361524,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,108.0,0.0005428113050195334,0.046571055191543226,0.0005428113050195334,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,112.0,0.0004804238276874622,0.041112427832371956,0.0004804238276874621,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,116.0,0.00028569084645532164,0.02466188076855766,0.0002856908464553216,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
OFF_GRID_OOD,120.0,0.00018084042170134418,0.015881058136715424,0.00018084042170134418,True,"error of the exact least-squares projection of the truth onto C224, noiseless",5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
