class,arm,estimator,snr0,family,index,hyperparameter,PHYSICAL_END_TO_END_all_state_error,CLASS_CONDITIONAL_all_state_error,stable_multi_cost_normalized,n_stable_multi_states
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,two_hotspot_trajectories,5,0.31622776601683794,0.8180152031424426,0.8180864987836408,0.9694066943483542,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,0,0.31622776601683794,0.8403419298789259,0.8360910955384642,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,1,0.31622776601683794,0.7664938306587366,0.816408543261463,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,2,0.31622776601683794,0.8154488915393814,0.8288402453120407,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,3,0.31622776601683794,0.683694610580545,0.683694610580545,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,4,0.31622776601683794,0.6867505578285603,0.7309077908906436,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m1_rotating_crescent,5,0.31622776601683794,0.814070279722309,0.8034474996814625,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,0,0.31622776601683794,0.818025865828235,0.912675921531354,1.63605173165647,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,1,0.31622776601683794,0.7739143763898105,0.7698768012173249,1.5678824145218913,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,2,0.31622776601683794,0.8434706784701851,0.8392678712737052,1.6869413569403704,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,3,0.31622776601683794,0.785909462725954,0.8119165486205329,1.5901462977358631,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,4,0.31622776601683794,0.799094184017683,0.8423359682790457,1.598188368035366,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,m2_structural_mode,5,0.31622776601683794,0.8057849351834119,0.8007199442499762,1.636062132513494,244
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,0,0.31622776601683794,0.6089223246396493,0.540080562768159,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,1,0.31622776601683794,0.904608976141468,0.8758225270118569,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,2,0.31622776601683794,0.8417269446311795,0.7851613389941965,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,3,0.31622776601683794,0.8068280040723356,0.7556993864883429,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,4,0.31622776601683794,0.646846152365115,0.5534687480842964,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,flare_birth_motion_decay,5,0.31622776601683794,0.8244816941610129,0.7671576289886717,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,0,0.31622776601683794,0.9176911536524823,0.8956294722490638,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,1,0.31622776601683794,0.8969156585192172,0.9212000080280978,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,2,0.31622776601683794,0.8859728258319807,0.8616599072617382,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,3,0.31622776601683794,0.9129722039739228,0.9276881887862347,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,4,0.31622776601683794,0.9183860985030705,0.9279497160217154,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,100.0,plunging_feature,5,0.31622776601683794,0.9295727922911186,0.9423442052886281,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,circular_hotspot_trajectory,0,0.31622776601683794,0.9298514303427966,0.9292449365390382,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,circular_hotspot_trajectory,1,0.31622776601683794,0.6983916324121976,0.818235980614324,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,circular_hotspot_trajectory,2,0.31622776601683794,0.891300656175208,0.8896564682463921,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,circular_hotspot_trajectory,3,0.31622776601683794,0.9134474998869218,0.9134474998869218,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,circular_hotspot_trajectory,4,0.31622776601683794,0.8541859896869597,0.8611532023663466,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,circular_hotspot_trajectory,5,0.31622776601683794,0.8233355915644145,0.8212181279706579,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,0,0.31622776601683794,0.8655584876515114,0.8704678476754095,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,1,0.31622776601683794,0.6110082441122822,0.6232947559087109,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,2,0.31622776601683794,0.8076862665283956,0.8084943925523577,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,3,0.31622776601683794,0.8963133859791601,0.8980376441912622,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,4,0.31622776601683794,0.44491802250965196,0.38903213947150916,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,two_hotspot_trajectories,5,0.31622776601683794,0.8167851837604168,0.816856479401615,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,0,0.31622776601683794,0.8402645261380932,0.8359042263775676,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,1,0.31622776601683794,0.7679981984426967,0.8191211801492574,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,2,0.31622776601683794,0.8155308237973492,0.8289244280457801,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,3,0.31622776601683794,0.683694610580545,0.683694610580545,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,4,0.31622776601683794,0.6866672539695413,0.7307828351021153,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m1_rotating_crescent,5,0.31622776601683794,0.8140060656157039,0.8034206982627083,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,0,0.31622776601683794,0.818025865828235,0.912675921531354,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,1,0.31622776601683794,0.7691454818159259,0.7648504751990977,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,2,0.31622776601683794,0.8435480822110177,0.8394547404346018,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,3,0.31622776601683794,0.7859036456993621,0.8119118885127988,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,4,0.31622776601683794,0.799094184017683,0.8423359682790457,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,m2_structural_mode,5,0.31622776601683794,0.8124763488653081,0.8076418531093231,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,flare_birth_motion_decay,0,0.31622776601683794,0.6082550867321433,0.5393216970808408,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,flare_birth_motion_decay,1,0.31622776601683794,0.9048516128039196,0.876831028811526,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,flare_birth_motion_decay,2,0.31622776601683794,0.8386706255202532,0.7824489244807222,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,flare_birth_motion_decay,3,0.31622776601683794,0.806667784248624,0.7559542389198689,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,flare_birth_motion_decay,4,0.31622776601683794,0.6515858108936454,0.5566545960934023,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,flare_birth_motion_decay,5,0.31622776601683794,0.8098922369851044,0.7689892747938656,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,0,0.31622776601683794,0.914362034153674,0.906443332102405,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,1,0.31622776601683794,0.9108946371997052,0.9301612359118493,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,2,0.31622776601683794,0.9287976625737844,0.9319753789774384,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,3,0.31622776601683794,0.9262775519174252,0.9374676833277394,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,4,0.31622776601683794,0.9255104811071184,0.9332487396162564,,0
L448_contrast,UNRESOLVED_IMAGE,TSVD,1000.0,plunging_feature,5,0.31622776601683794,0.9549520952531585,0.9609846446127287,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,0,0.03162277660168379,0.8059222906150705,0.8042443244246722,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,1,0.03162277660168379,0.7560119294757948,0.8537057855244559,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,2,0.03162277660168379,0.8564573021940727,0.8530515260860977,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,3,0.03162277660168379,0.8484123578074113,0.8484123578074113,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,4,0.03162277660168379,0.8690009953936119,0.8623663339391302,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,circular_hotspot_trajectory,5,0.03162277660168379,0.7491111044031848,0.745978204648179,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,0,0.03162277660168379,0.7512415566746937,0.7459936132156522,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,1,0.03162277660168379,0.557063049650826,0.5813994078543935,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,2,0.03162277660168379,0.7328475687669989,0.7299458898423942,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,3,0.03162277660168379,0.8735195508571847,0.866959681331228,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,4,0.03162277660168379,0.5442298192283567,0.4775358682671922,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,two_hotspot_trajectories,5,0.03162277660168379,0.8584525202335347,0.8582977127518694,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,0,0.03162277660168379,0.7881132320607878,0.7826177879468024,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,1,0.03162277660168379,0.7143162669200586,0.7449180893387716,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,2,0.03162277660168379,0.7881862953104611,0.7190047807897619,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,3,0.03162277660168379,0.6490432609400394,0.6490432609400394,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,4,0.03162277660168379,0.586535596541931,0.6759207995146956,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m1_rotating_crescent,5,0.03162277660168379,0.882448086840801,0.7987781690671568,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,0,0.03162277660168379,0.707742550537674,0.8006620714589108,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,1,0.03162277660168379,0.7605503945095486,0.7550901304381579,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,2,0.03162277660168379,0.7973778974384331,0.7914826816695838,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,3,0.03162277660168379,0.745249813968343,0.7554280382456763,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,4,0.03162277660168379,0.6729386848776222,0.7107398655364443,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,m2_structural_mode,5,0.03162277660168379,0.7680125023152313,0.7610316609348887,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,0,0.03162277660168379,0.48756014380740864,0.6079131897748633,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,1,0.03162277660168379,0.8376246655892512,0.7434370098128752,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,2,0.03162277660168379,0.7339428646349047,0.6571437056198068,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,3,0.03162277660168379,0.6290809680803888,0.5270013613611029,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,4,0.03162277660168379,0.6005916952386263,0.6205688150280411,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,flare_birth_motion_decay,5,0.03162277660168379,0.7001666063054626,0.6051950625837518,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,0,0.03162277660168379,0.8058272010594776,0.8877239363378545,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,1,0.03162277660168379,0.8638329563877585,0.8619307680102218,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,2,0.03162277660168379,0.840041964364352,0.9159492966351437,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,3,0.03162277660168379,0.7955737858896,0.7859595525885975,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,4,0.03162277660168379,0.8945847213720889,0.900062850706824,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,plunging_feature,5,0.03162277660168379,0.8882943135964196,0.8827268429075126,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,0,0.03162277660168379,0.8117680047531708,0.8101405797130857,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,1,0.03162277660168379,0.7597749200659955,0.8535185034131777,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,2,0.03162277660168379,0.8699453811999274,0.8669597603390877,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,3,0.03162277660168379,0.9141857845424263,0.9141857845424263,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,4,0.03162277660168379,0.8687930901154686,0.8621270831756108,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,circular_hotspot_trajectory,5,0.03162277660168379,0.7491111044031848,0.745978204648179,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,two_hotspot_trajectories,0,0.03162277660168379,0.7494867163433587,0.7442471784611094,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,two_hotspot_trajectories,1,0.03162277660168379,0.5558985597936333,0.5802836902472184,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,two_hotspot_trajectories,2,0.03162277660168379,0.7344607210527758,0.731559042128171,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,two_hotspot_trajectories,3,0.03162277660168379,0.8752112450886843,0.8686600545462898,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,two_hotspot_trajectories,4,0.03162277660168379,0.5433550211484462,0.472977384180418,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,two_hotspot_trajectories,5,0.03162277660168379,0.8583863494962298,0.8582315420145645,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,0,0.03162277660168379,0.7863595178193576,0.7808489113602783,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,1,0.03162277660168379,0.7140840556975607,0.7447085491470745,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,2,0.03162277660168379,0.7881862953104611,0.7190982153702102,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,3,0.03162277660168379,0.6473449592626832,0.6473449592626832,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,4,0.03162277660168379,0.586535596541931,0.6759207995146956,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m1_rotating_crescent,5,0.03162277660168379,0.8819986176969247,0.7981514233166515,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,0,0.03162277660168379,0.7064607769518286,0.8015191433971569,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,1,0.03162277660168379,0.7673494117274634,0.762105473877953,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,2,0.03162277660168379,0.8032838365511111,0.7977236572336386,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,3,0.03162277660168379,0.7451559216510906,0.7553599471753684,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,4,0.03162277660168379,0.6703909118459568,0.7082767832046792,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,m2_structural_mode,5,0.03162277660168379,0.769968248062652,0.7630808412627577,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,0,0.03162277660168379,0.47379048390772793,0.6014911495329205,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,1,0.03162277660168379,0.8424397681610801,0.7588820279355568,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,2,0.03162277660168379,0.735162808671456,0.6593978595955503,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,3,0.03162277660168379,0.6371150140429911,0.5236405721383375,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,4,0.03162277660168379,0.5936136021463402,0.6131781526636276,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,flare_birth_motion_decay,5,0.03162277660168379,0.7240651248203752,0.6702452015358453,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,plunging_feature,0,0.03162277660168379,0.8070882608646943,0.8870960879562848,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,plunging_feature,1,0.03162277660168379,0.8586490491509682,0.8567685437493175,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,plunging_feature,2,0.03162277660168379,0.8416239717899795,0.9181641566155361,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,plunging_feature,3,0.03162277660168379,0.7900613433416086,0.7805262165744299,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,plunging_feature,4,0.03162277660168379,0.8801263500849239,0.8837468399596267,,0
L448_contrast,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,plunging_feature,5,0.03162277660168379,0.8823129515976231,0.8763782689881996,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,0,0.01,0.7857721744062914,0.7853284916284502,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,1,0.01,0.6103288235681543,0.7915680888016079,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,2,0.01,0.8631078424388189,0.8652022644126032,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,3,0.01,0.8247211278053692,0.8247211278053692,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,4,0.01,0.7462529425627966,0.7624235301423659,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,circular_hotspot_trajectory,5,0.01,0.8684031273603661,0.8690903972227341,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,0,0.01,0.8054854552331759,0.8095425987626669,1.6684835484750928,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,1,0.01,0.6752518696103653,0.6566014432904225,1.6400599224285448,132
L448_contrast,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,2,0.01,0.7888796542112578,0.7855160093151202,1.5777593084225159,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,3,0.01,0.8149602665565143,0.8142633799953082,1.6299205331130284,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,4,0.01,0.5452938552841875,0.5161830087473361,0.9829690530494236,92
L448_contrast,TOTAL_FLUX,TSVD,100.0,two_hotspot_trajectories,5,0.01,0.7738027281719126,0.7735311186505474,0.923042249865088,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,0,0.01,0.677025806168458,0.6722427060239622,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,1,0.01,0.7278179069567072,0.7925688832502248,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,2,0.01,0.7168160786473929,0.7723978199019907,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,3,0.01,0.7657376847060344,0.7657376847060344,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,4,0.01,0.6383443960954842,0.6927325969869882,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,m1_rotating_crescent,5,0.01,0.711061947414908,0.7602313906469227,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,0,0.01,0.8210808644536565,0.8962912897697544,1.6421617289073123,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,1,0.01,0.7428289501733838,0.743931594693876,1.4958430918359609,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,2,0.01,0.7493206073106695,0.7455563467570352,1.498641214621339,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,3,0.01,0.7818431040810445,0.811189677383229,1.5636862081620893,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,4,0.01,0.8148662512788977,0.8442608477128764,1.6297325025577953,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,m2_structural_mode,5,0.01,0.7452777277127547,0.7420791205920381,1.4905554554255092,244
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,0,0.01,0.46893524483288074,0.48120386086449685,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,1,0.01,0.8468857144468821,0.7958984143378675,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,2,0.01,0.767427423648415,0.7523267608892527,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,3,0.01,0.7446255816104024,0.6711483302679575,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,4,0.01,0.3482708944613349,0.42087436239770526,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,flare_birth_motion_decay,5,0.01,0.7838613184690302,0.6840537607208554,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,plunging_feature,0,0.01,0.8995037952988802,0.8388647881595642,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,plunging_feature,1,0.01,0.932644869066942,0.9457498777760905,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,plunging_feature,2,0.01,0.9177359185193582,0.8409909029854978,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,plunging_feature,3,0.01,0.8845043278061026,0.9117381900493596,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,plunging_feature,4,0.01,0.8987664270858171,0.911290760976984,,0
L448_contrast,TOTAL_FLUX,TSVD,100.0,plunging_feature,5,0.01,0.8994426766345397,0.9210275831044225,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,circular_hotspot_trajectory,0,0.01,0.7296850974198843,0.7276877075275094,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,circular_hotspot_trajectory,1,0.01,0.5939367786604952,0.7927065520581703,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,circular_hotspot_trajectory,2,0.01,0.7977452019738467,0.7954717336985535,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,circular_hotspot_trajectory,3,0.01,0.7438780886398887,0.7438780886398887,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,circular_hotspot_trajectory,4,0.01,0.7216022294714501,0.7393325173075822,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,circular_hotspot_trajectory,5,0.01,0.7498791503697785,0.7483534364077467,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,0,0.01,0.889035248841679,0.8913666068177795,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,1,0.01,0.6860510207767123,0.6685841168621494,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,2,0.01,0.7916038990853801,0.7882402541892424,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,3,0.01,0.8172804324543707,0.8161592174889915,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,4,0.01,0.5170791768590615,0.4852834740518229,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,two_hotspot_trajectories,5,0.01,0.7584265245520747,0.7581756241375678,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,m1_rotating_crescent,0,0.01,0.67312801020697,0.6679871588608971,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,m1_rotating_crescent,1,0.01,0.7187686230197717,0.7819772190721525,,0
L448_contrast,TOTAL_FLUX,TSVD,1000.0,m1_rotating_crescent,2,0.01,0.7163698950832853,0.776566076954151,,0
