geometry,source_class,arm,retarded_age,lambda_max_per_snr2,lambda_min_per_snr2,log_information_volume_at_reference_snr
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,176.0,5.248449596341577e-309,0.0,6.068652065670794e-305
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,180.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,184.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,188.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,192.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,196.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,200.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,204.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,208.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,212.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,216.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,220.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,224.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,228.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,232.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,236.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,240.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,244.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,248.0,0.0,0.0,0.0
a000_i020,C448_T,EQUALIZED_ORDER_SENSITIVITY,252.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,0.0,0.6352231077650842,0.0003178789160399112,162.97261416248523
a000_i020,C448_T,PAIRING_DESTROYED,4.0,0.5533838320549996,0.0002905315229021312,159.77034402661667
a000_i020,C448_T,PAIRING_DESTROYED,8.0,0.4230185582373477,0.00024413770938721272,154.25762457134195
a000_i020,C448_T,PAIRING_DESTROYED,12.0,0.333990484170263,0.00019428207678302224,146.66131832100703
a000_i020,C448_T,PAIRING_DESTROYED,16.0,0.20260669999309405,0.00011541839911774295,132.23895702956275
a000_i020,C448_T,PAIRING_DESTROYED,20.0,0.059657059678714194,3.436740800477501e-05,97.97097180873503
a000_i020,C448_T,PAIRING_DESTROYED,24.0,0.03012427098439215,8.162271105292488e-06,66.59308667208208
a000_i020,C448_T,PAIRING_DESTROYED,28.0,0.02554261138590445,6.902614963132319e-06,63.67498860457644
a000_i020,C448_T,PAIRING_DESTROYED,32.0,0.019947361040571748,5.888350336771374e-06,59.78221436134784
a000_i020,C448_T,PAIRING_DESTROYED,36.0,0.011496172293171797,3.632389628995625e-06,51.328552790164636
a000_i020,C448_T,PAIRING_DESTROYED,40.0,0.008253506306979585,1.8238792090701196e-06,44.86364195876079
a000_i020,C448_T,PAIRING_DESTROYED,44.0,0.006462984099922884,1.4513994402577537e-06,40.66148306678051
a000_i020,C448_T,PAIRING_DESTROYED,48.0,0.005620374819717245,1.3016195482531586e-06,37.451256423826074
a000_i020,C448_T,PAIRING_DESTROYED,52.0,0.005034824579951307,7.369588823817831e-07,34.84655033496902
a000_i020,C448_T,PAIRING_DESTROYED,56.0,0.004235066871951835,4.5169106411532664e-07,31.387476492032338
a000_i020,C448_T,PAIRING_DESTROYED,60.0,0.0033478495300523683,3.4463332441486903e-07,27.00660314014088
a000_i020,C448_T,PAIRING_DESTROYED,64.0,0.002472592722448169,1.806846349570541e-07,22.49852004482358
a000_i020,C448_T,PAIRING_DESTROYED,68.0,0.0019315325107869753,1.077740621752393e-07,18.229740084956404
a000_i020,C448_T,PAIRING_DESTROYED,72.0,0.0009557604389730921,3.1044758152153256e-08,14.395720201989246
a000_i020,C448_T,PAIRING_DESTROYED,76.0,0.0007834716437417955,1.3318835807641121e-08,9.841993240183134
a000_i020,C448_T,PAIRING_DESTROYED,80.0,0.0003315906434617516,2.2555858960256122e-09,5.0055823044431
a000_i020,C448_T,PAIRING_DESTROYED,84.0,9.120176264548611e-05,1.1503452051458894e-10,2.3955051401762155
a000_i020,C448_T,PAIRING_DESTROYED,88.0,4.65884609194608e-05,1.8953243506818254e-11,1.4518108394727984
a000_i020,C448_T,PAIRING_DESTROYED,92.0,2.6564222312476383e-05,2.5178047196956626e-13,0.9000876279657088
a000_i020,C448_T,PAIRING_DESTROYED,96.0,1.8188163188682906e-05,1.618096165159256e-15,0.3527533367601456
a000_i020,C448_T,PAIRING_DESTROYED,100.0,2.714874191848666e-06,3.1979832075782945e-19,0.03963426386768101
a000_i020,C448_T,PAIRING_DESTROYED,104.0,1.66010532695778e-08,4.215455319884725e-24,0.00023643649744613525
a000_i020,C448_T,PAIRING_DESTROYED,108.0,2.997109565481654e-12,1.599105024799843e-31,4.283877656569994e-08
a000_i020,C448_T,PAIRING_DESTROYED,112.0,1.549803950721e-17,0.0,2.2342204769013857e-13
a000_i020,C448_T,PAIRING_DESTROYED,116.0,2.2898258285198826e-24,0.0,3.33495692948834e-20
a000_i020,C448_T,PAIRING_DESTROYED,120.0,9.664937959444565e-33,0.0,1.424011484651283e-28
a000_i020,C448_T,PAIRING_DESTROYED,124.0,1.1653723317574213e-42,0.0,1.7395012865466965e-38
a000_i020,C448_T,PAIRING_DESTROYED,128.0,4.014256662886863e-54,0.0,6.079779495040558e-50
a000_i020,C448_T,PAIRING_DESTROYED,132.0,3.95028781435692e-67,0.0,6.081010186027062e-63
a000_i020,C448_T,PAIRING_DESTROYED,136.0,1.1105724264572536e-81,0.0,1.7408716775916152e-77
a000_i020,C448_T,PAIRING_DESTROYED,140.0,8.920215564166825e-98,0.0,1.4267354080382822e-93
a000_i020,C448_T,PAIRING_DESTROYED,144.0,2.047088458658568e-115,0.0,3.34804849085516e-111
a000_i020,C448_T,PAIRING_DESTROYED,148.0,1.3423439486326488e-134,0.0,2.2500913267461708e-130
a000_i020,C448_T,PAIRING_DESTROYED,152.0,2.5154043725361143e-155,0.0,4.331701377017285e-151
a000_i020,C448_T,PAIRING_DESTROYED,156.0,1.3472574039767367e-177,0.0,2.3892228486591877e-173
a000_i020,C448_T,PAIRING_DESTROYED,160.0,2.063157313952105e-201,0.0,3.776441809941359e-197
a000_i020,C448_T,PAIRING_DESTROYED,164.0,9.038814882113361e-227,0.0,1.710888485937521e-222
a000_i020,C448_T,PAIRING_DESTROYED,168.0,1.1342511355949738e-253,0.0,2.2220448314154372e-249
a000_i020,C448_T,PAIRING_DESTROYED,172.0,4.087787128386242e-282,0.0,8.274623723674446e-278
a000_i020,C448_T,PAIRING_DESTROYED,176.0,4.25801323419e-312,0.0,8.836308394741577e-308
a000_i020,C448_T,PAIRING_DESTROYED,180.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,184.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,188.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,192.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,196.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,200.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,204.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,208.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,212.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,216.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,220.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,224.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,228.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,232.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,236.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,240.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,244.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,248.0,0.0,0.0,0.0
a000_i020,C448_T,PAIRING_DESTROYED,252.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,0.0,0.48483663957376527,6.508539115770431e-06,266.61963602279525
a000_i020,C528_S,DIRECT_PHYSICAL,4.0,0.48372503782291115,5.425438574950454e-06,260.0928268666309
a000_i020,C528_S,DIRECT_PHYSICAL,8.0,0.48211951765317124,4.1769456996963984e-07,241.9799260590619
a000_i020,C528_S,DIRECT_PHYSICAL,12.0,0.4569066515904333,2.2713967615747144e-09,209.78134589405525
a000_i020,C528_S,DIRECT_PHYSICAL,16.0,0.2887070016693839,5.9123777319843954e-12,148.4342794153324
a000_i020,C528_S,DIRECT_PHYSICAL,20.0,0.05331818507958517,7.361104694624853e-15,61.454890636787894
a000_i020,C528_S,DIRECT_PHYSICAL,24.0,0.0009041947337582407,2.9287757949416134e-18,8.190621253602863
a000_i020,C528_S,DIRECT_PHYSICAL,28.0,6.667282518127316e-07,1.4976875166325147e-22,0.016342569791497175
a000_i020,C528_S,DIRECT_PHYSICAL,32.0,1.6880304484372635e-11,7.457045656133894e-28,3.908983347529381e-07
a000_i020,C528_S,DIRECT_PHYSICAL,36.0,1.3443675821405378e-17,1.428657139629299e-35,2.955692550452809e-13
a000_i020,C528_S,DIRECT_PHYSICAL,40.0,3.2327598799841145e-25,1.5571263337145612e-42,7.164560616635399e-21
a000_i020,C528_S,DIRECT_PHYSICAL,44.0,4.1201526759848756e-32,2.0450774972072492e-52,4.2006545637569665e-28
a000_i020,C528_S,DIRECT_PHYSICAL,48.0,1.413251490171023e-39,0.0,1.4147907081155182e-35
a000_i020,C528_S,DIRECT_PHYSICAL,52.0,1.385096424777146e-48,0.0,1.3852934008299653e-44
a000_i020,C528_S,DIRECT_PHYSICAL,56.0,3.8779029019591386e-59,0.0,3.877975342891037e-55
a000_i020,C528_S,DIRECT_PHYSICAL,60.0,3.1013986294162147e-71,0.0,3.101406239801234e-67
a000_i020,C528_S,DIRECT_PHYSICAL,64.0,7.085334217031021e-85,0.0,7.085336500898395e-81
a000_i020,C528_S,DIRECT_PHYSICAL,68.0,4.623863082954946e-100,0.0,4.6238632787388335e-96
a000_i020,C528_S,DIRECT_PHYSICAL,72.0,8.619685830531241e-117,0.0,8.619685878474205e-113
a000_i020,C528_S,DIRECT_PHYSICAL,76.0,4.590074673879114e-135,0.0,4.590074677232742e-131
a000_i020,C528_S,DIRECT_PHYSICAL,80.0,6.982161774814653e-155,0.0,6.982161775484767e-151
a000_i020,C528_S,DIRECT_PHYSICAL,84.0,3.0339044946452606e-176,0.0,3.03390449468351e-172
a000_i020,C528_S,DIRECT_PHYSICAL,88.0,3.765786947033402e-199,0.0,3.76578694703964e-195
a000_i020,C528_S,DIRECT_PHYSICAL,92.0,1.3352156937401825e-223,0.0,1.3352156937404735e-219
a000_i020,C528_S,DIRECT_PHYSICAL,96.0,1.352349525297773e-249,0.0,1.3523495252978124e-245
a000_i020,C528_S,DIRECT_PHYSICAL,100.0,3.912625847958933e-277,0.0,3.912625847958949e-273
a000_i020,C528_S,DIRECT_PHYSICAL,104.0,3.2336240673108834e-306,0.0,3.2336240673108866e-302
a000_i020,C528_S,DIRECT_PHYSICAL,108.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,112.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,116.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,120.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,124.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,128.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,132.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,136.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,140.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,144.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,148.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,152.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,156.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,160.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,164.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,168.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,172.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,176.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,180.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,184.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,188.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,192.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,196.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,200.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,204.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,208.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,212.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,216.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,220.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,224.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,228.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,232.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,236.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,240.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,244.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,248.0,0.0,0.0,0.0
a000_i020,C528_S,DIRECT_PHYSICAL,252.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,0.0,0.48483663962701884,6.508541327938547e-06,266.6196741412501
a000_i020,C528_S,RESOLVED_PHYSICAL,4.0,0.4837252960842475,5.427389580017956e-06,260.1261220273854
a000_i020,C528_S,RESOLVED_PHYSICAL,8.0,0.4821496497103153,4.180576946027474e-07,243.16560951127806
a000_i020,C528_S,RESOLVED_PHYSICAL,12.0,0.45728126589129914,2.2828753425879473e-09,213.7765929110872
a000_i020,C528_S,RESOLVED_PHYSICAL,16.0,0.2897709866179029,6.475169874271178e-12,160.6693181586402
a000_i020,C528_S,RESOLVED_PHYSICAL,20.0,0.05461238692479732,2.2527340685037737e-14,104.84565974699846
a000_i020,C528_S,RESOLVED_PHYSICAL,24.0,0.006759078601878006,7.159803493509296e-12,78.81225137456588
a000_i020,C528_S,RESOLVED_PHYSICAL,28.0,0.00679287001090703,5.085790458265307e-10,79.11550190791091
a000_i020,C528_S,RESOLVED_PHYSICAL,32.0,0.005693349378244453,1.4428390983410229e-08,78.29512830035077
a000_i020,C528_S,RESOLVED_PHYSICAL,36.0,0.0034126187255186613,6.860977188429813e-08,64.99262506576105
a000_i020,C528_S,RESOLVED_PHYSICAL,40.0,0.0019988258111884568,1.700390905353579e-07,51.06124154425671
a000_i020,C528_S,RESOLVED_PHYSICAL,44.0,0.0013544153896129208,2.841584718590463e-07,42.79481971338542
a000_i020,C528_S,RESOLVED_PHYSICAL,48.0,0.0009707818505175535,2.0359149694168384e-07,36.39295118293606
a000_i020,C528_S,RESOLVED_PHYSICAL,52.0,0.0007383518915744267,8.284831611970966e-09,29.554631084860542
a000_i020,C528_S,RESOLVED_PHYSICAL,56.0,0.0005547331244550842,6.757397711398767e-12,23.99571961383823
a000_i020,C528_S,RESOLVED_PHYSICAL,60.0,0.00039064189751529315,1.5292619638210792e-16,18.98965956417394
a000_i020,C528_S,RESOLVED_PHYSICAL,64.0,0.0002653632565814537,0.0,14.800760183401117
a000_i020,C528_S,RESOLVED_PHYSICAL,68.0,0.00021826046591578234,0.0,11.035384501386753
a000_i020,C528_S,RESOLVED_PHYSICAL,72.0,0.00015944340049355647,0.0,7.758107926328657
a000_i020,C528_S,RESOLVED_PHYSICAL,76.0,7.92458353261867e-05,0.0,4.760210615122954
a000_i020,C528_S,RESOLVED_PHYSICAL,80.0,5.4648776954856215e-05,0.0,1.84498833423368
a000_i020,C528_S,RESOLVED_PHYSICAL,84.0,1.810900750100482e-05,0.0,0.6443428049840306
a000_i020,C528_S,RESOLVED_PHYSICAL,88.0,4.690310340955714e-06,0.0,0.3272778442888502
a000_i020,C528_S,RESOLVED_PHYSICAL,92.0,3.58396578262849e-06,0.0,0.19988692243500086
a000_i020,C528_S,RESOLVED_PHYSICAL,96.0,1.571121285991886e-06,0.0,0.07057561385313997
a000_i020,C528_S,RESOLVED_PHYSICAL,100.0,2.125518214219431e-07,0.0,0.005986541589136811
a000_i020,C528_S,RESOLVED_PHYSICAL,104.0,1.3731954608475808e-09,0.0,3.3259624185482124e-05
a000_i020,C528_S,RESOLVED_PHYSICAL,108.0,2.697657595857921e-13,0.0,6.1410188495665545e-09
a000_i020,C528_S,RESOLVED_PHYSICAL,112.0,1.5423116682982888e-18,0.0,3.3301257975323145e-14
a000_i020,C528_S,RESOLVED_PHYSICAL,116.0,2.5436055148624185e-25,0.0,5.203032396463658e-21
a000_i020,C528_S,RESOLVED_PHYSICAL,120.0,1.2053340066073304e-33,0.0,2.334100807037588e-29
a000_i020,C528_S,RESOLVED_PHYSICAL,124.0,1.6375806938573563e-43,0.0,3.0042482516279244e-39
a000_i020,C528_S,RESOLVED_PHYSICAL,128.0,6.3707442314049005e-55,0.0,1.1092413294892363e-50
a000_i020,C528_S,RESOLVED_PHYSICAL,132.0,7.091529436615788e-68,0.0,1.1747706876772931e-63
a000_i020,C528_S,RESOLVED_PHYSICAL,136.0,2.2575816545956166e-82,0.0,3.568446418334649e-78
a000_i020,C528_S,RESOLVED_PHYSICAL,140.0,2.0547724165020054e-98,0.0,3.108541215470728e-94
a000_i020,C528_S,RESOLVED_PHYSICAL,144.0,5.345733420857926e-116,0.0,7.764739200353283e-112
a000_i020,C528_S,RESOLVED_PHYSICAL,148.0,3.974738982924322e-135,0.0,5.56059778155316e-131
a000_i020,C528_S,RESOLVED_PHYSICAL,152.0,8.44540383457885e-156,0.0,1.1414684551995412e-151
a000_i020,C528_S,RESOLVED_PHYSICAL,156.0,5.127525963752126e-178,0.0,6.7153932172582435e-174
a000_i020,C528_S,RESOLVED_PHYSICAL,160.0,8.894974989669837e-202,0.0,1.1320278911986198e-197
a000_i020,C528_S,RESOLVED_PHYSICAL,164.0,4.408703830309866e-227,0.0,5.466780250524531e-223
a000_i020,C528_S,RESOLVED_PHYSICAL,168.0,6.24296386055273e-254,0.0,7.561446627601719e-250
a000_i020,C528_S,RESOLVED_PHYSICAL,172.0,2.5256437540100785e-282,0.0,2.99493719329973e-278
a000_i020,C528_S,RESOLVED_PHYSICAL,176.0,2.9190725919e-312,0.0,3.39619733890666e-308
a000_i020,C528_S,RESOLVED_PHYSICAL,180.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,184.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,188.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,192.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,196.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,200.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,204.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,208.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,212.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,216.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,220.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,224.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,228.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,232.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,236.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,240.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,244.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,248.0,0.0,0.0,0.0
a000_i020,C528_S,RESOLVED_PHYSICAL,252.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,0.0,0.48483663985963915,6.508544790385462e-06,266.6197204243522
a000_i020,C528_S,DELAY_ONLY,4.0,0.48372555566518183,5.4277833898079175e-06,260.1786328809438
a000_i020,C528_S,DELAY_ONLY,8.0,0.4821582449942448,4.3363399496606303e-07,245.30337502364202
a000_i020,C528_S,DELAY_ONLY,12.0,0.4571704799060662,6.624556559027601e-08,222.9691533933646
a000_i020,C528_S,DELAY_ONLY,16.0,0.28925523212384274,8.358372586869238e-08,177.78507422651356
a000_i020,C528_S,DELAY_ONLY,20.0,0.05411071233667146,5.454716928976221e-08,123.50060763252124
a000_i020,C528_S,DELAY_ONLY,24.0,0.012282578460483817,3.762074281861083e-08,98.84362108716992
a000_i020,C528_S,DELAY_ONLY,28.0,0.01296487889000644,4.2178761346059496e-08,102.45027666956304
a000_i020,C528_S,DELAY_ONLY,32.0,0.01291067492817436,4.9184190246623714e-08,106.71069984275172
a000_i020,C528_S,DELAY_ONLY,36.0,0.012564168728793245,4.341572082037227e-08,103.20060252413802
a000_i020,C528_S,DELAY_ONLY,40.0,0.011674463321610887,3.539890849027387e-08,95.55889641963668
a000_i020,C528_S,DELAY_ONLY,44.0,0.011117376685358525,2.7136022549149756e-08,87.0479728252084
a000_i020,C528_S,DELAY_ONLY,48.0,0.010440774423100214,2.1802774443468696e-08,77.46716354399908
a000_i020,C528_S,DELAY_ONLY,52.0,0.009864167173009277,2.0091154406057123e-08,70.72305852669211
a000_i020,C528_S,DELAY_ONLY,56.0,0.005275275070470452,1.4813706750768933e-08,62.796664583480094
a000_i020,C528_S,DELAY_ONLY,60.0,0.0026478397031186205,6.664528865525613e-09,53.02936569894565
a000_i020,C528_S,DELAY_ONLY,64.0,0.0021772640350273195,3.795037911691178e-09,43.794681543852974
a000_i020,C528_S,DELAY_ONLY,68.0,0.0016118537335806952,1.874601279404489e-10,33.07904852720814
a000_i020,C528_S,DELAY_ONLY,72.0,0.0015900789531835633,5.2573717350921e-12,21.75014526459357
a000_i020,C528_S,DELAY_ONLY,76.0,0.0013732864978930402,3.157992336160841e-16,13.84593359411565
a000_i020,C528_S,DELAY_ONLY,80.0,0.00032807759255636213,0.0,6.523813173210249
a000_i020,C528_S,DELAY_ONLY,84.0,9.180675764958158e-05,0.0,2.9008075902431103
a000_i020,C528_S,DELAY_ONLY,88.0,9.117693579524931e-05,0.0,1.8036515234385866
a000_i020,C528_S,DELAY_ONLY,92.0,7.55471107189612e-05,0.0,1.1526804828987702
a000_i020,C528_S,DELAY_ONLY,96.0,1.2343416157625894e-05,0.0,0.2542241856326261
a000_i020,C528_S,DELAY_ONLY,100.0,5.145465014312274e-07,0.0,0.00816573440061403
a000_i020,C528_S,DELAY_ONLY,104.0,3.2804115677682274e-09,0.0,3.9345965533447333e-05
a000_i020,C528_S,DELAY_ONLY,108.0,6.359098987742859e-13,0.0,7.410922446093078e-09
a000_i020,C528_S,DELAY_ONLY,112.0,3.57068839538539e-18,0.0,4.12378873864725e-14
a000_i020,C528_S,DELAY_ONLY,116.0,5.765190652314518e-25,0.0,6.608412674010787e-21
a000_i020,C528_S,DELAY_ONLY,120.0,2.672020510205362e-33,0.0,3.039042486833439e-29
a000_i020,C528_S,DELAY_ONLY,124.0,3.5524558555251206e-43,0.0,4.007460317989971e-39
a000_i020,C528_S,DELAY_ONLY,128.0,1.3541803879811187e-54,0.0,1.5148056165881378e-50
a000_i020,C528_S,DELAY_ONLY,132.0,1.4794757203115736e-67,0.0,1.6409764768655038e-63
a000_i020,C528_S,DELAY_ONLY,136.0,4.6308637918734644e-82,0.0,5.09348217467943e-78
a000_i020,C528_S,DELAY_ONLY,140.0,4.1513697296012866e-98,0.0,4.5290158952287913e-94
a000_i020,C528_S,DELAY_ONLY,144.0,1.0655204107324594e-115,0.0,1.1533983074467235e-111
a000_i020,C528_S,DELAY_ONLY,148.0,7.828024936415941e-135,0.0,8.411086822433e-131
a000_i020,C528_S,DELAY_ONLY,152.0,1.6457158112953744e-155,0.0,1.7560441672550368e-151
a000_i020,C528_S,DELAY_ONLY,156.0,9.898607946532277e-178,0.0,1.0494110397390958e-173
a000_i020,C528_S,DELAY_ONLY,160.0,1.703043661604045e-201,0.0,1.794745983636597e-197
a000_i020,C528_S,DELAY_ONLY,164.0,8.379841336864885e-227,0.0,8.782785473038861e-223
a000_i020,C528_S,DELAY_ONLY,168.0,1.1790692250520788e-253,0.0,1.2295977044014173e-249
a000_i020,C528_S,DELAY_ONLY,172.0,4.743288836516206e-282,0.0,4.924133767121077e-278
a000_i020,C528_S,DELAY_ONLY,176.0,5.455154086114e-312,0.0,5.639910934241406e-308
a000_i020,C528_S,DELAY_ONLY,180.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,184.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,188.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,192.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,196.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,200.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,204.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,208.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,212.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,216.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,220.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,224.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,228.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,232.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,236.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,240.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,244.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,248.0,0.0,0.0,0.0
a000_i020,C528_S,DELAY_ONLY,252.0,0.0,0.0,0.0
a000_i020,C528_S,SPATIAL_ONLY,0.0,0.48695436115891894,7.783926968284426e-05,276.05462706965324
a000_i020,C528_S,SPATIAL_ONLY,4.0,0.485994991832683,7.025630967150568e-05,269.2040955290202
a000_i020,C528_S,SPATIAL_ONLY,8.0,0.4838385718892099,4.08681166226202e-05,251.03903345253173
