regime,family,split,index,relative_error,max_absolute_error,bias,min_estimate,n_clipped,clipped_fraction
joint_inversion,m1_rotating_crescent,pilot,4,0.01428039547178964,0.04983172170897654,3.1068030093006627e-15,0.34051808762039654,0.0,0.0
joint_inversion,m1_rotating_crescent,pilot,5,0.01123661282013975,0.03277560665664603,4.669355180286771e-15,0.2585086710124197,0.0,0.0
joint_inversion,m1_rotating_crescent,pilot,6,0.03047193278039157,0.08925913628121673,4.435340983377501e-15,0.26341816973252324,0.0,0.0
joint_inversion,m1_rotating_crescent,pilot,7,0.014544017427615146,0.033906533101964564,3.241330814862664e-15,0.35743450831434215,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,0,0.01371779796522743,0.03329861699946757,5.2345280887600154e-15,0.21379096350541146,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,1,0.011817829353740383,0.032584656877822415,2.7144952952085077e-15,0.2583688214201597,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,2,0.019824782704692397,0.07318136418539689,4.926094254731339e-15,0.20665427950105292,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,3,0.01125549729950112,0.029896817305124168,2.842604623909395e-15,0.2914316861935843,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,4,0.05896619576096736,0.21196441799358157,6.0396132539608514e-15,0.22370818488402472,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,5,0.008184462402551742,0.018461353125226454,2.7337940938787496e-15,0.3134686340864793,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,6,0.01240100472921641,0.045049172253323055,2.4091839634365896e-15,0.4208164331230654,0.0,0.0
joint_inversion,m1_rotating_crescent,selection,7,0.015352403083150253,0.0314750832683639,2.4810015153420296e-15,0.32704142496252725,0.0,0.0
joint_inversion,m2_structural_mode,pilot,0,0.013087750199255182,0.024237528312674783,7.898195986122403e-15,0.2235448605003576,0.0,0.0
joint_inversion,m2_structural_mode,pilot,1,0.014489486969266288,0.0369773623190226,2.399816456666315e-15,0.3556550623728605,0.0,0.0
joint_inversion,m2_structural_mode,pilot,2,0.00878224695719704,0.03527171316289257,2.730281278839897e-15,0.3550719704760801,0.0,0.0
joint_inversion,m2_structural_mode,pilot,3,0.01835512368459941,0.043771542262218244,4.722437718651662e-15,0.30428860515168926,0.0,0.0
joint_inversion,m2_structural_mode,pilot,4,0.017309669806774414,0.033720098897273676,6.180646272557766e-15,0.19613047037076145,0.0,0.0
joint_inversion,m2_structural_mode,pilot,5,0.014795069807195546,0.026655204861926407,3.443946516856755e-15,0.18602607546508543,0.0,0.0
joint_inversion,m2_structural_mode,pilot,6,0.029704672904284763,0.10340006704705584,2.614792063426741e-15,0.33108984175302597,0.0,0.0
joint_inversion,m2_structural_mode,pilot,7,0.01380389629235142,0.05190612166969322,9.950373858202966e-16,0.41646423552408635,0.0,0.0
joint_inversion,m2_structural_mode,selection,0,0.019364611466593584,0.028490201515506408,5.810456282784315e-15,0.19072737550295898,0.0,0.0
joint_inversion,m2_structural_mode,selection,1,0.014021932024638509,0.042699977796367916,3.43761477616944e-15,0.20343897523104398,0.0,0.0
joint_inversion,m2_structural_mode,selection,2,0.015037738979676207,0.046303405728804314,1.1600963245594897e-15,0.322930513341752,0.0,0.0
joint_inversion,m2_structural_mode,selection,3,0.054167164937053154,0.14098296237657815,3.958422131744577e-15,0.3068387109592617,0.0,0.0
joint_inversion,m2_structural_mode,selection,4,0.014778379705523328,0.037174924739098336,4.509326939627911e-15,0.203728097514414,0.0,0.0
joint_inversion,m2_structural_mode,selection,5,0.013185708135122312,0.045187613321354125,1.216474837528736e-15,0.33791731090934796,0.0,0.0
joint_inversion,m2_structural_mode,selection,6,0.014768112577857052,0.036351566468819874,5.146924553223187e-15,0.2689060958250561,0.0,0.0
joint_inversion,m2_structural_mode,selection,7,0.01668166506219067,0.0385603407827928,2.465042059363043e-15,0.2592084731573123,0.0,0.0
joint_inversion,plunging_feature,pilot,0,0.012572337050652973,0.04040461795485206,3.60440843838461e-15,0.35464815051829784,0.0,0.0
joint_inversion,plunging_feature,pilot,1,0.012406924778316748,0.03605175112531489,7.740596358329909e-15,0.21310777409399798,0.0,0.0
joint_inversion,plunging_feature,pilot,2,0.011780605327306749,0.023164210524563744,3.3353961953475063e-15,0.24259897980813835,0.0,0.0
joint_inversion,plunging_feature,pilot,3,0.015423073302549925,0.04362774140976344,4.45555051187263e-15,0.2654618887134009,0.0,0.0
joint_inversion,plunging_feature,pilot,4,0.012095504978214836,0.03342908260020394,1.7172027688694413e-15,0.4557118815467569,0.0,0.0
joint_inversion,plunging_feature,pilot,5,0.006801007583333464,0.01886768571881392,2.1311945264113063e-15,0.31606319487537987,0.0,0.0
joint_inversion,plunging_feature,pilot,6,0.013661243768249714,0.0388094827388481,2.0556473190325164e-15,0.3963710757944825,0.0,0.0
joint_inversion,plunging_feature,pilot,7,0.012033276320131242,0.02554635720727083,1.5975068490270416e-15,0.3248193668911357,0.0,0.0
joint_inversion,plunging_feature,selection,0,0.015372026635216616,0.049371113496273766,5.215619602871868e-15,0.19541648689159927,0.0,0.0
joint_inversion,plunging_feature,selection,1,0.012597409167743878,0.057755456275636385,4.617573684528864e-15,0.34611387374136954,0.0,0.0
joint_inversion,plunging_feature,selection,2,0.014637384390554294,0.05052440599916164,4.773872269714374e-15,0.25909735567194747,0.0,0.0
joint_inversion,plunging_feature,selection,3,0.012843915744858679,0.03984882378677557,2.1935578353726726e-15,0.3987175371401149,0.0,0.0
joint_inversion,plunging_feature,selection,4,0.010685938880241755,0.03994804540524988,6.197906771143735e-15,0.2583942699452657,0.0,0.0
joint_inversion,plunging_feature,selection,5,0.013359095594314696,0.024841954399677846,2.2376198116624836e-15,0.3371323028149652,0.0,0.0
joint_inversion,plunging_feature,selection,6,0.016658711592611262,0.042836214405065354,1.5227402672124412e-15,0.24044209375480344,0.0,0.0
joint_inversion,plunging_feature,selection,7,0.02859398762506065,0.07269241512151481,3.900178791038656e-15,0.20621364238990378,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,0,0.008809361310378693,0.0317696455449894,4.460321001431566e-15,0.2931888590649905,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,1,0.01192213161573081,0.031193206757242242,5.9512290928598334e-15,0.24123583840815643,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,2,0.011981696637538217,0.035775730992407606,4.917247165003857e-15,0.2102287276387871,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,3,0.0216858019000261,0.02903440189517595,6.1150737251658425e-15,0.18255085090564133,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,4,0.03449415326498247,0.11484988997345491,5.48328743521509e-15,0.23170095515277622,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,5,0.018894336872690258,0.07832978012938585,4.7975512451614575e-15,0.226277860138092,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,6,0.01849342336807875,0.06266519354451727,5.013957998789564e-15,0.2764951745120522,0.0,0.0
joint_inversion,two_hotspot_trajectories,pilot,7,0.01892557754209175,0.025446840024594103,4.223010829917939e-15,0.1938599858226963,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,0,0.012206251908169522,0.02483406062989446,4.830510991205017e-15,0.2550954665488255,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,1,0.010292075472446508,0.02148478657221542,5.162537064506978e-15,0.24925624263020396,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,2,0.010199796737265784,0.034939181336057556,2.262426357368952e-15,0.38074713261846393,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,3,0.023769614635824284,0.060830626075345506,3.3074237792973802e-15,0.33805085206709207,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,4,0.010765480441871214,0.020521659558105476,2.9227488484995233e-15,0.35194096866475744,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,5,0.01839989933814888,0.058781996093199895,2.1375262670986218e-15,0.26376020800686817,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,6,0.01398672689965596,0.0596552831125563,6.8790459439860285e-15,0.24083289747193437,0.0,0.0
joint_inversion,two_hotspot_trajectories,selection,7,0.016877074597883984,0.05159499944028956,7.398335416519686e-15,0.25219405240233495,0.0,0.0
