delay_structure,spatial_structure,attenuation,gamma,seed,max_order,numerical_rank,operational_rank,new_algebraic_modes,new_operational_modes,sigma_min_positive,kappa_positive
perturbed,independent,exponential,0.9,9000,4,24,0,0,0,0.003949638316174006,215.60804146741674
perturbed,independent,exponential,0.9,9000,5,24,0,0,0,0.005440501442605832,156.5249829199691
cell_dependent,identical,equalized,0.0,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,identical,equalized,0.0,9000,1,23,8,0,5,8.082013712250956e-05,18167.614844270818
cell_dependent,identical,equalized,0.0,9000,2,23,9,0,1,0.000824867701540012,2177.6000112346346
cell_dependent,identical,equalized,0.0,9000,3,23,10,0,1,0.0049880311476321664,414.170839760424
cell_dependent,identical,equalized,0.0,9000,4,23,12,0,2,0.04285221788951911,53.26711354197228
cell_dependent,identical,equalized,0.0,9000,5,23,13,0,1,0.06402426103547512,38.424395158348425
cell_dependent,identical,exponential,0.3,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,identical,exponential,0.3,9000,1,23,6,0,3,7.182451410336593e-05,18020.46472946631
cell_dependent,identical,exponential,0.3,9000,2,23,7,0,1,0.0006322682450356466,2232.964750918006
cell_dependent,identical,exponential,0.3,9000,3,23,8,0,1,0.002781365079751997,527.8196527158353
cell_dependent,identical,exponential,0.3,9000,4,23,8,0,0,0.01762452314208485,84.59075271829357
cell_dependent,identical,exponential,0.3,9000,5,23,8,0,0,0.024649355083762828,60.7824679741166
cell_dependent,identical,exponential,0.6,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,identical,exponential,0.6,9000,1,23,5,0,2,6.553683010890673e-05,18131.21041910295
cell_dependent,identical,exponential,0.6,9000,2,23,6,0,1,0.0004965429612467136,2471.478285957686
cell_dependent,identical,exponential,0.6,9000,3,23,6,0,0,0.0015257621024202556,810.8012193826767
cell_dependent,identical,exponential,0.6,9000,4,23,6,0,0,0.006973450674798858,177.65250978624326
cell_dependent,identical,exponential,0.6,9000,5,23,6,0,0,0.008364949448852027,148.12602364054297
cell_dependent,identical,exponential,0.9,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,identical,exponential,0.9,9000,1,23,4,0,1,6.11534648563474e-05,18412.007182266607
cell_dependent,identical,exponential,0.9,9000,2,23,4,0,0,0.0003989105993080011,2853.301015186562
cell_dependent,identical,exponential,0.9,9000,3,23,4,0,0,0.0008408773577729572,1355.504076524227
cell_dependent,identical,exponential,0.9,9000,4,23,4,0,0,0.0028098644387123993,405.69442861591085
cell_dependent,identical,exponential,0.9,9000,5,23,4,0,0,0.0029396437206676753,387.7864630860912
cell_dependent,rotation,equalized,0.0,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation,equalized,0.0,9000,1,24,7,1,4,6.0295350825800164e-05,23751.578687857564
cell_dependent,rotation,equalized,0.0,9000,2,24,8,0,1,0.0007565420613457924,2219.014699620787
cell_dependent,rotation,equalized,0.0,9000,3,24,10,0,2,0.002845036385829151,643.2910677348661
cell_dependent,rotation,equalized,0.0,9000,4,24,13,0,3,0.03656246331375394,53.52505288800652
cell_dependent,rotation,equalized,0.0,9000,5,24,14,0,1,0.10409090845760247,20.546009063771475
cell_dependent,rotation,exponential,0.3,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation,exponential,0.3,9000,1,24,6,1,3,5.9914204484209224e-05,21223.71181218183
cell_dependent,rotation,exponential,0.3,9000,2,24,7,0,1,0.0006209668968541389,2184.4514646691405
cell_dependent,rotation,exponential,0.3,9000,3,24,7,0,0,0.0016808800554832443,821.2743618155711
cell_dependent,rotation,exponential,0.3,9000,4,24,7,0,0,0.018048640837513966,76.87685279182645
cell_dependent,rotation,exponential,0.3,9000,5,24,7,0,0,0.05506650819853431,25.287974393748783
cell_dependent,rotation,exponential,0.6,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation,exponential,0.6,9000,1,24,5,1,2,5.934443506380612e-05,19792.139769747966
cell_dependent,rotation,exponential,0.6,9000,2,24,5,0,0,0.0005146722391370394,2335.123358604115
cell_dependent,rotation,exponential,0.6,9000,3,24,5,0,0,0.0009936660181789631,1212.9508356456936
cell_dependent,rotation,exponential,0.6,9000,4,24,5,0,0,0.009129154009156235,132.06732365131185
cell_dependent,rotation,exponential,0.6,9000,5,24,5,0,0,0.019209658668643895,62.77036269417448
cell_dependent,rotation,exponential,0.9,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation,exponential,0.9,9000,1,24,3,1,0,5.845358906761495e-05,19125.147678113062
cell_dependent,rotation,exponential,0.9,9000,2,24,3,0,0,0.0004349779836724781,2589.42999472929
cell_dependent,rotation,exponential,0.9,9000,3,24,3,0,0,0.0006100148231509358,1847.2402848504157
cell_dependent,rotation,exponential,0.9,9000,4,24,3,0,0,0.004423378722516467,254.75352255215026
cell_dependent,rotation,exponential,0.9,9000,5,24,3,0,0,0.007141841288039032,157.7851483308954
cell_dependent,rotation_shear,equalized,0.0,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation_shear,equalized,0.0,9000,1,24,8,1,5,5.9915903490712595e-05,26170.625790927592
cell_dependent,rotation_shear,equalized,0.0,9000,2,24,9,0,1,0.0008156606651273556,2472.4535334896696
cell_dependent,rotation_shear,equalized,0.0,9000,3,24,13,0,4,0.003983429526571738,591.4355348594485
cell_dependent,rotation_shear,equalized,0.0,9000,4,24,15,0,2,0.04782322554906037,56.06077649075373
cell_dependent,rotation_shear,equalized,0.0,9000,5,24,19,0,4,0.10592847820538502,30.610441603634122
cell_dependent,rotation_shear,exponential,0.3,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation_shear,exponential,0.3,9000,1,24,7,1,4,5.887942208720525e-05,23031.599474022536
cell_dependent,rotation_shear,exponential,0.3,9000,2,24,8,0,1,0.0006668226642975247,2279.5312111505873
cell_dependent,rotation_shear,exponential,0.3,9000,3,24,8,0,0,0.002338621717547464,678.9296879149815
cell_dependent,rotation_shear,exponential,0.3,9000,4,24,8,0,0,0.023416367165548773,68.81701340728586
cell_dependent,rotation_shear,exponential,0.3,9000,5,24,9,0,1,0.07126821880582035,22.87509688758104
cell_dependent,rotation_shear,exponential,0.6,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation_shear,exponential,0.6,9000,1,24,5,1,2,5.790486484225371e-05,21153.109140115637
cell_dependent,rotation_shear,exponential,0.6,9000,2,24,6,0,1,0.0005498968881191115,2326.672801537151
cell_dependent,rotation_shear,exponential,0.6,9000,3,24,7,0,1,0.001379273752134181,935.4193768711203
cell_dependent,rotation_shear,exponential,0.6,9000,4,24,7,0,0,0.011812084986327418,109.35122976966228
cell_dependent,rotation_shear,exponential,0.6,9000,5,24,7,0,0,0.03464207708064909,37.3004867570657
cell_dependent,rotation_shear,exponential,0.9,9000,0,23,3,23,3,3.5617168865649276e-11,29354481806.310127
cell_dependent,rotation_shear,exponential,0.9,9000,1,24,4,1,1,5.681310919373896e-05,20187.670656886487
cell_dependent,rotation_shear,exponential,0.9,9000,2,24,4,0,0,0.00046006324802317603,2530.0590681980957
cell_dependent,rotation_shear,exponential,0.9,9000,3,24,4,0,0,0.000808721754151844,1441.2343483586424
cell_dependent,rotation_shear,exponential,0.9,9000,4,24,4,0,0,0.005766993901790949,202.12484196968012
cell_dependent,rotation_shear,exponential,0.9,9000,5,24,4,0,0,0.011570636213300104,100.74383141085957
cell_dependent,independent,equalized,0.0,9000,0,23,0,23,0,4.1365600308972045e-11,17224654396.4372
cell_dependent,independent,equalized,0.0,9000,1,24,3,1,3,6.410460344062753e-05,17139.987841520513
cell_dependent,independent,equalized,0.0,9000,2,24,7,0,4,0.0005841796463837383,2088.974385429646
cell_dependent,independent,equalized,0.0,9000,3,24,7,0,0,0.0038189925288149304,379.98390981262276
cell_dependent,independent,equalized,0.0,9000,4,24,9,0,2,0.024391036809878475,61.91732727133701
cell_dependent,independent,equalized,0.0,9000,5,24,10,0,1,0.09464401624659376,16.20291507688999
cell_dependent,independent,exponential,0.3,9000,0,23,0,23,0,4.1365600308972045e-11,17224654396.4372
cell_dependent,independent,exponential,0.3,9000,1,24,0,1,0,5.98066176582979e-05,15638.83768266964
cell_dependent,independent,exponential,0.3,9000,2,24,0,0,0,0.00043555704796330243,2233.235780969722
cell_dependent,independent,exponential,0.3,9000,3,24,1,0,1,0.0022002272252561947,463.1257449258132
cell_dependent,independent,exponential,0.3,9000,4,24,1,0,0,0.010092105855212771,101.63918109903598
cell_dependent,independent,exponential,0.3,9000,5,24,1,0,0,0.06393988103536342,16.05473960920498
cell_dependent,independent,exponential,0.6,9000,0,23,0,23,0,4.1365600308972045e-11,17224654396.4372
cell_dependent,independent,exponential,0.6,9000,1,24,0,1,0,5.5794130127856415e-05,15023.701363549277
cell_dependent,independent,exponential,0.6,9000,2,24,0,0,0,0.0003347792046098184,2536.382900972592
cell_dependent,independent,exponential,0.6,9000,3,24,0,0,0,0.0013648002388007019,627.8308190380106
cell_dependent,independent,exponential,0.6,9000,4,24,0,0,0,0.004272359937851999,200.70814255595766
cell_dependent,independent,exponential,0.6,9000,5,24,0,0,0,0.016108204101985022,53.23476187849931
cell_dependent,independent,exponential,0.9,9000,0,23,0,23,0,4.1365600308972045e-11,17224654396.4372
cell_dependent,independent,exponential,0.9,9000,1,24,0,1,0,5.198996684247598e-05,15049.349849846145
cell_dependent,independent,exponential,0.9,9000,2,24,0,0,0,0.00027184018192594135,2889.922095945029
cell_dependent,independent,exponential,0.9,9000,3,24,0,0,0,0.0008898690765592557,884.2618112191358
cell_dependent,independent,exponential,0.9,9000,4,24,0,0,0,0.0018204568269437921,432.2686749216077
cell_dependent,independent,exponential,0.9,9000,5,24,0,0,0,0.004865022104256237,161.75199349404187
