regime,arm,estimator,snr0,hyperparameter,selection_error
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.001,0.6695528896704058
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.00031622776601683794,0.6485127724556539
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.0001,0.6253459925346486
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.1622776601683795e-05,0.6160207682795936
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-05,0.6576537984807992
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.162277660168379e-06,0.7556574444022477
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-06,0.9379374131751016
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.162277660168379e-07,1.3296963036983318
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-07,2.5168228296482225
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.162277660168379e-08,5.343484921909517
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-08,10.709662140992094
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.1622776601683795e-09,19.118956191472904
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-09,30.3094328301317
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,3.1622776601683795e-10,46.579711763315736
estimated_from_data,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,1e-10,73.37298930565579
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1.0,0.7192899232442976
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.31622776601683794,0.7177104445314016
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.1,0.7186719025171936
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.03162277660168379,0.7186719025171936
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.01,0.7104097444929738
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.0031622776601683794,0.7063364443872141
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.001,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.00031622776601683794,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,0.0001,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,3.1622776601683795e-05,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1e-05,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,3.162277660168379e-06,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1e-06,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,3.162277660168379e-07,0.7015477709919947
estimated_from_data,TOTAL_FLUX,TSVD,100.0,1e-07,0.7015477709919947
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,1.0,0.7212422661389866
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.31622776601683794,0.7215636530254902
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.1,0.7206457226657337
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.03162277660168379,0.7198844761032624
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.01,0.7194578322508293
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.0031622776601683794,0.7173469234205171
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.001,0.7141748072194054
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.00031622776601683794,0.7096897815862447
estimated_from_data,TOTAL_FLUX,RIDGE_IDENTITY,100.0,0.0001,0.7068871930823102
