arm,estimator,snr0,regime,family,hyperparameter,n_truths,L_stable_anchor,T_stable_anchor,old_band_normalized_error,old_band_absolute_error,freeze_sha256
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,IN_CLASS_ID,correlated_extended_field,3.1622776601683795e-05,512,0.0,-1.0,0.7295172608749351,0.7390053482349866,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,IN_CLASS_ID,rotating_asymmetric_crescent,3.1622776601683795e-05,512,0.0,-1.0,0.7240754195395378,1.146981908394987,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,IN_CLASS_ID,single_orbiting_hotspot,3.1622776601683795e-05,512,0.0,-1.0,0.7276942524826442,0.8642549623165945,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,IN_CLASS_ID,two_independent_hotspots,3.1622776601683795e-05,512,0.0,-1.0,0.722453049629294,0.9808171877448943,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,IN_CLASS_OOD,moving_flare_birth_decay,3.1622776601683795e-05,1024,0.0,-1.0,0.7219610729432622,0.7281644179682112,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,OFF_GRID_ID,correlated_extended_field,3.1622776601683795e-05,256,0.0,-1.0,0.7291513327698995,0.7413091702647725,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,OFF_GRID_ID,rotating_asymmetric_crescent,3.1622776601683795e-05,256,0.0,-1.0,0.7340062898470681,0.8744158388616553,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,OFF_GRID_ID,single_orbiting_hotspot,3.1622776601683795e-05,256,0.0,-1.0,0.7298535737523573,0.7388479575919347,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,OFF_GRID_ID,two_independent_hotspots,3.1622776601683795e-05,256,0.0,-1.0,0.7313809375360865,0.7507108294518479,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3.0,OFF_GRID_OOD,moving_flare_birth_decay,3.1622776601683795e-05,1024,0.0,-1.0,0.728178826729406,0.7285267089238953,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,IN_CLASS_ID,correlated_extended_field,0.00031622776601683794,512,0.0,-1.0,1.4003298799762733,1.4192758556885363,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,IN_CLASS_ID,rotating_asymmetric_crescent,0.00031622776601683794,512,0.0,-1.0,1.300163147547678,2.0483883917009877,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,IN_CLASS_ID,single_orbiting_hotspot,0.00031622776601683794,512,0.0,-1.0,1.3665464962782208,1.6184874743538709,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,IN_CLASS_ID,two_independent_hotspots,0.00031622776601683794,512,0.0,-1.0,1.3382656606432826,1.8099020131516779,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,IN_CLASS_OOD,moving_flare_birth_decay,0.00031622776601683794,1024,0.0,-1.0,1.4322382968377925,1.4366438314292662,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,OFF_GRID_ID,correlated_extended_field,0.00031622776601683794,256,0.0,-1.0,1.3830316931268598,1.4075612159170474,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,OFF_GRID_ID,rotating_asymmetric_crescent,0.00031622776601683794,256,0.0,-1.0,1.3735378334653916,1.6321145936846744,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,OFF_GRID_ID,single_orbiting_hotspot,0.00031622776601683794,256,0.0,-1.0,1.387714384151825,1.405084225546716,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,OFF_GRID_ID,two_independent_hotspots,0.00031622776601683794,256,0.0,-1.0,1.4024011900214468,1.4384303779762893,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3.0,OFF_GRID_OOD,moving_flare_birth_decay,0.00031622776601683794,1024,0.0,-1.0,1.3952439597698587,1.3955269695835768,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,IN_CLASS_ID,correlated_extended_field,1e-06,512,96.0,96.0,0.14729933756191688,0.15010130780526115,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,IN_CLASS_ID,rotating_asymmetric_crescent,1e-06,512,120.0,120.0,0.1289202560695414,0.20744340593503918,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,IN_CLASS_ID,single_orbiting_hotspot,1e-06,512,96.0,96.0,0.13262648271965888,0.1588699755096586,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,IN_CLASS_ID,two_independent_hotspots,1e-06,512,84.0,84.0,0.14032792732614413,0.19226697037752075,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,IN_CLASS_OOD,moving_flare_birth_decay,1e-06,1024,120.0,120.0,0.13019877384358797,0.13134838554686756,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,OFF_GRID_ID,correlated_extended_field,1e-06,256,40.0,40.0,0.16459169361872267,0.16867848917645317,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,OFF_GRID_ID,rotating_asymmetric_crescent,1e-06,256,0.0,-1.0,0.22046796491304618,0.2662922379603194,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,OFF_GRID_ID,single_orbiting_hotspot,1e-06,256,120.0,120.0,0.1330883838596326,0.13493286914230765,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,OFF_GRID_ID,two_independent_hotspots,1e-06,256,120.0,120.0,0.14882500404984744,0.15313323908154414,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3.0,OFF_GRID_OOD,moving_flare_birth_decay,1e-06,1024,120.0,120.0,0.11982016854593604,0.11988130987011619,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,IN_CLASS_ID,correlated_extended_field,0.09999999999999999,512,0.0,-1.0,1.3978536885599362,1.4168046900829738,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,IN_CLASS_ID,rotating_asymmetric_crescent,0.09999999999999999,512,0.0,-1.0,1.3018416983091838,2.0513560652086062,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,IN_CLASS_ID,single_orbiting_hotspot,0.09999999999999999,512,0.0,-1.0,1.3649225606235775,1.6166682610438008,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,IN_CLASS_ID,two_independent_hotspots,0.09999999999999999,512,0.0,-1.0,1.339047807105695,1.8113607602589008,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,IN_CLASS_OOD,moving_flare_birth_decay,0.09999999999999999,1024,0.0,-1.0,1.4285888284584751,1.4330123782930984,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,OFF_GRID_ID,correlated_extended_field,0.09999999999999999,256,0.0,-1.0,1.3818919210732488,1.4064076611636631,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,OFF_GRID_ID,rotating_asymmetric_crescent,0.09999999999999999,256,0.0,-1.0,1.370480934951648,1.6285635380427972,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,OFF_GRID_ID,single_orbiting_hotspot,0.09999999999999999,256,0.0,-1.0,1.3852097402780261,1.4025670024297212,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,OFF_GRID_ID,two_independent_hotspots,0.09999999999999999,256,0.0,-1.0,1.3994572601612039,1.435443662865795,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3.0,OFF_GRID_OOD,moving_flare_birth_decay,0.09999999999999999,1024,0.0,-1.0,1.391884433705765,1.3921675615173683,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TSVD,10.0,IN_CLASS_ID,correlated_extended_field,0.0031622776601683794,512,0.0,-1.0,0.6945877898676706,0.7037147640394235,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TSVD,10.0,IN_CLASS_ID,rotating_asymmetric_crescent,0.0031622776601683794,512,0.0,-1.0,0.6991455214007427,1.1083728232493102,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
