arm,estimator,snr0,regime,family,n_truths,L_stable_anchor,old_band_normalized_error,old_band_absolute_error,freeze_sha256
RESOLVED_PHYSICAL,TSVD,100.0,IN_CLASS_OOD,moving_flare_birth_decay,512,80.0,0.29130678498963897,0.29248984909410036,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TSVD,100.0,OFF_GRID_ID,correlated_extended_field,512,76.0,0.31345688987617637,0.31913845300222676,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TSVD,100.0,OFF_GRID_ID,rotating_asymmetric_crescent,512,0.0,0.3591579135528386,0.44064250998915283,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TSVD,100.0,OFF_GRID_ID,single_orbiting_hotspot,512,80.0,0.30603721347385554,0.31118821081584525,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TSVD,100.0,OFF_GRID_ID,two_independent_hotspots,512,76.0,0.3164981368566968,0.3275488181526762,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TSVD,100.0,OFF_GRID_OOD,moving_flare_birth_decay,512,80.0,0.2951988139186953,0.29529736594041095,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,IN_CLASS_ID,correlated_extended_field,512,76.0,0.2749252907096547,0.2775001149538636,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,IN_CLASS_ID,rotating_asymmetric_crescent,512,80.0,0.25915948650910103,0.41321492983064456,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,IN_CLASS_ID,single_orbiting_hotspot,512,80.0,0.2649816161777532,0.3155967711149503,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,IN_CLASS_ID,two_independent_hotspots,512,80.0,0.25951325807659775,0.3646945671340367,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,IN_CLASS_OOD,moving_flare_birth_decay,512,80.0,0.2690975088597044,0.2702187742927026,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,OFF_GRID_ID,correlated_extended_field,512,76.0,0.29198540654994476,0.2971992072525164,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,OFF_GRID_ID,rotating_asymmetric_crescent,512,0.0,0.3279822755553541,0.4006652951369331,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,OFF_GRID_ID,single_orbiting_hotspot,512,80.0,0.2815675583962071,0.2862498940938147,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,OFF_GRID_ID,two_independent_hotspots,512,76.0,0.28969175752782667,0.29967999867420186,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,OFF_GRID_OOD,moving_flare_birth_decay,512,80.0,0.27262065244787187,0.27271361641884495,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,IN_CLASS_ID,correlated_extended_field,512,88.0,0.6727890736370693,0.6797936355094618,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,IN_CLASS_ID,rotating_asymmetric_crescent,512,88.0,0.6661270660143325,1.0649661090120608,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,IN_CLASS_ID,single_orbiting_hotspot,512,88.0,0.664655833582545,0.7938001121575876,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,IN_CLASS_ID,two_independent_hotspots,512,88.0,0.6638629730246388,0.9363153839935505,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,IN_CLASS_OOD,moving_flare_birth_decay,512,88.0,0.6986492205619318,0.6996556607196925,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,OFF_GRID_ID,correlated_extended_field,512,88.0,0.6864018273316157,0.6986298617369162,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,OFF_GRID_ID,rotating_asymmetric_crescent,512,0.0,0.7234340355505462,0.8885878267078289,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,OFF_GRID_ID,single_orbiting_hotspot,512,88.0,0.6807737419701791,0.691908085029431,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,OFF_GRID_ID,two_independent_hotspots,512,88.0,0.6902292089796878,0.7137415421702877,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,TIKHONOV_TEMPORAL,100.0,OFF_GRID_OOD,moving_flare_birth_decay,512,88.0,0.67119232130692,0.6712914706419887,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,IN_CLASS_ID,correlated_extended_field,512,48.0,0.19248248692345837,0.19441352641362067,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,IN_CLASS_ID,rotating_asymmetric_crescent,512,72.0,0.1634899305131242,0.264360070831982,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,IN_CLASS_ID,single_orbiting_hotspot,512,72.0,0.17284938094932004,0.20689338426029077,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,IN_CLASS_ID,two_independent_hotspots,512,68.0,0.1726502781054326,0.2440697897768494,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,IN_CLASS_OOD,moving_flare_birth_decay,512,120.0,0.17568919978461534,0.17708572680963136,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,OFF_GRID_ID,correlated_extended_field,512,0.0,0.2081204376736512,0.21299294977923028,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,OFF_GRID_ID,rotating_asymmetric_crescent,512,0.0,0.24966038013417227,0.30713792894484426,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,OFF_GRID_ID,single_orbiting_hotspot,512,120.0,0.18474234715673227,0.1880565832979702,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,OFF_GRID_ID,two_independent_hotspots,512,64.0,0.1980822395535961,0.205306849593136,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,WIENER_GAUSSIAN,100.0,OFF_GRID_OOD,moving_flare_birth_decay,512,120.0,0.1715397514563684,0.17163017708468775,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,IN_CLASS_ID,correlated_extended_field,512,92.0,0.8794645610047878,0.8886172963108103,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,IN_CLASS_ID,rotating_asymmetric_crescent,512,76.0,0.9519390512683856,1.516585898455887,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,IN_CLASS_ID,single_orbiting_hotspot,512,76.0,0.9224318243294412,1.100293907128545,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,IN_CLASS_ID,two_independent_hotspots,512,68.0,0.9598998536983687,1.3505902793396585,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,IN_CLASS_OOD,moving_flare_birth_decay,512,92.0,0.9183048680926433,0.9193790166719957,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,OFF_GRID_ID,correlated_extended_field,512,88.0,0.8919187291251469,0.9075947634637932,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,OFF_GRID_ID,rotating_asymmetric_crescent,512,0.0,0.966548024838523,1.1807464048050882,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,OFF_GRID_ID,single_orbiting_hotspot,512,92.0,0.8897444643641808,0.9041497604374437,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,OFF_GRID_ID,two_independent_hotspots,512,80.0,0.9061481190042583,0.9368155931359071,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
RESOLVED_PHYSICAL,LINEAR_STATE_SPACE,100.0,OFF_GRID_OOD,moving_flare_birth_decay,512,92.0,0.8740729262697838,0.8741758079444449,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,IN_CLASS_ID,correlated_extended_field,512,56.0,0.4745224653901097,0.47898355899179507,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,IN_CLASS_ID,rotating_asymmetric_crescent,512,60.0,0.46415430180580763,0.7396311533784306,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,IN_CLASS_ID,single_orbiting_hotspot,512,60.0,0.46992149654607396,0.5597851617692365,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,IN_CLASS_ID,two_independent_hotspots,512,60.0,0.46683847725983396,0.6565734046191412,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,IN_CLASS_OOD,moving_flare_birth_decay,512,56.0,0.4684788298743613,0.47124071397991135,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,OFF_GRID_ID,correlated_extended_field,512,56.0,0.4803771706886439,0.48843362220592346,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,OFF_GRID_ID,rotating_asymmetric_crescent,512,0.0,0.49858273294630084,0.6090614568059856,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,OFF_GRID_ID,single_orbiting_hotspot,512,56.0,0.4792541841962759,0.4869919056984321,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,OFF_GRID_ID,two_independent_hotspots,512,56.0,0.48237583191832545,0.49871491562270753,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,TSVD,100.0,OFF_GRID_OOD,moving_flare_birth_decay,512,56.0,0.4751786081173821,0.47537651961088045,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,IN_CLASS_ID,correlated_extended_field,512,60.0,0.44051253197907214,0.4446582592541032,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,IN_CLASS_ID,rotating_asymmetric_crescent,512,64.0,0.432731041968626,0.6907595297779638,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,IN_CLASS_ID,single_orbiting_hotspot,512,60.0,0.4375541589887685,0.5215927758761283,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,IN_CLASS_ID,two_independent_hotspots,512,64.0,0.43499848268287067,0.6124031885446073,4ef162320e09086a16f1e130b09a507d399438740647147560f339cd2aa60069
