arm,snr0,regime,estimator,level,coverage,disposition,reason,freeze_sha256,n_truths,mean_mahalanobis_squared,expected_mahalanobis_squared,ratio,median_pvalue,clipped_directions,numerically_supported_directions
DIRECT_PHYSICAL,1.0,validation_in_class,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,TIKHONOV_TEMPORAL,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,TIKHONOV_TEMPORAL,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,TIKHONOV_TEMPORAL,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,TIKHONOV_TEMPORAL,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,TIKHONOV_TEMPORAL,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,TIKHONOV_TEMPORAL,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,TIKHONOV_TEMPORAL,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,TIKHONOV_TEMPORAL,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,TIKHONOV_TEMPORAL,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,WIENER_GAUSSIAN,0.5,0.8541172572544643,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,WIENER_GAUSSIAN,0.9,0.9631609235491071,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,WIENER_GAUSSIAN,0.95,0.9725341796875,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,WIENER_GAUSSIAN,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,131.06604819691182,224.0,0.5851162865933563,1.0,0.0,224.0
DIRECT_PHYSICAL,1.0,validation_off_grid,WIENER_GAUSSIAN,0.5,0.9045061383928571,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,WIENER_GAUSSIAN,0.9,0.98291015625,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,WIENER_GAUSSIAN,0.95,0.9873465401785714,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,WIENER_GAUSSIAN,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,116.67933017889004,224.0,0.5208898668700448,1.0,0.0,224.0
DIRECT_PHYSICAL,1.0,validation_ood,WIENER_GAUSSIAN,0.5,0.9107491629464286,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,WIENER_GAUSSIAN,0.9,0.9882289341517857,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,WIENER_GAUSSIAN,0.95,0.9920479910714286,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,WIENER_GAUSSIAN,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,70.31701620490867,224.0,0.31391525091477085,1.0,0.0,224.0
DIRECT_PHYSICAL,1.0,validation_in_class,LINEAR_STATE_SPACE,0.5,0.4756992885044643,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,LINEAR_STATE_SPACE,0.9,0.8533848353794643,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,LINEAR_STATE_SPACE,0.95,0.90484619140625,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_in_class,LINEAR_STATE_SPACE,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,844.9335384358465,224.0,3.772024725160029,3.0462796559049457e-56,0.0,224.0
DIRECT_PHYSICAL,1.0,validation_off_grid,LINEAR_STATE_SPACE,0.5,0.4894810267857143,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,LINEAR_STATE_SPACE,0.9,0.8583147321428571,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,LINEAR_STATE_SPACE,0.95,0.9107561383928572,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_off_grid,LINEAR_STATE_SPACE,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,451.23257317728894,224.0,2.0144311302557543,6.303476541409233e-10,0.0,224.0
DIRECT_PHYSICAL,1.0,validation_ood,LINEAR_STATE_SPACE,0.5,0.4918736049107143,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,LINEAR_STATE_SPACE,0.9,0.863037109375,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,LINEAR_STATE_SPACE,0.95,0.9139753069196429,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,1.0,validation_ood,LINEAR_STATE_SPACE,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,385.9377029248633,224.0,1.722936173771711,5.021473682186978e-10,0.0,224.0
DIRECT_PHYSICAL,3.0,validation_in_class,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,TIKHONOV_TEMPORAL,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,TIKHONOV_TEMPORAL,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,TIKHONOV_TEMPORAL,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,TIKHONOV_TEMPORAL,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,TIKHONOV_TEMPORAL,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,TIKHONOV_TEMPORAL,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,TIKHONOV_TEMPORAL,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,TIKHONOV_TEMPORAL,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,TIKHONOV_TEMPORAL,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,WIENER_GAUSSIAN,0.5,0.8202340262276786,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,WIENER_GAUSSIAN,0.9,0.9370553152901786,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,WIENER_GAUSSIAN,0.95,0.9490966796875,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,WIENER_GAUSSIAN,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,534.2948407175563,224.0,2.3852448246319478,0.99429646637681,0.0,224.0
DIRECT_PHYSICAL,3.0,validation_off_grid,WIENER_GAUSSIAN,0.5,0.8764369419642857,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,WIENER_GAUSSIAN,0.9,0.9576171875,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,WIENER_GAUSSIAN,0.95,0.9641043526785714,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,WIENER_GAUSSIAN,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,1182.8169123724947,224.0,5.280432644520066,0.0018088151228363978,0.0,224.0
DIRECT_PHYSICAL,3.0,validation_ood,WIENER_GAUSSIAN,0.5,0.85546875,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,WIENER_GAUSSIAN,0.9,0.9384068080357143,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,WIENER_GAUSSIAN,0.95,0.9452253069196429,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,WIENER_GAUSSIAN,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,9097.787274054099,224.0,40.61512175917009,0.0,0.0,224.0
DIRECT_PHYSICAL,3.0,validation_in_class,LINEAR_STATE_SPACE,0.5,0.8712419782366071,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,LINEAR_STATE_SPACE,0.9,0.97283935546875,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,LINEAR_STATE_SPACE,0.95,0.9853864397321429,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,512.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_in_class,LINEAR_STATE_SPACE,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,81.08246615498952,224.0,0.3619752953347746,1.0,0.0,224.0
DIRECT_PHYSICAL,3.0,validation_off_grid,LINEAR_STATE_SPACE,0.5,0.8995396205357142,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,LINEAR_STATE_SPACE,0.9,0.9843052455357143,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,LINEAR_STATE_SPACE,0.95,0.9944056919642857,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,320.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_off_grid,LINEAR_STATE_SPACE,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,44.41954315456313,224.0,0.19830153194001396,1.0,0.0,224.0
DIRECT_PHYSICAL,3.0,validation_ood,LINEAR_STATE_SPACE,0.5,0.904296875,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,LINEAR_STATE_SPACE,0.9,0.9850899832589286,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,LINEAR_STATE_SPACE,0.95,0.996337890625,SUPPORTED,,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,256.0,,,,,,
DIRECT_PHYSICAL,3.0,validation_ood,LINEAR_STATE_SPACE,,,SUPPORTED,joint chi-square calibration,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,38.50163679522747,224.0,0.1718823071215512,1.0,0.0,224.0
DIRECT_PHYSICAL,10.0,validation_in_class,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_in_class,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_in_class,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_off_grid,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_off_grid,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_off_grid,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_ood,TSVD,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_ood,TSVD,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_ood,TSVD,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_in_class,RIDGE_IDENTITY,0.5,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_in_class,RIDGE_IDENTITY,0.9,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
DIRECT_PHYSICAL,10.0,validation_in_class,RIDGE_IDENTITY,0.95,,NOT_APPLICABLE,point estimator with no posterior covariance,e9c3a2d32a8bc24f638b0cb6e8fb573a72334b5e577afad9ed2b0aab5d009381,,,,,,,
