family,index,off_manifold,canary,age_M,level,multiplicity_label,centroid_r,centroid_phi,total_contrast,second_moment_rr,second_moment_pp,second_moment_rp,a_m1,a_m2,radial_mass_fraction_peak
two_hotspot_trajectories,3,False,False,44.0,2,2,10.118852534956742,2.496523613538702,113.12234672043806,0.06103587079345427,0.21790165424197763,0.006550453199447082,0.8955291247572347,0.6312292140123685,0.09411549310545612
two_hotspot_trajectories,3,False,False,46.0,2,2,10.119053277902665,2.4416434192402203,113.0234887519697,0.06104452180947209,0.21853494824476802,0.006939542804447564,0.8952400967877787,0.6303595148572456,0.09411771739135726
two_hotspot_trajectories,3,False,False,48.0,2,2,10.119292128412459,2.3867733315399127,112.91570410589472,0.06105473909552763,0.2191667197013514,0.007327006459703324,0.8949511038675729,0.6294834948119139,0.09411562830474225
two_hotspot_trajectories,3,False,False,50.0,2,2,10.119505323531326,2.331961094983157,112.80681032341091,0.06106396023642467,0.21986787297547028,0.007702706996326269,0.8946306898745874,0.6285154669238918,0.0941027056797473
two_hotspot_trajectories,3,False,False,52.0,2,2,10.119705596183268,2.2771455076790907,112.69609076948288,0.06107288678379287,0.2206417554095275,0.008084596739534362,0.8942778076627494,0.627456714933248,0.09409870254850924
two_hotspot_trajectories,3,False,False,54.0,2,2,10.119887049132927,2.2222895585417772,112.5823568069573,0.061081323572018474,0.22148038023260347,0.008474433208152724,0.8938961086007319,0.6263182649439377,0.09408598878607825
two_hotspot_trajectories,3,False,False,56.0,2,2,10.12010739327243,2.1674092221324877,112.46276923392185,0.06109072178876738,0.22235127714394184,0.008866291633960001,0.8934996901888508,0.6251356375862063,0.09408032717444571
two_hotspot_trajectories,3,False,False,58.0,2,2,10.120362118784684,2.1125271706997406,112.33327071592325,0.0611021823526278,0.22321379757512483,0.009260387992267303,0.8931064442674965,0.6239561647855825,0.09408311741910498
two_hotspot_trajectories,3,False,False,60.0,2,2,10.120680979074466,2.0576606904810912,112.19488476340703,0.06111531924983015,0.22407688232384962,0.009657127966813266,0.892712402393238,0.6227689860791692,0.09408156351654413
two_hotspot_trajectories,3,False,False,62.0,2,2,10.120991823787085,2.0027682307731176,112.05153299882284,0.06112840525467353,0.22498385810329904,0.010058461926197847,0.8922987081697421,0.6215261965304458,0.09407237506911056
two_hotspot_trajectories,3,False,False,64.0,2,2,10.121186118143957,1.9478814992247147,111.91018842792906,0.06113959110286899,0.22599965993225446,0.010461843768875979,0.891836642949907,0.6201504064975224,0.09404968180327782
two_hotspot_trajectories,3,False,False,66.0,2,2,10.121399996832606,1.8929903493493188,111.76380092829022,0.06115171159847139,0.22705278320234037,0.010864160289709629,0.8913575466279414,0.6187234485464113,0.09402470146550995
two_hotspot_trajectories,3,False,False,68.0,2,2,10.12169311949642,1.8380825480281051,111.61417954198545,0.06116351295074534,0.2281602215876846,0.011262851726682873,0.8908538981101732,0.6172250468459615,0.09403082975572055
two_hotspot_trajectories,3,False,False,70.0,2,2,10.122032520155269,1.783197806560075,111.45425972301885,0.061177871215260714,0.22925315572410498,0.011663693813801406,0.8903560558963658,0.6157361306267655,0.0940340330248132
two_hotspot_trajectories,3,False,False,72.0,2,2,10.122375833305806,1.728275416599694,111.29111163745168,0.06119204062976282,0.23041085114629448,0.012071970322441703,0.8898295654972823,0.6141695647479677,0.0940281121752972
two_hotspot_trajectories,3,False,False,74.0,2,2,10.122707300758014,1.6733086814168376,111.12486546081075,0.06120609335884968,0.23163379412572915,0.012489678813510284,0.8892741949014843,0.6125245741785379,0.09401293919000131
two_hotspot_trajectories,3,False,False,76.0,2,2,10.123049449046897,1.6183364155806543,110.9498182954904,0.06122223194442695,0.2328589532780422,0.012913042251556891,0.8887173627679723,0.6108707514458496,0.09399440622316832
two_hotspot_trajectories,3,False,False,78.0,2,2,10.123374679872805,1.5633958672374189,110.77135604913187,0.061237765727411984,0.23413395064243564,0.013330598012231291,0.8881379244864906,0.6091502816932747,0.09399339627191967
two_hotspot_trajectories,3,False,False,80.0,2,2,10.123747890925044,1.5084659850995212,110.5882389053468,0.06125425412977488,0.23544508648604454,0.013742667660683518,0.8875417956309244,0.6073778513490512,0.0939847727588407
two_hotspot_trajectories,3,False,False,82.0,2,2,10.124102096785231,1.4535018690381285,110.40431682258334,0.061269867589902854,0.2368477760222461,0.014164056499664627,0.886905431359826,0.6054989212270615,0.09396524247682443
two_hotspot_trajectories,3,False,False,84.0,2,2,10.124446079678968,1.3985049455973089,110.21763382421611,0.06128493559590017,0.23832065139553138,0.014591761215266078,0.8862381119406219,0.6035369900338601,0.09394331797235954
two_hotspot_trajectories,3,False,False,86.0,2,2,10.12482822343902,1.3435112074303568,110.02401842556716,0.06130169511618486,0.23981000871767444,0.015022765032812647,0.8855629092725684,0.60154786022802,0.0939271376561374
two_hotspot_trajectories,3,False,False,88.0,2,2,10.125246816062571,1.2885070203015139,109.82296982633878,0.0613199737448773,0.2413150954778274,0.015455236969263948,0.8848803442865667,0.5995347016876044,0.093932234423148
two_hotspot_trajectories,3,False,False,90.0,2,2,10.125704444247267,1.2335106521343393,109.61225816037204,0.06134030237958363,0.24281104366583553,0.01589123471207643,0.8842012462713509,0.5975250558456648,0.09393398290028643
two_hotspot_trajectories,3,False,False,92.0,2,2,10.126129828343895,1.1784509507247987,109.40238045959183,0.06135956186580401,0.24441997515030572,0.016335740980416815,0.8834727972534252,0.5953877024269819,0.09392337614936558
two_hotspot_trajectories,3,False,False,94.0,2,2,10.126541912661523,1.1233785764674469,109.19450583820012,0.06137693748913755,0.24613971047105077,0.01677824293938724,0.8826953184493487,0.5931175923716618,0.0938993643819859
two_hotspot_trajectories,3,False,False,96.0,2,2,10.126966429968775,1.0683275614994203,108.97863826374083,0.06139594703307631,0.2478642240980602,0.017223034443447176,0.881915079405911,0.5908335744021076,0.09387610142916027
two_hotspot_trajectories,3,False,False,98.0,2,2,10.127409812926864,1.0132923572934676,108.75693890603993,0.06141592031758098,0.24961702197202032,0.017669399094159863,0.8811218592760712,0.5885097240082054,0.09386929958688339
two_hotspot_trajectories,3,False,False,100.0,2,2,10.127846730782624,0.9582517128950062,108.5279967489104,0.061437488676063315,0.25139187967877563,0.0181232515075883,0.8803188056740822,0.5861580533662875,0.09385736537076142
two_hotspot_trajectories,3,False,False,102.0,2,2,10.128277888298644,0.9031383222034206,108.29923842780299,0.06145844632824035,0.2532753717296672,0.018584083043850803,0.8794684792401335,0.5836856618184283,0.0938342711336611
two_hotspot_trajectories,3,False,False,104.0,2,2,10.128769659709693,0.848002797211832,108.06809676946077,0.06147894739730518,0.2552264014510111,0.01904726087144028,0.8785881804572656,0.5811311354855235,0.09381683285616567
two_hotspot_trajectories,3,False,False,106.0,2,2,10.129323372018042,0.792863677434633,107.83036135575463,0.061501120157314425,0.2571976719435653,0.019511697455349437,0.8776984022980335,0.5785457726979137,0.09380707840630315
two_hotspot_trajectories,3,False,False,108.0,2,2,10.129907051512003,0.7377309146029319,107.58468224919447,0.06152535102649002,0.25917584609578326,0.019979864313964913,0.8768050574118065,0.5759455400445206,0.09380806004299376
two_hotspot_trajectories,3,False,False,110.0,2,2,10.130411361305338,0.6825855687625955,107.33921099697608,0.061548452739375634,0.2612599068877567,0.020459170128180687,0.8758657284240535,0.5732283026561364,0.09379739361685223
two_hotspot_trajectories,3,False,False,112.0,2,2,10.130904529393879,0.627412081270301,107.09313924172315,0.061570678885868535,0.263437657481988,0.020939762329030026,0.8748854254112767,0.5704043943011109,0.09377573393811317
two_hotspot_trajectories,3,False,False,114.0,2,2,10.131431415180732,0.5722263657142679,106.8408895288245,0.06159440269791035,0.2656432109379513,0.021423172291382298,0.8738925050268309,0.5675431460576449,0.09374792903187253
two_hotspot_trajectories,3,False,False,116.0,2,2,10.13199619985633,0.517074324293041,106.5844911560924,0.061617910908138625,0.2678928822821252,0.02190690093715023,0.87287973338787,0.5646246843352423,0.09373770096152474
two_hotspot_trajectories,3,False,False,118.0,2,2,10.132574474809822,0.46190152088185177,106.32512343889559,0.061642734152287805,0.2702026157990007,0.022397807413643965,0.8718407335943871,0.5616379965943217,0.09372355461880434
two_hotspot_trajectories,3,False,False,120.0,2,2,10.133123195337744,0.40688675250694284,106.06659363537568,0.061667626651006766,0.2725603984870669,0.022897354919971233,0.8707813431839868,0.5586036373667034,0.09370181257503292
two_hotspot_trajectories,7,False,False,0.0,2,2,20.772455437037912,5.962744364767729,35.59697076271155,0.014765675653563376,0.2120489232033739,0.003188555668582064,0.8982160838433898,0.6394729282134938,0.1715890477871156
two_hotspot_trajectories,7,False,False,2.0,2,2,20.772388531966314,5.942419427188592,35.593213502047746,0.014764501308769206,0.21213103149052537,0.0032186590937163246,0.8981787482265354,0.6393620750976451,0.17161314335549754
