run_id,config_hash,spatial_structure,gamma,attenuation,readout,retarded_age,class_dimension,epoch_energy_fraction,orders_covering,shallowest_covering_order,numerical_rank,operational_rank,sigma_max,sigma_min_positive,kappa_positive,trace_information,detectable
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,29,3,0.9993748432947722,4,2,2,2,2.1175208146127478,1.9016076360593646,1.1135424440137465,8.100006001837519,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,30,3,0.9993748432947722,4,2,2,2,2.0841311139895318,1.8716225189201712,1.1135424440137465,7.846573353628333,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,31,3,0.9993748432947721,4,2,2,2,2.017395465241825,1.8116915759134917,1.1135424440137462,7.35211082941419,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,32,3,0.9993748432947721,3,3,2,2,1.911589737590683,1.716674337711266,1.1135424440137465,6.6011461066184305,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,33,3,0.9993748432947722,3,3,2,2,1.8386019927491242,1.651128794087014,1.113542444013747,6.106683582404288,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,34,3,0.9993748432947722,3,3,2,2,1.8000459404476488,1.6165041127300104,1.1135424440137467,5.853250934195099,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,35,3,0.9993748432947719,3,3,2,2,1.7223377574102867,1.5467194507666426,1.1135424440137465,5.35878840998096,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,36,3,0.9993748432949388,2,4,2,2,1.597103068773351,1.4342543271333403,1.1135424440137462,4.607823687185967,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,37,3,0.999374843425885,2,4,2,2,1.5089798459431452,1.3551165957393152,1.1135424440137465,4.113361163510708,True
AMD001_20260824T224126Z_2ba66f02,2ba66f0209fe1cdec97b8cf5862494c22fb94704318f9601a7a1f9eb4b783796,identical,0.0,equalized,resolved,38,3,0.9993748857268745,2,4,2,2,1.461755234595541,1.3127072456498983,1.1135424440137462,3.859928678649207,True
