order,A_area,A_g,mean_redshift,n_rays,A_g_ratio_to_direct,Gamma_amp_from_direct
0,2495.5200000000013,2069.153390776296,0.9136695734926255,1536,1.0,0.0
1,54.59840000000001,28.871330105893584,0.7270194812683083,1536,0.013953209189127232,4.272045747772267
2,1.6716000000000006,0.6561093039849204,0.6173151985773334,1536,0.00031709070333290474,4.028161347313387
