family,index,off_manifold,canary,age_M,peak,cardinality,peak_r,peak_phi,peak_amplitude,peak_prominence
two_hotspot_trajectories,0,False,False,120.0,1,2,29.659534639761464,2.6998061866787286,0.17964669559461377,0.18990872541843837
two_hotspot_trajectories,1,False,False,0.0,0,2,32.92261197712315,1.227184630308513,0.17266128194043304,0.2426756402155021
two_hotspot_trajectories,1,False,False,0.0,1,2,47.44048402731512,2.552544031041707,0.09327260402511456,0.08806247597744052
two_hotspot_trajectories,1,False,False,2.0,0,2,32.92261197712315,1.227184630308513,0.17268908847455763,0.24270381928308948
two_hotspot_trajectories,1,False,False,2.0,1,2,47.44048402731512,2.5034566458293663,0.09325328433695754,0.08813233600227124
two_hotspot_trajectories,1,False,False,4.0,0,2,32.92261197712315,1.227184630308513,0.1726625872525112,0.24267696446731452
two_hotspot_trajectories,1,False,False,4.0,1,2,47.44048402731512,2.5034566458293663,0.09329579013968779,0.08828138163217329
two_hotspot_trajectories,1,False,False,6.0,0,2,32.92261197712315,1.227184630308513,0.17258179674914356,0.24259521017499602
two_hotspot_trajectories,1,False,False,6.0,1,2,47.44048402731512,2.5034566458293663,0.09332551524435208,0.08841754242363094
two_hotspot_trajectories,1,False,False,8.0,0,2,32.92261197712315,1.1780972450961724,0.17262387022963663,0.24263775375525753
two_hotspot_trajectories,1,False,False,8.0,1,2,47.44048402731512,2.5034566458293663,0.093342450259341,0.08841389371925137
two_hotspot_trajectories,1,False,False,10.0,0,2,32.92261197712315,1.1780972450961724,0.17268084790615457,0.24269545582489127
two_hotspot_trajectories,1,False,False,10.0,1,2,47.44048402731512,2.5034566458293663,0.0933465898309977,0.08836190511304678
two_hotspot_trajectories,1,False,False,12.0,0,2,32.92261197712315,1.1780972450961724,0.17268352354453323,0.24269816907246364
two_hotspot_trajectories,1,False,False,12.0,1,2,47.44048402731512,2.5034566458293663,0.09333793265015605,0.0883237260715478
two_hotspot_trajectories,1,False,False,14.0,0,2,32.92261197712315,1.1780972450961724,0.1726318952893624,0.2426458798971071
