arm,estimator,snr0,selection_regime,selected_hyperparameter,selection_rule,selected_L_stable_anchor,selected_old_band_normalized_error,oracle_hyperparameter,oracle_old_band_normalized_error,oracle_label,n_grid,selection_seconds,freeze_sha256
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,1000.0,IN_CLASS_ID,1.0,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",40.0,1.1182847992272622,1.0,1.1182847992272622,ORACLE_UPPER_BOUND,7,0.04545712471008301,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TSVD,3000.0,IN_CLASS_ID,9.999999999999999e-06,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",64.0,0.47688475176594824,9.999999999999999e-06,0.47688475176594824,ORACLE_UPPER_BOUND,15,0.08841300010681152,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,3000.0,IN_CLASS_ID,3.162277660168379e-10,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",64.0,0.48168784216969424,9.999999999999999e-11,0.4697147174907309,ORACLE_UPPER_BOUND,21,0.13732671737670898,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,3000.0,IN_CLASS_ID,3.162277660168379e-09,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,1.20192626669927,3.162277660168379e-06,1.0861129158669522,ORACLE_UPPER_BOUND,21,0.1288754940032959,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,3000.0,IN_CLASS_ID,0.03162277660168379,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",0.0,0.27967556209996725,0.03162277660168379,0.27967556209996725,ORACLE_UPPER_BOUND,13,0.07764220237731934,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,3000.0,IN_CLASS_ID,1.0,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",40.0,1.1183426335806532,1.0,1.1183426335806532,ORACLE_UPPER_BOUND,7,0.04881119728088379,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TSVD,10000.0,IN_CLASS_ID,1e-06,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,0.42595933461230906,1e-06,0.42595933461230906,ORACLE_UPPER_BOUND,15,0.09191083908081055,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,10000.0,IN_CLASS_ID,9.999999999999999e-11,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,0.45585327303031997,9.999999999999999e-11,0.45585327303031997,ORACLE_UPPER_BOUND,21,0.13634228706359863,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,10000.0,IN_CLASS_ID,3.162277660168379e-09,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,1.2013532047391402,3.162277660168379e-06,1.0861100568649307,ORACLE_UPPER_BOUND,21,0.12488555908203125,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,10000.0,IN_CLASS_ID,0.03162277660168379,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",0.0,0.2797304052028563,0.03162277660168379,0.2797304052028563,ORACLE_UPPER_BOUND,13,0.07831621170043945,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,10000.0,IN_CLASS_ID,1.0,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",40.0,1.118325120992434,1.0,1.118325120992434,ORACLE_UPPER_BOUND,7,0.04088950157165527,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TSVD,30000.0,IN_CLASS_ID,1e-06,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",72.0,0.3562282527043976,1e-06,0.3562282527043976,ORACLE_UPPER_BOUND,15,0.1011345386505127,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,30000.0,IN_CLASS_ID,9.999999999999999e-11,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,0.4554642469374045,9.999999999999999e-11,0.4554642469374045,ORACLE_UPPER_BOUND,21,0.12873435020446777,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TIKHONOV_TEMPORAL,30000.0,IN_CLASS_ID,3.162277660168379e-09,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,1.2017174812822695,3.162277660168379e-06,1.0861107945178199,ORACLE_UPPER_BOUND,21,0.14005446434020996,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,WIENER_GAUSSIAN,30000.0,IN_CLASS_ID,0.03162277660168379,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",0.0,0.2797462072025187,0.03162277660168379,0.2797462072025187,ORACLE_UPPER_BOUND,13,0.08259916305541992,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,LINEAR_STATE_SPACE,30000.0,IN_CLASS_ID,1.0,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",40.0,1.1183279482465145,1.0,1.1183279482465145,ORACLE_UPPER_BOUND,7,0.04225730895996094,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,TSVD,100000.0,IN_CLASS_ID,3.162277660168379e-07,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",80.0,0.3039532398982653,3.162277660168379e-07,0.3039532398982653,ORACLE_UPPER_BOUND,15,0.11513209342956543,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
DIRECT_PHYSICAL,RIDGE_IDENTITY,100000.0,IN_CLASS_ID,9.999999999999999e-11,"lexicographic on the repair-validation bank, primary cell (0.25, 0.95)",68.0,0.45537373102740514,9.999999999999999e-11,0.45537373102740514,ORACLE_UPPER_BOUND,21,0.1425330638885498,5a59d5e6203d965723777be41180d81bdb39d6dd1c26867b8a59aa94e91e6e51
