regime,arm,estimator,snr0,selected_hyperparameter,selection_error,n_grid,at_max_regularization_end
oracle_known,DIRECT_PHYSICAL,TSVD,100.0,0.03162277660168379,0.8154085901711532,15,False
oracle_known,DIRECT_PHYSICAL,RIDGE_IDENTITY,100.0,0.00031622776601683794,0.8131879981953507,21,False
oracle_known,RESOLVED_PHYSICAL,TSVD,100.0,0.03162277660168379,0.6775627393676824,15,False
oracle_known,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,0.0001,0.62658043193289,21,False
oracle_known,UNRESOLVED_IMAGE,TSVD,100.0,0.03162277660168379,0.8088605276848782,15,False
oracle_known,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,0.001,0.7139027368127124,21,False
oracle_known,TOTAL_FLUX,TSVD,100.0,0.001,0.8108140623515228,15,False
oracle_known,TOTAL_FLUX,RIDGE_IDENTITY,100.0,3.162277660168379e-06,0.8088146662797348,21,False
