geometry,spin,inclination_deg,window_fraction,age_order0,I_order0,age_order1,I_order1,age_order2,I_order2,Gamma_sensitivity_matched_0_to_1,Gamma_sensitivity_matched_0_to_1_status,Gamma_sensitivity_matched_1_to_2,Gamma_sensitivity_matched_1_to_2_status
a090_i020,0.9,20,0.1,2.5096048835045055,635.086949783385,33.46592967048023,3.500935018579045,48.74068137718209,0.1319781569586605,2.60036591866422,ok,1.639074464328845,ok
a090_i020,0.9,20,0.15,3.755346024828685,596.8207193601834,36.04152328388337,3.24342724922219,51.29259165304958,0.1186826871873057,2.607493101004106,ok,1.6539662026141826,ok
a090_i020,0.9,20,0.2,5.001087166152866,554.1233959614565,38.61711689728652,2.926748725099624,53.84450192891707,0.10329017784614097,2.6217476207814734,ok,1.672052573963065,ok
a090_i020,0.9,20,0.25,6.246828307477045,511.5586219876697,41.192710510689665,2.599638222415916,56.39641220478455,0.09196790912481859,2.6410449483475134,ok,1.6708439333823317,ok
a090_i020,0.9,20,0.3,7.492569448801225,470.9247122594427,43.76830412409281,2.279017388785139,58.94832248065204,0.08325402811643988,2.6654769272077927,ok,1.654801572875079,ok
a090_i020,0.9,20,0.35,8.738310590125405,432.25854347650915,46.34389773749595,2.001713913170516,61.50023275651952,0.07361401634581094,2.6875100596641817,ok,1.6514618010325126,ok
a090_i020,0.9,20,0.39999999999999997,9.984051731449584,395.0470164355291,48.9194913508991,1.807537741765149,64.05214303238702,0.06330708227954836,2.69351961564552,ok,1.6758618136074717,ok
a090_i020,0.9,20,0.44999999999999996,11.229792872773764,358.3149241668996,51.49508496430225,1.6340756029583248,66.6040533082545,0.055029920085481535,2.695167506074096,ok,1.6954777520592283,ok
a090_i020,0.9,20,0.49999999999999994,12.475534014097944,320.3652729543491,54.070678577705394,1.4767611938327387,69.15596358412199,0.048921672414411116,2.6898052577815594,ok,1.7036930446242313,ok
a090_i020,0.9,20,0.5499999999999999,13.721275155422124,279.0817593493091,56.64627219110854,1.3251035143540746,71.70787385998948,0.04301165224294177,2.675007101363783,ok,1.713887399015575,ok
a090_i020,0.9,20,0.6,14.967016296746305,232.43346867349385,59.22186580451168,1.1514276893727393,74.25978413585696,0.036763872301038635,2.653800693212193,ok,1.7221211441901123,ok
a090_i020,0.9,20,0.65,16.212757438070486,179.7924403647243,61.79745941791483,0.9780939425191333,76.81169441172446,0.03000248990541232,2.6069763171391918,ok,1.7421626730510549,ok
a090_i020,0.9,20,0.7,17.458498579394664,124.27549719120715,64.37305303131797,0.830085006116462,79.36360468759193,0.02235180482607463,2.5043640095673094,ok,1.8073105209552103,ok
a090_i020,0.9,20,0.75,18.704239720718846,73.38874519316421,66.94864664472112,0.711209123066626,81.91551496345943,0.0162641680424754,2.318279677888081,ok,1.8890010516899431,ok
a090_i020,0.9,20,0.7999999999999999,19.949980862043024,35.37739265801066,69.52424025812427,0.5863605817546615,84.46742523932691,0.012357162767682736,2.049946671033302,ok,1.9298495257142196,ok
a090_i020,0.9,20,0.85,21.195722003367205,13.378849935980046,72.09983387152741,0.4363913038900673,87.0193355151944,0.009729563327883004,1.711445524594826,ok,1.901685155294014,ok
a090_i020,0.9,20,0.9,22.441463144691387,3.850575454195632,74.67542748493057,0.2840663603758319,89.5712457910619,0.0073371789961246894,1.3033850052866889,ok,1.8281267191814132,ok
a090_i020,0.9,20,0.95,23.687204286015564,0.8257575348620855,77.2510210983337,0.1509261502072241,92.12315606692937,0.004706155378029687,0.8497552716974848,ok,1.7339596694695603,ok
a090_i050,0.9,50,0.05,2.888644544613618,243.59201880961226,48.749698251116726,4.500438916051397,64.14065846163044,0.12543761687712424,1.9956599214357487,ok,1.7900608247951681,ok
a090_i050,0.9,50,0.1,5.7770413231338695,240.81537407229388,51.496819959780716,4.305354173518083,66.92638449082847,0.12032777236348025,2.012085576222385,ok,1.7886976140990523,ok
a090_i050,0.9,50,0.15,8.66543810165412,238.555640257194,54.2439416684447,3.9709180726440523,69.7121105200265,0.10838778655864958,2.047802627541702,ok,1.8005185934835153,ok
a090_i050,0.9,50,0.2,11.553834880174373,243.20671058912234,56.99106337710869,3.612938491314883,72.49783654922453,0.09250872679020058,2.104695157421494,ok,1.8324868614936247,ok
a090_i050,0.9,50,0.25,14.442231658694624,251.46660324197416,59.73818508577267,3.2586956962262152,75.28356257842256,0.07598576819698594,2.17299158414709,ok,1.8792681194675356,ok
a090_i050,0.9,50,0.3,17.330628437214873,260.14183657335997,62.48530679443665,2.956571064833279,78.06928860762059,0.06378054288338153,2.238598417375732,ok,1.9181686392128272,ok
a090_i050,0.9,50,0.35,20.219025215735126,272.150205966463,65.23242850310064,2.7149475549354984,80.85501463681862,0.05557667408975316,2.303790752637692,ok,1.9443821664649539,ok
a090_i050,0.9,50,0.39999999999999997,23.107421994255375,284.3012208740474,67.97955021176463,2.4781948553468327,83.64074066601665,0.04816892398313004,2.3712519493646664,ok,1.9702858053643222,ok
a090_i050,0.9,50,0.44999999999999996,25.99581877277563,293.374533792375,70.72667192042861,2.253417618865406,86.42646669521469,0.04133023833791317,2.434501029771165,ok,1.9993044446396888,ok
a090_i050,0.9,50,0.49999999999999994,28.884215551295878,298.9129715710022,73.4737936290926,2.0479869463081024,89.21219272441272,0.03549055065198941,2.4916475663795885,ok,2.0276730650168933,ok
a090_i050,0.9,50,0.5499999999999999,31.77261232981613,303.1046552003146,76.22091533775658,1.7823995151055958,91.99791875361075,0.02928173382988648,2.5680588219346805,ok,2.054375937422807,ok
a090_i050,0.9,50,0.6,34.66100910833638,299.6452458916442,78.96803704642056,1.4760037353202942,94.78364478280878,0.0234368967936854,2.656630502180402,ok,2.071390984632673,ok
a090_i050,0.9,50,0.65,37.54940588685664,278.0483960190641,81.71515875508456,1.2153025724735922,97.56937081200681,0.019039608682103533,2.716401054153464,ok,2.0781134394362955,ok
