geometry,spin,inclination_deg,window_fraction,age_order0,I_order0,age_order1,I_order1,age_order2,I_order2,Gamma_sensitivity_matched_0_to_1,Gamma_sensitivity_matched_0_to_1_status,Gamma_sensitivity_matched_1_to_2,Gamma_sensitivity_matched_1_to_2_status
a090_i050,0.9,50,0.7,40.437802665376886,240.69689472882553,84.46228046374853,0.9791102987608855,100.35509684120484,0.015443861227367515,2.752324710890825,ok,2.074716354039821,ok
a090_i050,0.9,50,0.75,43.32619944389714,199.31246453700345,87.20940217241252,0.7443354444743369,103.14082287040287,0.011698899015901182,2.7950686231866952,ok,2.076498531640757,ok
a090_i050,0.9,50,0.7999999999999999,46.214596222417384,158.50627754982636,89.9565238810765,0.5236484260289204,105.9265488996009,0.008854085909956925,2.856364480531203,ok,2.0399707396141196,ok
a090_i050,0.9,50,0.85,49.10299300093764,120.48851804362049,92.70364558974049,0.31186516170829387,108.71227492879893,0.006318403967986175,2.9783694105221468,ok,1.9495521404142735,ok
a090_i050,0.9,50,0.9,51.9913897794579,84.59418140476009,95.45076729840449,0.13919015350862793,111.49800095799696,0.003507720343418894,3.2048898781988546,ok,1.8404373287207918,ok
a090_i050,0.9,50,0.95,54.87978655797814,48.30815961603305,98.19788900706845,0.0510067237922776,114.283726987195,0.002020650344585011,3.4266991492118626,ok,1.6142690253681433,ok
a090_i075,0.9,75,0.05,42.516842673425074,119.82745435698735,104.1751653506077,17.020564517317673,119.58267156697852,0.2785348247392632,0.9758152686032225,ok,2.056317236980123,ok
a090_i075,0.9,75,0.1,47.57305067510746,119.6535435078385,107.01409242294585,16.286120219182088,122.434625224291,0.25799290918091533,0.9971436023794547,ok,2.07256820150045,ok
a090_i075,0.9,75,0.15,52.62925867678984,120.4283477214492,109.853019495284,15.204933111876414,125.28657888160346,0.22241695413196083,1.0347175146603904,ok,2.1124107044679015,ok
a090_i075,0.9,75,0.2,57.685466678472224,117.76276348065315,112.69194656762215,14.513402379306672,128.13853253891594,0.18462431403475313,1.046799798609396,ok,2.1822523890663366,ok
a090_i075,0.9,75,0.25,62.7416746801546,124.90065190914953,115.5308736399603,13.947314712183045,130.9904861962284,0.15452722426415255,1.0961158202894552,ok,2.251335992662789,ok
a090_i075,0.9,75,0.3,67.79788268183698,137.4760313262459,118.36980071229846,13.312181947831181,133.84243985354087,0.13115741041988355,1.1673850161713624,ok,2.3100183114074264,ok
a090_i075,0.9,75,0.35,72.85409068351936,159.1496910253468,121.20872778463661,12.776674586478453,136.69439351085333,0.10719730344353526,1.2611120008657493,ok,2.390352697847934,ok
a090_i075,0.9,75,0.39999999999999997,77.91029868520175,190.71383963749687,124.04765485697476,12.168652089857,139.54634716816582,0.08273533486175386,1.3759554693610747,ok,2.495485823359933,ok
a090_i075,0.9,75,0.44999999999999996,82.96650668688412,214.5999948885342,126.88658192931291,11.13022040725202,142.3983008254783,0.06766128609839855,1.4795559191495224,ok,2.5514525378181,ok
a090_i075,0.9,75,0.49999999999999994,88.02271468856651,218.97587421861687,129.72550900165106,9.670121589696171,145.25025448279075,0.05780946884635955,1.5599603385340026,ok,2.5598217895722297,ok
a090_i075,0.9,75,0.5499999999999999,93.07892269024887,218.04752116985978,132.5644360739892,8.147066695181833,148.10220814010322,0.048864105180352634,1.6435275391423811,ok,2.558185072601209,ok
a090_i075,0.9,75,0.6,98.13513069193127,200.08652692422868,135.40336314632737,6.588719703496923,150.95416179741568,0.04217761154710128,1.7066954283251112,ok,2.525612390870447,ok
a090_i075,0.9,75,0.65,103.19133869361366,183.33604713579723,138.24229021866552,5.124155710285534,153.80611545472817,0.03488740868085821,1.788677510005394,ok,2.4947975348259552,ok
a090_i075,0.9,75,0.7,108.24754669529602,171.55732807459574,141.08121729100367,3.754666636798856,156.65806911204064,0.027862335137274746,1.9109589912217189,ok,2.4517395000458033,ok
a090_i075,0.9,75,0.75,113.30375469697842,165.96899621474438,143.92014436334182,2.3848305975317374,159.5100227693531,0.021323072506303928,2.1213364537965504,ok,2.358546834896431,ok
a090_i075,0.9,75,0.7999999999999999,118.3599626986608,142.79650870219234,146.75907143567997,1.1548880455405492,162.36197642666556,0.014001425262977017,2.408708595867307,ok,2.206299779529019,ok
a090_i075,0.9,75,0.85,123.41617070034317,106.28914103126088,149.59799850801812,0.4026875369820648,165.21393008397803,0.008095944124852863,2.7878787431943635,ok,1.9533988538950928,ok
a090_i075,0.9,75,0.9,128.47237870202557,69.2319640450671,152.43692558035627,0.15015739479761311,168.06588374129052,0.004150552461765691,3.0667669502533763,ok,1.7942212969592308,ok
a090_i075,0.9,75,0.95,133.52858670370793,33.77663523603246,155.27585265269443,0.07898492141372473,170.91783739860298,0.002185278572609047,3.0291338055811705,ok,1.793756826231383,ok
a098_i020,0.98,20,0.05,3.2351181720429625,618.9019021968571,30.756947110643864,3.638176138005761,45.91554684270111,0.15636833300310815,2.5682321435824145,ok,1.5735117204322657,ok
a098_i020,0.98,20,0.1,6.369190045086703,513.7771029663587,33.33281347247578,3.5610317934141547,48.55740751940864,0.14838402636000403,2.4858695935512163,ok,1.5890009628040291,ok
a098_i020,0.98,20,0.15,9.503261918130443,414.6217770849773,35.90867983430769,3.3054398856706118,51.199268196116165,0.1327354735580259,2.4158985813399543,ok,1.6074833066893908,ok
a098_i020,0.98,20,0.2,12.637333791174184,319.4760058789541,38.484546196139604,3.006158372660595,53.841128872823695,0.11378394012764863,2.333009598284164,ok,1.6370584331830969,ok
a098_i020,0.98,20,0.25,15.771405664217923,201.35023061575296,41.06041255797152,2.6955872349354064,56.482989549531226,0.09667292610985437,2.156714877042303,ok,1.6640189862327048,ok
a098_i020,0.98,20,0.3,18.905477537261664,66.50003149962878,43.63627891980343,2.395438868431258,59.124850226238756,0.08401763199576075,1.6618179818303194,ok,1.6751475275669916,ok
a098_i020,0.98,20,0.35,22.0395494103054,5.971629620604959,46.212145281635344,2.111143928222014,61.766710902946286,0.07308568378394531,0.5198949558871586,ok,1.6816763611659702,ok
a098_i020,0.98,20,0.39999999999999997,25.173621283349142,0.08852193671111797,48.78801164346726,1.8705595839121076,64.40857157965381,0.06578894476895046,-1.5253712570388032,ok,1.6737705481162832,ok
a098_i020,0.98,20,0.44999999999999996,28.30769315639288,0.00017519983341694523,51.36387800529917,1.6776680121918779,67.05043225636135,0.06045370379966519,-4.583494035713266,ok,1.6616410872399714,ok
a098_i020,0.98,20,0.49999999999999994,31.44176502943662,5.496102697175493e-08,53.939744367131084,1.5149329036045724,69.69229293306887,0.0545820097219448,-8.566006326667146,ok,1.6617110463643283,ok
a098_i020,0.98,20,0.5499999999999999,34.57583690248036,4.565461824727784e-11,56.515610728963,1.3563618705728873,72.3341536097764,0.0468204882735187,,undefined,1.6831202041777895,ok
a098_i020,0.98,20,0.6,37.709908775524106,1.9309759212640285e-14,59.09147709079491,1.1760463200526292,74.97601428648393,0.038532049299028995,,undefined,1.7092115855786763,ok
a098_i020,0.98,20,0.65,40.84398064856784,9.653747234896898e-19,61.667343452626824,0.9716106487700472,77.61787496319147,0.03254080195785266,,undefined,1.6982302051611156,ok
a098_i020,0.98,20,0.7,43.97805252161158,6.4054781855381334e-24,64.24320981445874,0.7942907219052755,80.25973563989899,0.027204706425854683,,undefined,1.6870297770151064,ok
a098_i020,0.98,20,0.75,47.112124394655325,1.0225145668455194e-24,66.81907617629065,0.6440353857339783,82.90159631660651,0.021590791685118602,,undefined,1.6977433792335301,ok
a098_i020,0.98,20,0.7999999999999999,50.24619626769906,1.0242949490001153e-24,69.39494253812256,0.5188885329021202,85.54345699331404,0.017027645156991136,,undefined,1.7084254391586442,ok
a098_i020,0.98,20,0.85,53.38026814074281,1.0243184722507591e-24,71.97080889995448,0.4153308816663394,88.18531767002156,0.012732327300922872,,undefined,1.7424656458648093,ok
a098_i020,0.98,20,0.9,56.514340013786544,1.0242887394266512e-24,74.54667526178639,0.3123034129296065,90.82717834672911,0.008008989351334003,,undefined,1.831705306422509,ok
a098_i020,0.98,20,0.95,59.64841188683028,1.0140684449796788e-24,77.1225416236183,0.18545570784375334,93.46903902343664,0.003973474724751433,,undefined,1.9215875621903928,ok
a098_i050,0.98,50,0.05,3.0793199481888,244.74742441065914,49.268482477852686,4.50764309361162,63.867103187412624,0.151450017083937,1.9972261683726118,ok,1.696637024984384,ok
a098_i050,0.98,50,0.1,6.158544862364557,243.76792028856022,52.62635109633802,4.23654598602914,66.70316133292977,0.14590515146750144,2.0262341574943936,ok,1.6842734135941777,ok
a098_i050,0.98,50,0.15,9.237769776540313,244.332872254135,55.98421971482336,3.8125444848626695,69.53921947844691,0.13393583972075965,2.0801173580498755,ok,1.6743456058882977,ok
a098_i050,0.98,50,0.2,12.31699469071607,249.16987734625778,59.342088333308695,3.439128681137775,72.37527762396405,0.11693757873331972,2.141458376624677,ok,1.6906665752944956,ok
a098_i050,0.98,50,0.25,15.396219604891826,257.91002613743524,62.699956951794036,3.078429282417113,75.2113357694812,0.09453558366509558,2.214095647266996,ok,1.7415992311507411,ok
a098_i050,0.98,50,0.3,18.475444519067583,269.1986990583777,66.05782557027938,2.729110801075325,78.04739391499834,0.0755071046291368,2.295736961444479,ok,1.7937521841774848,ok
a098_i050,0.98,50,0.35,21.554669433243337,280.8199485484196,69.41569418876472,2.4146885000700786,80.88345206051548,0.06322032846930097,2.3780717090802197,ok,1.8213498349301285,ok
a098_i050,0.98,50,0.39999999999999997,24.633894347419094,290.3227281663962,72.77356280725004,2.1062166180429323,83.71951020603262,0.05132028002807044,2.4630499469846145,ok,1.8572812743662908,ok
a098_i050,0.98,50,0.44999999999999996,27.713119261594848,297.8325594186988,76.13143142573539,1.7704363120249411,86.55556835154977,0.042111247308417275,2.5626527136341064,ok,1.869333218590929,ok
a098_i050,0.98,50,0.49999999999999994,30.792344175770605,303.9958535956069,79.48930004422073,1.4310419491573294,89.39162649706691,0.03747783895742181,2.6793056235525325,ok,1.821204148273775,ok
a098_i050,0.98,50,0.5499999999999999,33.87156908994636,304.1108234611301,82.84716866270605,1.0771053188494324,92.22768464258405,0.03314261094222915,2.821557501674967,ok,1.7406063336743518,ok
a098_i050,0.98,50,0.6,36.95079400412212,284.8805573741415,86.20503728119141,0.7641224217671216,95.0637427881012,0.02897367284005712,2.9605486301137045,ok,1.6361702148449613,ok
a098_i050,0.98,50,0.65,40.03001891829788,245.93492303134389,89.56290589967674,0.49839446801075005,97.89980093361834,0.025782696101428047,3.1007151857398685,ok,1.480844147372973,ok
a098_i050,0.98,50,0.7,43.10924383247363,201.8166292467808,92.92077451816208,0.27718691720228555,100.73585907913548,0.02132255665739984,3.2952113590685626,ok,1.2824632797947315,ok
a098_i050,0.98,50,0.75,46.18846874664939,159.48348585900987,96.27864313664742,0.11721594578709926,103.57191722465262,0.015924232868411017,3.6078388674102926,ok,0.9980879476612169,ok
a098_i050,0.98,50,0.7999999999999999,49.267693660825145,119.47192152698118,99.63651175513274,0.03878064212783512,106.40797537016977,0.012207607707358702,4.016457724272163,ok,0.5779309339681413,ok
a098_i050,0.98,50,0.85,52.346918575000906,79.18695096528704,102.9943803736181,0.009200416294688936,109.24403351568691,0.00917028614249952,4.530159035617361,ok,0.0016401212370136156,ok
a098_i050,0.98,50,0.9,55.42614348917666,39.48205735023878,106.35224899210343,0.0004723064292977117,112.08009166120405,0.005523243431492924,5.6668644464113465,ok,-1.2295462776664885,ok
a098_i050,0.98,50,0.95,58.50536840335241,10.216926829467045,109.71011761058877,2.4140257886832837e-06,114.9161498067212,0.0025131692582841254,7.62913029515833,ok,-3.4740020413837263,ok
a098_i075,0.98,75,0.05,42.5179066202998,119.78864174388141,104.21741474384137,17.3554060153376,119.59553574589019,0.2409205102631981,0.9659124136384291,ok,2.1385961382947998,ok
a098_i075,0.98,75,0.1,47.57421924262811,118.2175550852885,107.15584310686559,16.74688049850942,122.73988971839245,0.23398858668606645,0.9771573060462873,ok,2.1353474708456677,ok
a098_i075,0.98,75,0.15,52.63053186495643,118.87857310056391,110.09427146988979,15.720089705897546,125.88424369089469,0.22006601410751303,1.01158154228766,ok,2.1343836034908814,ok
a098_i075,0.98,75,0.2,57.686844487284745,116.51389898008341,113.032699832914,14.779485560478616,129.02859766339697,0.207456810021036,1.032385230994095,ok,2.1330361069524013,ok
a098_i075,0.98,75,0.25,62.743157109613065,119.8036325948533,115.9711281959382,14.008082631488916,132.1729516358992,0.18721764137634503,1.0731097567688903,ok,2.157558987550925,ok
a098_i075,0.98,75,0.3,67.79946973194139,138.3222564684259,118.90955655896241,13.268865509356853,135.31730560840145,0.1627948462380847,1.1720829014171823,ok,2.200342417364471,ok
a098_i075,0.98,75,0.35,72.8557823542697,164.32928139772054,121.84798492198662,12.50716793390608,138.46165958090373,0.14447023309104537,1.287785156795855,ok,2.2304918533451232,ok
a098_i075,0.98,75,0.39999999999999997,77.91209497659801,194.63929055756702,124.78641328501082,11.719242715772262,141.60601355340597,0.12596503426161415,1.404957943103608,ok,2.266491541884394,ok
a098_i075,0.98,75,0.44999999999999996,82.96840759892633,221.53615052624747,127.72484164803504,10.540080297330277,144.75036752590825,0.10452828034530093,1.5227003112674808,ok,2.3067413901512697,ok
a098_i075,0.98,75,0.49999999999999994,88.02472022125465,224.79613947926336,130.66327001105924,8.972148928231405,147.8947214984105,0.08084885720519533,1.6105343644968175,ok,2.3546495217778567,ok
a098_i075,0.98,75,0.5499999999999999,93.08103284358296,217.9595243088382,133.60169837408344,7.505802181711145,151.03907547091273,0.054692212150979816,1.684316515782536,ok,2.4608551496036255,ok
a098_i075,0.98,75,0.6,98.1373454659113,198.25981098256673,136.54012673710764,6.008744756319745,154.183429443415,0.03893704663374929,1.7481812398355587,ok,2.5195124967444267,ok
a098_i075,0.98,75,0.65,103.19365808823962,179.39642888310317,139.47855510013187,4.512322074869768,157.32778341591725,0.03268788507531695,1.8413930750226923,ok,2.463781325104728,ok
a098_i075,0.98,75,0.7,108.24997071056792,169.85677068648477,142.41698346315607,3.0544645069210765,160.47213738841953,0.02336304382440795,2.0091756317216913,ok,2.436602060958695,ok
a098_i075,0.98,75,0.75,113.30628333289624,163.37818804134105,145.35541182618027,1.7695939867228545,163.61649136092177,0.012821967901515767,2.262658775578015,ok,2.463672735526017,ok
a098_i075,0.98,75,0.7999999999999999,118.36259595522455,141.7000857249468,148.29384018920447,0.6773409856649769,166.76084533342402,0.007449123839816876,2.6716466064766715,ok,2.255039198809233,ok
a098_i075,0.98,75,0.85,123.41890857755287,105.16917172978738,151.23226855222867,0.15555043897923262,169.9051993059263,0.004643642897396131,3.2581777232481928,ok,1.7557354400248195,ok
a098_i075,0.98,75,0.9,128.47522119988122,69.30149064295956,154.1706969152529,0.06155348832817421,173.04955327842853,0.003239646261953898,3.5131575846076193,ok,1.4722211901481423,ok
a098_i075,0.98,75,0.95,133.5315338222095,33.68851465219628,157.1091252782771,0.049464722205920374,176.1939072509308,0.002294390016914118,3.2618262569782828,ok,1.5353963562196211,ok
