geometry,spin,inclination_deg,arm,retarded_age,information_per_snr2,information_at_reference_snr,lambda_max_per_snr2,lambda_min_per_snr2,log_information_volume_at_reference_snr
a050_i020,0.5,20,UNRESOLVED_IMAGE,236.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,UNRESOLVED_IMAGE,240.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,UNRESOLVED_IMAGE,244.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,UNRESOLVED_IMAGE,248.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,UNRESOLVED_IMAGE,252.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,0.0,0.029345941966091298,293.459419660913,0.1622666347226496,0.0,23.875003145399415
a050_i020,0.5,20,TOTAL_FLUX,4.0,0.027043077750832797,270.430777508328,0.1602129849025351,0.0,22.629166873314183
a050_i020,0.5,20,TOTAL_FLUX,8.0,0.02164094454123761,216.4094454123761,0.15451669417860567,0.0,19.732507322853607
a050_i020,0.5,20,TOTAL_FLUX,12.0,0.01586838761934263,158.6838761934263,0.13951478993410227,0.0,16.250111424573213
a050_i020,0.5,20,TOTAL_FLUX,16.0,0.007785044851638837,77.85044851638837,0.07952100200937758,0.0,12.032399156867047
a050_i020,0.5,20,TOTAL_FLUX,20.0,0.0009757129824725726,9.757129824725727,0.010266560010983562,0.0,7.848947276274935
a050_i020,0.5,20,TOTAL_FLUX,24.0,8.82697460955853e-05,0.882697460955853,0.0016513872120779687,0.0,4.293302802488837
a050_i020,0.5,20,TOTAL_FLUX,28.0,8.709671722245006e-05,0.8709671722245006,0.001652661456989391,0.0,3.9517953905293624
a050_i020,0.5,20,TOTAL_FLUX,32.0,8.563848080704211e-05,0.8563848080704212,0.0013722240864004077,0.0,3.550407008466537
a050_i020,0.5,20,TOTAL_FLUX,36.0,6.395579654841969e-05,0.639557965484197,0.0006815243861104773,0.0,2.52734126915567
a050_i020,0.5,20,TOTAL_FLUX,40.0,4.036303066550412e-05,0.4036303066550412,0.00028511761678381867,0.0,1.679168839572031
a050_i020,0.5,20,TOTAL_FLUX,44.0,2.5937179301715178e-05,0.2593717930171518,0.00013799891023036348,0.0,1.1788968446294068
a050_i020,0.5,20,TOTAL_FLUX,48.0,1.747505617406987e-05,0.1747505617406987,7.626208342009709e-05,0.0,0.8108539323100741
a050_i020,0.5,20,TOTAL_FLUX,52.0,1.1603646181148942e-05,0.11603646181148942,3.63032609876693e-05,0.0,0.4348522305065938
a050_i020,0.5,20,TOTAL_FLUX,56.0,7.85465461088299e-06,0.0785465461088299,1.8107417030953025e-05,0.0,0.21821937774452066
a050_i020,0.5,20,TOTAL_FLUX,60.0,5.321429812337242e-06,0.05321429812337242,1.061172984802249e-05,0.0,0.1236651615788197
a050_i020,0.5,20,TOTAL_FLUX,64.0,3.7250058850383214e-06,0.03725005885038322,7.19571532951351e-06,0.0,0.08098572544200928
a050_i020,0.5,20,TOTAL_FLUX,68.0,2.436379706228997e-06,0.02436379706228997,4.655608488575955e-06,0.0,0.05195880028094109
a050_i020,0.5,20,TOTAL_FLUX,72.0,1.3780382001586646e-06,0.013780382001586646,2.5857027681866225e-06,0.0,0.028630647331589154
a050_i020,0.5,20,TOTAL_FLUX,76.0,5.842633548092977e-07,0.005842633548092977,1.0877020992026322e-06,0.0,0.01210248504804362
a050_i020,0.5,20,TOTAL_FLUX,80.0,1.200849398126146e-07,0.0012008493981261461,2.130605400248102e-07,0.0,0.0025499268295090007
a050_i020,0.5,20,TOTAL_FLUX,84.0,3.5346714697006505e-08,0.0003534671469700651,6.684204510489528e-08,0.0,0.0007710608765837909
a050_i020,0.5,20,TOTAL_FLUX,88.0,1.9650161758004648e-08,0.00019650161758004648,3.9381024872638576e-08,0.0,0.0004253271370635525
a050_i020,0.5,20,TOTAL_FLUX,92.0,7.823265914749016e-09,7.823265914749016e-05,1.7295125233378803e-08,0.0,0.00018071903746601329
a050_i020,0.5,20,TOTAL_FLUX,96.0,1.176723742441255e-09,1.176723742441255e-05,3.4044911737028415e-09,0.0,3.4251122041344446e-05
a050_i020,0.5,20,TOTAL_FLUX,100.0,2.547174725936772e-11,2.5471747259367717e-07,1.0186387749237606e-10,0.0,1.0189244544302803e-06
a050_i020,0.5,20,TOTAL_FLUX,104.0,3.250261260768968e-14,3.250261260768968e-10,1.7253728917772647e-13,0.0,1.7253892859390146e-09
a050_i020,0.5,20,TOTAL_FLUX,108.0,1.6596384296846553e-18,1.659638429684655e-14,1.0883556513190226e-17,0.0,1.0883560403245685e-13
a050_i020,0.5,20,TOTAL_FLUX,112.0,2.9141952176561657e-24,2.914195217656166e-20,2.2127480975404522e-23,0.0,2.2127481331899386e-19
a050_i020,0.5,20,TOTAL_FLUX,116.0,1.631757860350449e-31,1.631757860350449e-27,1.3677079828982514e-30,0.0,1.3677079840836206e-26
a050_i020,0.5,20,TOTAL_FLUX,120.0,2.789813614928703e-40,2.7898136149287028e-36,2.501854953788951e-39,0.0,2.5018549539192833e-35
a050_i020,0.5,20,TOTAL_FLUX,124.0,1.4195090453322004e-50,1.4195090453322004e-46,1.3363395424511668e-49,0.0,1.3363395424555499e-45
a050_i020,0.5,20,TOTAL_FLUX,128.0,2.1175515153682946e-62,2.1175515153682947e-58,2.0694090172307903e-61,0.0,2.069409017231223e-57
a050_i020,0.5,20,TOTAL_FLUX,132.0,9.181070553879479e-76,9.18107055387948e-72,9.25248341375949e-75,0.0,9.252483413759613e-71
a050_i020,0.5,20,TOTAL_FLUX,136.0,1.1511258186334737e-90,1.1511258186334736e-86,1.1913424218214943e-89,0.0,1.1913424218214955e-85
a050_i020,0.5,20,TOTAL_FLUX,140.0,4.161160551137313e-107,4.161160551137313e-103,4.409932949749577e-106,0.0,4.409932949749578e-102
a050_i020,0.5,20,TOTAL_FLUX,144.0,4.32864638936908e-125,4.32864638936908e-121,4.68713495057001e-124,0.0,4.6871349505700106e-120
a050_i020,0.5,20,TOTAL_FLUX,148.0,1.2941735320928918e-144,1.2941735320928917e-140,1.4290842610340635e-143,0.0,1.4290842610340638e-139
a050_i020,0.5,20,TOTAL_FLUX,152.0,1.111082667263514e-165,1.111082667263514e-161,1.2490102422354413e-164,0.0,1.2490102422354415e-160
a050_i020,0.5,20,TOTAL_FLUX,156.0,2.737247435254404e-188,2.737247435254404e-184,3.1273585180294087e-187,0.0,3.127358518029409e-183
a050_i020,0.5,20,TOTAL_FLUX,160.0,1.9339768233938197e-212,1.9339768233938198e-208,2.2422592701321633e-211,0.0,2.2422592701321636e-207
a050_i020,0.5,20,TOTAL_FLUX,164.0,3.916973338426403e-238,3.916973338426403e-234,4.6017213160506883e-237,0.0,4.601721316050688e-233
a050_i020,0.5,20,TOTAL_FLUX,168.0,2.2731686351913662e-265,2.273168635191366e-261,2.7023427215058524e-264,0.0,2.702342721505853e-260
a050_i020,0.5,20,TOTAL_FLUX,172.0,3.778637525710465e-294,3.7786375257104655e-290,4.539722890522254e-293,0.0,4.539722890522255e-289
a050_i020,0.5,20,TOTAL_FLUX,176.0,0.0,0.0,2.5e-323,0.0,2.9644e-319
a050_i020,0.5,20,TOTAL_FLUX,180.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,184.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,188.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,192.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,196.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,200.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,204.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,208.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,212.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,216.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,220.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,224.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,228.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,232.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,236.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,240.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,244.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,248.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,TOTAL_FLUX,252.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,0.0,0.0674287629250806,674.2876292508059,0.5073046111711486,5.5312949672354734e-05,130.51155763411805
a050_i020,0.5,20,DELAY_ONLY,4.0,0.05878143166503095,587.8143166503095,0.504634563066497,4.5918168712641246e-05,127.06638312335221
a050_i020,0.5,20,DELAY_ONLY,8.0,0.04554234384498626,455.4234384498626,0.5007457892930496,1.1916035308395733e-05,118.48615529157708
a050_i020,0.5,20,DELAY_ONLY,12.0,0.03371354813905658,337.1354813905658,0.4589235033788902,2.6439143252183426e-06,104.80343540651887
a050_i020,0.5,20,DELAY_ONLY,16.0,0.019169119292001293,191.69119292001292,0.26413330671816193,1.871848150632366e-06,81.67034104216833
a050_i020,0.5,20,DELAY_ONLY,20.0,0.003572800231446224,35.72800231446224,0.043961708216049666,1.3621484152524025e-06,54.299722287729985
a050_i020,0.5,20,DELAY_ONLY,24.0,0.0003198588805078482,3.1985888050784816,0.002625070896824808,1.2443047965414365e-06,41.90626392189614
a050_i020,0.5,20,DELAY_ONLY,28.0,0.00032168522482579025,3.2168522482579025,0.0029347200166371,1.4242258436909562e-06,42.99913653787189
a050_i020,0.5,20,DELAY_ONLY,32.0,0.00034759732142695043,3.475973214269504,0.003352232424178785,1.5244008170454972e-06,43.888522200095686
a050_i020,0.5,20,DELAY_ONLY,36.0,0.00032413859764231196,3.2413859764231194,0.0032378612199347404,1.3665603216792183e-06,42.2958741801875
a050_i020,0.5,20,DELAY_ONLY,40.0,0.0002771754071376373,2.771754071376373,0.0028912930655339447,1.1345533125663177e-06,39.54938895495383
a050_i020,0.5,20,DELAY_ONLY,44.0,0.00023375658440087738,2.3375658440087737,0.00231269428260545,9.95849688993333e-07,35.913813913027965
a050_i020,0.5,20,DELAY_ONLY,48.0,0.00020070309706917422,2.0070309706917424,0.00208270655843845,6.428676866796736e-07,31.57290446670077
a050_i020,0.5,20,DELAY_ONLY,52.0,0.0001699341689885685,1.699341689885685,0.0019036472888117326,4.176179013500279e-07,29.24534348586339
a050_i020,0.5,20,DELAY_ONLY,56.0,0.0001482163282163264,1.4821632821632642,0.0015048898005939478,4.118796642603074e-07,27.39076910916526
a050_i020,0.5,20,DELAY_ONLY,60.0,0.0001206591687423323,1.2065916874233231,0.001219466606973272,3.213141307288896e-07,23.992246871041143
a050_i020,0.5,20,DELAY_ONLY,64.0,9.476391781345824e-05,0.9476391781345824,0.0009454725791051472,1.6201340296225877e-07,19.83042889363791
a050_i020,0.5,20,DELAY_ONLY,68.0,6.882901862965334e-05,0.6882901862965334,0.0007245316152101155,6.108946424523988e-08,16.591993312856417
a050_i020,0.5,20,DELAY_ONLY,72.0,4.53346033849301e-05,0.453346033849301,0.0006168388015681571,2.684210856464087e-08,13.232448621621359
a050_i020,0.5,20,DELAY_ONLY,76.0,2.4477692876088813e-05,0.24477692876088814,0.00044508654547453867,7.418120908737885e-09,8.761480472192641
a050_i020,0.5,20,DELAY_ONLY,80.0,7.035095776272248e-06,0.07035095776272247,0.00014487834454205697,1.613086217491345e-09,3.4148821288129114
a050_i020,0.5,20,DELAY_ONLY,84.0,1.9488928741826613e-06,0.019488928741826613,2.26927976364797e-05,2.1594352267809246e-10,1.0123065201529384
a050_i020,0.5,20,DELAY_ONLY,88.0,1.0384300024326757e-06,0.010384300024326757,1.888717854029765e-05,3.641006875569997e-11,0.5956988678652904
a050_i020,0.5,20,DELAY_ONLY,92.0,5.197073019403351e-07,0.005197073019403351,8.085419361690516e-06,2.7596601306389747e-13,0.2779819212230558
a050_i020,0.5,20,DELAY_ONLY,96.0,1.3273845486400472e-07,0.0013273845486400473,2.7075270916433385e-06,7.049366294763171e-16,0.06718524370832825
a050_i020,0.5,20,DELAY_ONLY,100.0,5.262951330588839e-09,5.262951330588839e-05,1.3720891847656148e-07,1.1352850690935333e-19,0.0025535197456852347
a050_i020,0.5,20,DELAY_ONLY,104.0,1.0852953430306476e-11,1.0852953430306476e-07,3.3477156585462204e-10,5.297887788333508e-25,5.029494500841278e-06
a050_i020,0.5,20,DELAY_ONLY,108.0,7.839807321045544e-16,7.839807321045543e-12,2.71058831081686e-14,0.0,3.598564061781906e-10
a050_i020,0.5,20,DELAY_ONLY,112.0,1.7445606663475495e-21,1.7445606663475494e-17,6.546670121543457e-20,0.0,8.064688639182157e-16
a050_i020,0.5,20,DELAY_ONLY,116.0,1.1455845382949755e-28,1.1455845382949755e-24,4.5741928445356445e-27,0.0,5.353671839049608e-23
a050_i020,0.5,20,DELAY_ONLY,120.0,2.1875238434893685e-37,2.1875238434893686e-33,9.165033076558331e-36,0.0,1.0329298944087908e-31
a050_i020,0.5,20,DELAY_ONLY,124.0,1.207626441460868e-47,1.207626441460868e-43,5.252525235397398e-46,0.0,5.752373920024435e-42
a050_i020,0.5,20,DELAY_ONLY,128.0,1.9215277802138345e-59,1.9215277802138343e-55,8.60351072248811e-58,0.0,9.217763550587726e-54
a050_i020,0.5,20,DELAY_ONLY,132.0,8.79451773183318e-73,8.79451773183318e-69,4.026617021108176e-71,0.0,4.2423721397382086e-67
a050_i020,0.5,20,DELAY_ONLY,136.0,1.156002610418622e-87,1.1560026104186218e-83,5.384123167751672e-86,0.0,5.600633231419949e-82
a050_i020,0.5,20,DELAY_ONLY,140.0,4.358720052184695e-104,4.358720052184695e-100,2.056726189965346e-102,0.0,2.118789692283082e-98
a050_i020,0.5,20,DELAY_ONLY,144.0,4.7097211549057296e-122,4.709721154905729e-118,2.2444567113226422e-120,0.0,2.295275012871652e-116
a050_i020,0.5,20,DELAY_ONLY,148.0,1.4572706407171795e-141,1.4572706407171796e-137,6.996976498442992e-140,0.0,7.11583452873905e-136
a050_i020,0.5,20,DELAY_ONLY,152.0,1.2904458006242398e-162,1.2904458006242398e-158,6.2311458617781275e-161,0.0,6.310553831512737e-157
a050_i020,0.5,20,DELAY_ONLY,156.0,3.268871824465846e-185,3.2688718244658457e-181,1.585182939754932e-183,0.0,1.6003370345369037e-179
a050_i020,0.5,20,DELAY_ONLY,160.0,2.36790644310611e-209,2.36790644310611e-205,1.15197134875948e-207,0.0,1.160232279719232e-203
a050_i020,0.5,20,DELAY_ONLY,164.0,4.9037170437138245e-235,4.9037170437138246e-231,2.3914013610417296e-233,0.0,2.404264982144903e-229
a050_i020,0.5,20,DELAY_ONLY,168.0,2.902643722123086e-262,2.902643722123086e-258,1.4181104931540249e-260,0.0,1.4238323158084362e-256
a050_i020,0.5,20,DELAY_ONLY,172.0,4.910253211053296e-291,4.9102532110532964e-287,2.4022224009656955e-289,0.0,2.409492556402519e-285
a050_i020,0.5,20,DELAY_ONLY,176.0,2.376e-321,2.376456e-317,1.16244e-319,0.0,1.166093737e-315
a050_i020,0.5,20,DELAY_ONLY,180.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,184.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,188.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,192.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,196.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,200.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,204.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,208.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,212.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,216.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,220.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,224.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,228.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,232.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,236.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,240.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,244.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,248.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,DELAY_ONLY,252.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,0.0,0.06795765966678692,679.5765966678692,0.5102965360674687,0.00010427452941444036,132.87402329143646
a050_i020,0.5,20,SPATIAL_ONLY,4.0,0.059255976432437546,592.5597643243755,0.5073879399305908,8.474767185814504e-05,129.3495716273477
a050_i020,0.5,20,SPATIAL_ONLY,8.0,0.045913143574437765,459.13143574437765,0.5028431335280084,4.462516162532795e-05,120.74945920504894
a050_i020,0.5,20,SPATIAL_ONLY,12.0,0.033936453124451725,339.36453124451725,0.46019642916578407,2.1774958945247596e-05,106.75324211282785
a050_i020,0.5,20,SPATIAL_ONLY,16.0,0.019186812496941572,191.86812496941573,0.2642512085180449,6.7213484614596524e-06,80.84615467066418
a050_i020,0.5,20,SPATIAL_ONLY,20.0,0.003391533839688775,33.91533839688775,0.0429447436749712,5.969925684931754e-07,37.81457773144402
a050_i020,0.5,20,SPATIAL_ONLY,24.0,5.198166753164289e-05,0.5198166753164289,0.0006392854558223794,4.4419553595411115e-09,4.843366937922317
a050_i020,0.5,20,SPATIAL_ONLY,28.0,3.743295100595248e-08,0.0003743295100595248,5.165522945005431e-07,1.422727700713452e-12,0.010947754829792147
a050_i020,0.5,20,SPATIAL_ONLY,32.0,4.8798648871174655e-12,4.8798648871174656e-08,3.281208682270072e-10,1.6417866551658974e-17,3.5983394918217364e-06
a050_i020,0.5,20,SPATIAL_ONLY,36.0,1.1296558998521137e-16,1.1296558998521137e-12,8.813797477022287e-15,7.664946461123282e-24,9.192864265621303e-11
a050_i020,0.5,20,SPATIAL_ONLY,40.0,8.681565373361368e-23,8.681565373361368e-19,6.807502589707226e-21,1.3369110509681845e-31,7.071572243276627e-17
a050_i020,0.5,20,SPATIAL_ONLY,44.0,1.915229460064382e-30,1.915229460064382e-26,1.502479829459359e-28,1.0257423357661633e-40,1.5595350726981483e-24
a050_i020,0.5,20,SPATIAL_ONLY,48.0,1.207417757555891e-39,1.207417757555891e-35,9.473235531429695e-38,2.1711497710399907e-51,9.830863667818508e-34
a050_i020,0.5,20,SPATIAL_ONLY,52.0,2.174598463355884e-50,2.1745984633558838e-46,1.7062317324117356e-48,1.2912770182570557e-63,1.7705255238685802e-44
a050_i020,0.5,20,SPATIAL_ONLY,56.0,1.1188114905640612e-62,1.1188114905640612e-58,8.778541193861758e-61,2.5534472245666618e-77,9.109125615520326e-57
a050_i020,0.5,20,SPATIAL_ONLY,60.0,1.6443026372454332e-76,1.6443026372454333e-72,1.2901777244014095e-74,1.2445089565406786e-92,1.3387528939470298e-70
a050_i020,0.5,20,SPATIAL_ONLY,64.0,6.903197406675009e-92,6.903197406675009e-88,5.41650234546132e-90,0.0,5.620417520982061e-86
a050_i020,0.5,20,SPATIAL_ONLY,68.0,8.2786848809624755e-109,8.278684880962475e-105,6.49576503930295e-107,0.0,6.74030426457396e-103
a050_i020,0.5,20,SPATIAL_ONLY,72.0,2.8360540307745315e-127,2.8360540307745314e-123,2.2252743930228913e-125,0.0,2.3090460840318926e-121
a050_i020,0.5,20,SPATIAL_ONLY,76.0,2.775297736983626e-147,2.775297736983626e-143,2.1776029352530417e-145,0.0,2.2595796966863788e-141
a050_i020,0.5,20,SPATIAL_ONLY,80.0,7.75794216735406e-169,7.75794216735406e-165,6.0871732806820084e-167,0.0,6.316327113785678e-163
a050_i020,0.5,20,SPATIAL_ONLY,84.0,6.194772306798821e-192,6.194772306798821e-188,4.860651463841593e-190,0.0,5.043632348029158e-186
a050_i020,0.5,20,SPATIAL_ONLY,88.0,1.4130125045817114e-216,1.4130125045817113e-212,1.1087027885912722e-214,0.0,1.1504402759216702e-210
a050_i020,0.5,20,SPATIAL_ONLY,92.0,9.206795693957073e-243,9.206795693957073e-239,7.223998403703331e-241,0.0,7.495948221513263e-237
a050_i020,0.5,20,SPATIAL_ONLY,96.0,1.7136133991977755e-270,1.7136133991977754e-266,1.344565566532525e-268,0.0,1.3951821823352357e-264
a050_i020,0.5,20,SPATIAL_ONLY,100.0,9.110852908136565e-300,9.110852908136565e-296,7.14871808926803e-298,0.0,7.417833945511916e-294
a050_i020,0.5,20,SPATIAL_ONLY,104.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,108.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,112.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,116.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,120.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,124.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,128.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,132.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,136.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,140.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,144.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,148.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,152.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,156.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,160.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,164.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,168.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,172.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,176.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,180.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,184.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,188.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,192.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,196.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,200.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,204.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,208.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,212.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,216.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,220.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,224.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,228.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,232.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,236.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,240.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,244.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,248.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,SPATIAL_ONLY,252.0,0.0,0.0,0.0,0.0,0.0
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,0.0,0.06742879045963117,674.2879045963117,0.5073047019063057,5.535434725581983e-05,130.51384421336502
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,4.0,0.05880660961495611,588.0660961495611,0.5047586070026323,5.6942158152230317e-05,128.3504544467139
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,8.0,0.046787894577593046,467.87894577593045,0.5112079586424138,1.674051637321826e-05,130.01274907100932
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,12.0,0.04143504066327304,414.3504066327304,0.6343817314928812,2.055979254586902e-06,129.60118377115245
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,16.0,0.036750818854693376,367.50818854693375,0.7884905413033567,5.588365999650461e-07,127.56869755821981
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,20.0,0.030569115846644415,305.69115846644416,0.8376744622555279,2.2278363907736386e-06,126.15078796958724
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,24.0,0.0366731509775836,366.731509775836,0.8785945392539429,1.0367954093642905e-05,131.81239296290605
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,28.0,0.0509892373816625,509.892373816625,1.0222034022485162,3.373638660378669e-05,144.5483525646364
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,32.0,0.06559554279315337,655.9554279315337,1.2138933002246297,8.124034612566753e-05,151.9084388467715
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,36.0,0.07195414488105983,719.5414488105984,1.1466514145988134,0.00013752550658533067,154.67100214601936
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,40.0,0.07262565874115487,726.2565874115487,1.077308580413505,0.0002239444967976292,157.95103097100855
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,44.0,0.07232658593952297,723.2658593952298,1.023475042870733,0.0004547366910936649,161.84380182591875
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,48.0,0.07069022710145373,706.9022710145373,0.7931679419965292,0.0006064804711049289,161.6340159783599
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,52.0,0.062293524918064724,622.9352491806472,0.44866938162370185,0.00047065287138287184,148.82635734825823
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,56.0,0.05260627264046858,526.0627264046858,0.22535315980578274,0.00013909136592239155,129.34531014884234
a050_i020,0.5,20,EQUALIZED_ORDER_SENSITIVITY,60.0,0.04303140888502193,430.3140888502193,0.14160853822296404,2.9811586878842246e-05,111.2332506411944
