geometry,spin,inclination_deg,deepest_detectable_age,shallowest_detectable_age,n_detectable_ages,right_censored,depth_report,arm,snr0,total_ages,age_grid_max,T_rec_best_mode,T_rec_best_mode_right_censored,T_rec_best_mode_report
a000_i020,0.0,20,-1.0,-1.0,0,False,none,EQUALIZED_ORDER_SENSITIVITY,3.0,64,252.0,60.0,False,60.0
a000_i020,0.0,20,80.0,0.0,21,False,80.0,EQUALIZED_ORDER_SENSITIVITY,10.0,64,252.0,88.0,False,88.0
a000_i020,0.0,20,92.0,0.0,24,False,92.0,EQUALIZED_ORDER_SENSITIVITY,30.0,64,252.0,96.0,False,96.0
a000_i020,0.0,20,96.0,0.0,25,False,96.0,EQUALIZED_ORDER_SENSITIVITY,100.0,64,252.0,100.0,False,100.0
a000_i020,0.0,20,100.0,0.0,26,False,100.0,EQUALIZED_ORDER_SENSITIVITY,300.0,64,252.0,100.0,False,100.0
a000_i020,0.0,20,100.0,0.0,26,False,100.0,EQUALIZED_ORDER_SENSITIVITY,1000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,104.0,0.0,27,False,104.0,EQUALIZED_ORDER_SENSITIVITY,3000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,104.0,0.0,27,False,104.0,EQUALIZED_ORDER_SENSITIVITY,10000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,104.0,0.0,27,False,104.0,EQUALIZED_ORDER_SENSITIVITY,30000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,104.0,0.0,27,False,104.0,EQUALIZED_ORDER_SENSITIVITY,100000.0,64,252.0,108.0,False,108.0
a000_i020,0.0,20,108.0,0.0,28,False,108.0,EQUALIZED_ORDER_SENSITIVITY,1000000.0,64,252.0,108.0,False,108.0
a000_i020,0.0,20,-1.0,-1.0,0,False,none,PAIRING_DESTROYED,1.0,64,252.0,-1.0,False,none
a000_i020,0.0,20,-1.0,-1.0,0,False,none,PAIRING_DESTROYED,3.0,64,252.0,16.0,False,16.0
a000_i020,0.0,20,16.0,0.0,5,False,16.0,PAIRING_DESTROYED,10.0,64,252.0,36.0,False,36.0
a000_i020,0.0,20,20.0,0.0,6,False,20.0,PAIRING_DESTROYED,30.0,64,252.0,68.0,False,68.0
a000_i020,0.0,20,44.0,0.0,12,False,44.0,PAIRING_DESTROYED,100.0,64,252.0,80.0,False,80.0
a000_i020,0.0,20,72.0,0.0,19,False,72.0,PAIRING_DESTROYED,300.0,64,252.0,96.0,False,96.0
a000_i020,0.0,20,80.0,0.0,21,False,80.0,PAIRING_DESTROYED,1000.0,64,252.0,100.0,False,100.0
a000_i020,0.0,20,92.0,0.0,24,False,92.0,PAIRING_DESTROYED,3000.0,64,252.0,100.0,False,100.0
a000_i020,0.0,20,96.0,0.0,25,False,96.0,PAIRING_DESTROYED,10000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,100.0,0.0,26,False,100.0,PAIRING_DESTROYED,30000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,100.0,0.0,26,False,100.0,PAIRING_DESTROYED,100000.0,64,252.0,104.0,False,104.0
a000_i020,0.0,20,104.0,0.0,27,False,104.0,PAIRING_DESTROYED,1000000.0,64,252.0,108.0,False,108.0
a000_i050,0.0,50,-1.0,-1.0,0,False,none,DIRECT_PHYSICAL,1.0,64,252.0,-1.0,False,none
a000_i050,0.0,50,-1.0,-1.0,0,False,none,DIRECT_PHYSICAL,3.0,64,252.0,48.0,False,48.0
a000_i050,0.0,50,48.0,0.0,13,False,48.0,DIRECT_PHYSICAL,10.0,64,252.0,56.0,False,56.0
a000_i050,0.0,50,56.0,0.0,15,False,56.0,DIRECT_PHYSICAL,30.0,64,252.0,60.0,False,60.0
a000_i050,0.0,50,60.0,0.0,16,False,60.0,DIRECT_PHYSICAL,100.0,64,252.0,60.0,False,60.0
a000_i050,0.0,50,60.0,0.0,16,False,60.0,DIRECT_PHYSICAL,300.0,64,252.0,64.0,False,64.0
a000_i050,0.0,50,64.0,0.0,17,False,64.0,DIRECT_PHYSICAL,1000.0,64,252.0,64.0,False,64.0
