source_class,arm,estimator,snr0,scope,bank,n_banks_in_scope,mean_direct,mean_arm,median_relative_reduction,median_ci_low,median_ci_high,relative_reduction,ci_low,ci_high,n_families_improved,all_primary_banks_positive,n_truths,n_cells,meets_materiality,improved_circular_single_hotspot,improved_circular_two_hotspots,improved_circular_crescent,improved_plunging_hotspot,positive_constant_flux_structural,positive_structure_balanced_050,positive_structure_balanced_080
L224,UNRESOLVED_IMAGE,TSVD,100.0,single_bank,structure_balanced_050,1,2.758901478035539,2.597438974950787,0.015287309853844787,-0.10492065402253355,0.12676815172041245,-0.046055080425779674,-0.1460950220553372,0.0404591599547378,3,True,32,4,False,True,True,True,False,,True,
L224,RESOLVED_PHYSICAL,RIDGE_IDENTITY,100.0,single_bank,structure_balanced_080,1,2.6652071414388203,2.0018593676792884,0.2835791500283887,-0.027959530270556386,0.36649920616081044,0.027841558094925695,-0.18160776168835643,0.2007452811930528,3,True,32,4,False,True,True,True,False,,,True
L224,TOTAL_FLUX,RIDGE_IDENTITY,100.0,single_bank,structure_balanced_080,1,2.6652071414388203,2.8258258146862243,-0.040842856348273476,-0.06794901264381796,-0.00986961811548416,-0.01874057656557348,-0.06187428406975315,0.030484034426361363,1,False,32,4,False,False,False,False,True,,,False
L224,UNRESOLVED_IMAGE,RIDGE_IDENTITY,100.0,single_bank,structure_balanced_080,1,2.6652071414388203,2.4782141787835497,0.06867589055753459,-0.06605269143232884,0.12148332921154326,-0.06151274089900553,-0.18566540920842914,0.046391260818936166,3,True,32,4,False,True,True,True,False,,,True
L224,RESOLVED_PHYSICAL,TSVD,100.0,single_bank,structure_balanced_080,1,2.691278227768419,2.335557840799939,0.11006948097217872,-0.21503290379933315,0.3125485731835394,-0.24395929852868659,-0.6471285303022948,0.05283140871987588,3,True,32,4,False,True,True,True,False,,,True
L224,TOTAL_FLUX,TSVD,100.0,single_bank,structure_balanced_080,1,2.691278227768419,2.834929421961652,-0.037209781044209855,-0.06163631456978844,-0.004903365948295963,-0.02647491730975725,-0.054760593676531084,0.003048882132955875,1,False,32,4,False,False,False,False,True,,,False
L224,UNRESOLVED_IMAGE,TSVD,100.0,single_bank,structure_balanced_080,1,2.691278227768419,2.5367922660065587,0.00935652684861558,-0.08170440882319713,0.11483462524294687,-0.027696254719987275,-0.10625202490884222,0.04214276311169106,3,True,32,4,False,True,True,True,False,,,True
L224,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,all_declared_banks,MULTI,3,7.112333239713901,3.511085538207142,0.5318274162915149,0.5036877216336586,0.5727668273828911,0.5039385244955311,0.4708778159675692,0.5358226590612779,4,True,96,12,True,True,True,True,True,True,True,True
L224,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,all_declared_banks,MULTI,3,7.112333239713901,7.68470848540989,-0.06767422056510528,-0.08679863287026866,-0.04894737814804702,-0.08240702718311652,-0.10148469678773063,-0.0640401354717605,0,False,96,12,False,False,False,False,False,False,False,False
L224,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,all_declared_banks,MULTI,3,7.112333239713901,5.901837491758516,0.1949998797404593,0.14730464116365966,0.2344203923213594,0.16461380565766243,0.13626157620615328,0.19107780490007695,4,True,96,12,True,True,True,True,True,True,True,True
L224,RESOLVED_PHYSICAL,TSVD,1000.0,all_declared_banks,MULTI,3,7.256212162772644,3.7167684771738485,0.5316779115616188,0.49221531261942025,0.5465387985506123,0.486676371676728,0.45281860468295443,0.5189054114482508,4,True,96,12,True,True,True,True,True,True,True,True
L224,TOTAL_FLUX,TSVD,1000.0,all_declared_banks,MULTI,3,7.256212162772644,7.689362242949365,-0.04797267544382747,-0.0687733807448289,-0.03250634759799127,-0.05952919446289431,-0.07596598895942637,-0.04388096857278404,1,False,96,12,False,False,False,False,True,False,False,False
L224,UNRESOLVED_IMAGE,TSVD,1000.0,all_declared_banks,MULTI,3,7.256212162772644,6.673737501622739,0.08895354703985484,0.04976349439317965,0.14112197603053167,0.0717696234287924,0.04482713351168341,0.09713939314834978,3,True,96,12,False,True,True,True,False,True,True,True
L224,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,single_bank,constant_flux_structural,1,16.06315497750284,8.020804463221204,0.5758621593707449,0.5012447632735616,0.6727199797324964,0.5615969302793089,0.5013583889586868,0.6163052680207898,4,True,32,4,True,True,True,True,True,True,,
L224,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,single_bank,constant_flux_structural,1,16.06315497750284,17.35870936305251,-0.08618140862661813,-0.1316374981320717,-0.050067086114982874,-0.10781324926673808,-0.13960814358896997,-0.07755518469079958,0,False,32,4,False,False,False,False,False,False,,
L224,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,single_bank,constant_flux_structural,1,16.06315497750284,13.387765817585688,0.23427985675322444,0.17183947875444822,0.295225338669041,0.21141416148779965,0.1682530936538037,0.2514429540793737,4,True,32,4,True,True,True,True,True,True,,
L224,RESOLVED_PHYSICAL,TSVD,1000.0,single_bank,constant_flux_structural,1,16.358362741253472,8.53883270011951,0.5555092150897808,0.5286114618525554,0.6323352107937684,0.5451223177544364,0.481676631011244,0.6022729896586649,4,True,32,4,True,True,True,True,True,True,,
L224,TOTAL_FLUX,TSVD,1000.0,single_bank,constant_flux_structural,1,16.358362741253472,17.351760537331582,-0.07379261518940168,-0.11053945318036419,-0.04033002811318888,-0.08662928139171581,-0.11556899700712751,-0.05880809118052119,1,False,32,4,False,False,False,False,True,False,,
L224,UNRESOLVED_IMAGE,TSVD,1000.0,single_bank,constant_flux_structural,1,16.358362741253472,15.130906799248665,0.10570642186154877,0.05619959923782615,0.16815630466845505,0.11090981477419595,0.0756567521435181,0.14558004851380607,3,True,32,4,True,True,True,True,False,True,,
L224,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,single_bank,structure_balanced_050,1,2.671437977258673,1.3085527418788412,0.502325723893364,0.4202414002650236,0.5642975076507575,0.46504053570727577,0.41519975874699544,0.5128101866199373,4,True,32,4,True,True,True,True,True,,True,
L224,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,single_bank,structure_balanced_050,1,2.671437977258673,2.8695904025390746,-0.05123653011590567,-0.11297150698789495,-0.007645465571912823,-0.07101395380227532,-0.1049736247319134,-0.038559941360704786,1,False,32,4,False,False,False,False,True,,False,
L224,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,single_bank,structure_balanced_050,1,2.671437977258673,2.2059995440463585,0.1766685347389541,0.04951317614954528,0.23541098527441331,0.1347537562082217,0.08664719293076198,0.18153378548325305,3,True,32,4,True,True,True,True,False,,True,
L224,RESOLVED_PHYSICAL,TSVD,1000.0,single_bank,structure_balanced_050,1,2.739757789650334,1.3587458118175748,0.4827971508061967,0.43912173605076715,0.5241168673954756,0.44735739684438264,0.3966769617567642,0.4946429671306649,4,True,32,4,True,True,True,True,True,,True,
L224,TOTAL_FLUX,TSVD,1000.0,single_bank,structure_balanced_050,1,2.739757789650334,2.881396775037058,-0.023385103668061766,-0.07666196496779278,0.003452006565496445,-0.04666827589934715,-0.07471849628143658,-0.020045932059823655,1,False,32,4,False,False,False,False,True,,False,
L224,UNRESOLVED_IMAGE,TSVD,1000.0,single_bank,structure_balanced_050,1,2.739757789650334,2.475223932815651,0.07360152021518546,-0.02633293313391575,0.14908004015116852,0.04857581257653405,-0.0014290130061692578,0.09757019955218618,3,True,32,4,False,True,True,True,False,,True,
L224,RESOLVED_PHYSICAL,RIDGE_IDENTITY,1000.0,single_bank,structure_balanced_080,1,2.6024067643801896,1.203899409521382,0.527076596987302,0.48115442049717155,0.5830166671099634,0.48517810750000867,0.42704657316207706,0.5381371066743549,4,True,32,4,True,True,True,True,True,,,True
L224,TOTAL_FLUX,RIDGE_IDENTITY,1000.0,single_bank,structure_balanced_080,1,2.6024067643801896,2.825825690638084,-0.060221681080951966,-0.08305798810539879,-0.02324035418116714,-0.06839387848033614,-0.0969713048092818,-0.04079932989307666,1,False,32,4,False,False,False,False,True,,,False
L224,UNRESOLVED_IMAGE,RIDGE_IDENTITY,1000.0,single_bank,structure_balanced_080,1,2.6024067643801896,2.1117471136435007,0.18398935412988499,0.11082886659709397,0.24189834240557034,0.14767349927696596,0.09916944528772288,0.19369857785117767,3,True,32,4,True,True,True,True,False,,,True
L224,RESOLVED_PHYSICAL,TSVD,1000.0,single_bank,structure_balanced_080,1,2.6705159574141266,1.2527269195844593,0.536724082826073,0.47254228087703753,0.5526264198323724,0.4675494004313647,0.4064254076073223,0.5224068295699656,4,True,32,4,True,True,True,True,True,,,True
L224,TOTAL_FLUX,TSVD,1000.0,single_bank,structure_balanced_080,1,2.6705159574141266,2.8349294164794534,-0.043902898363403116,-0.07057418416606961,-0.008967137184598512,-0.045290026097619916,-0.06877866558126808,-0.021916460416612178,1,False,32,4,False,False,False,False,True,,,False
L224,UNRESOLVED_IMAGE,TSVD,1000.0,single_bank,structure_balanced_080,1,2.6705159574141266,2.4150817728039007,0.08711766034153176,0.006689156996315562,0.1535089147979944,0.055823242935647166,0.008328521009138157,0.10100498113098749,3,True,32,4,False,True,True,True,False,,,True
