source_class,arm,estimator,snr0,bank,family,index,split,selected_hyperparameter,old_band_structure_error,structure_stable_span_M,at_positivity_ceiling
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,0,pilot,0.1,6.629258208230743,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,1,pilot,0.1,6.199671382171244,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,2,pilot,0.1,5.09490210310053,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,3,pilot,0.1,4.565210890220662,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,4,pilot,0.1,4.289336029241168,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,5,pilot,0.1,4.999224086787937,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,6,pilot,0.1,5.489467877877512,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_crescent,7,pilot,0.1,5.53200998363173,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,0,pilot,0.1,2.0447618657374576,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,1,pilot,0.1,1.6395236747097948,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,2,pilot,0.1,3.449549793531522,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,3,pilot,0.1,4.335877325361776,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,4,pilot,0.1,4.010805814378464,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,5,pilot,0.1,1.4766823426424425,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,6,pilot,0.1,2.7096786267299104,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_single_hotspot,7,pilot,0.1,1.8669997348484082,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,0,pilot,0.1,4.362625164963364,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,1,pilot,0.1,5.00548245697051,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,2,pilot,0.1,5.605846059706586,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,3,pilot,0.1,4.07358285159078,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,4,pilot,0.1,4.4859409206683125,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,5,pilot,0.1,4.5906617521692885,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,6,pilot,0.1,6.745898188009338,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,circular_two_hotspots,7,pilot,0.1,2.9562596788585385,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,0,pilot,0.1,1.9923511294366907,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,1,pilot,0.1,1.2112376883397489,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,2,pilot,0.1,1.797896620051573,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,3,pilot,0.1,0.7166088624670889,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,4,pilot,0.1,2.1091016820705195,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,5,pilot,0.1,2.7366593212102304,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,6,pilot,0.1,2.9421427120845975,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,baseline_one_positive,plunging_hotspot,7,pilot,0.1,1.0377772763683248,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,0,pilot,0.1,9.653828786149433,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,1,pilot,0.1,9.20078363516215,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,2,pilot,0.1,14.438085979710657,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,3,pilot,0.1,20.650499385155864,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,4,pilot,0.1,22.18539290965303,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,5,pilot,0.1,9.605766448463182,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,6,pilot,0.1,13.077301890370807,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_crescent,7,pilot,0.1,14.176099147157771,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,0,pilot,0.1,15.334537609665409,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,1,pilot,0.1,12.844148063212971,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,2,pilot,0.1,30.088165751264555,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,3,pilot,0.1,11.189698398858063,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,4,pilot,0.1,37.850582248665205,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,5,pilot,0.1,14.500866812306999,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,6,pilot,0.1,26.456456058661423,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_single_hotspot,7,pilot,0.1,31.079858088651857,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,0,pilot,0.1,9.459464982780236,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,1,pilot,0.1,12.072707933223754,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,2,pilot,0.1,34.72926662535704,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,3,pilot,0.1,19.811907675761187,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,4,pilot,0.1,17.821224818560722,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,5,pilot,0.1,12.157105003680815,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,6,pilot,0.1,25.01992734529769,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,circular_two_hotspots,7,pilot,0.1,14.408866619572077,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,0,pilot,0.1,23.55993222100658,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,1,pilot,0.1,47.03768372645784,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,2,pilot,0.1,34.76644146469803,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,3,pilot,0.1,43.10234917343341,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,4,pilot,0.1,28.330766548010267,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,5,pilot,0.1,39.25180573135657,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,6,pilot,0.1,46.55125865984287,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,constant_flux_structural,plunging_hotspot,7,pilot,0.1,55.47527678774297,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,0,pilot,0.1,4.233954017488186,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,1,pilot,0.1,4.832362639003059,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,2,pilot,0.1,4.283344223341748,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,3,pilot,0.1,5.488586885464329,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,4,pilot,0.1,5.635299648506894,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,5,pilot,0.1,4.508316671660492,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,6,pilot,0.1,6.530090440352938,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_crescent,7,pilot,0.1,4.767872550105096,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,0,pilot,0.1,2.5439001324549917,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,1,pilot,0.1,1.2168810302389426,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,2,pilot,0.1,4.103294615870937,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,3,pilot,0.1,1.33516337474201,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,4,pilot,0.1,4.874677338044094,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,5,pilot,0.1,2.5164728851694047,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,6,pilot,0.1,1.3789650382542644,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_single_hotspot,7,pilot,0.1,2.0962733514432426,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,0,pilot,0.1,3.2486764585854075,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,1,pilot,0.1,3.2453093250122214,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,2,pilot,0.1,2.1799638443132783,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,3,pilot,0.1,2.692188284536696,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,4,pilot,0.1,2.5251408222172316,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,5,pilot,0.1,5.68736107170276,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,6,pilot,0.1,2.539674016699085,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,circular_two_hotspots,7,pilot,0.1,3.447403503757992,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,0,pilot,0.1,0.9088812739446176,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,1,pilot,0.1,1.8778620380048212,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,2,pilot,0.1,1.5291427466416039,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,3,pilot,0.1,2.5430148712850276,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,4,pilot,0.1,1.0539664988456532,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,5,pilot,0.1,1.8194445893466904,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,6,pilot,0.1,2.871539152089718,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_050,plunging_hotspot,7,pilot,0.1,3.0409371291814793,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,0,pilot,0.1,5.529345671897405,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,1,pilot,0.1,6.2402541973536945,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,2,pilot,0.1,3.629292377307113,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,3,pilot,0.1,5.470195957827446,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,4,pilot,0.1,5.45437473488017,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,5,pilot,0.1,4.86662745370198,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,6,pilot,0.1,5.530338511591083,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_crescent,7,pilot,0.1,6.332642659946835,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,0,pilot,0.1,1.3168187286922313,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,1,pilot,0.1,2.0548352241616588,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,2,pilot,0.1,2.190850904416294,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,3,pilot,0.1,2.8704561015918673,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,4,pilot,0.1,2.6901143271193506,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,5,pilot,0.1,2.1361127157397988,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,6,pilot,0.1,2.138524819302109,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_single_hotspot,7,pilot,0.1,3.2051182589033984,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,0,pilot,0.1,2.023193638538152,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,1,pilot,0.1,5.093842736524971,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,2,pilot,0.1,4.0202965253263825,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,3,pilot,0.1,4.473967482006108,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,4,pilot,0.1,4.308539372913502,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,5,pilot,0.1,3.497107207603937,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,6,pilot,0.1,3.5131966056767,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,circular_two_hotspots,7,pilot,0.1,3.4354322033127183,0.0,True
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,0,pilot,0.1,1.242888076850929,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,1,pilot,0.1,2.9654533444574334,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,2,pilot,0.1,1.7815688987620493,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,3,pilot,0.1,2.3221955915889607,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,4,pilot,0.1,1.7235346455560134,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,5,pilot,0.1,1.4110012363349513,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,6,pilot,0.1,3.9258189923213282,0.0,False
L224,DIRECT_PHYSICAL,TSVD,30.0,structure_balanced_080,plunging_hotspot,7,pilot,0.1,0.4811917412261297,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,0,pilot,0.1,6.628592670180686,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,1,pilot,0.1,6.199604916602876,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,2,pilot,0.1,5.094789916777924,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,3,pilot,0.1,4.565399578393299,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,4,pilot,0.1,4.289086372773408,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,5,pilot,0.1,4.998984522876093,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,6,pilot,0.1,5.4893737367333,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_crescent,7,pilot,0.1,5.53183361816459,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,0,pilot,0.1,2.044742674988191,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,1,pilot,0.1,1.6394372531509602,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,2,pilot,0.1,3.4491284567058433,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,3,pilot,0.1,4.336034232246044,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,4,pilot,0.1,4.010857553868118,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,5,pilot,0.1,1.4768058080928674,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,6,pilot,0.1,2.7098277734402516,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_single_hotspot,7,pilot,0.1,1.866880306303218,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,0,pilot,0.1,4.3626402585826325,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,1,pilot,0.1,5.005372771366856,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,2,pilot,0.1,5.605082139941603,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,3,pilot,0.1,4.073713081416486,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,4,pilot,0.1,4.485850659015135,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,5,pilot,0.1,4.590679309925054,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,6,pilot,0.1,6.745936818682502,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,circular_two_hotspots,7,pilot,0.1,2.9561179799327144,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,0,pilot,0.1,1.9923303902391234,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,1,pilot,0.1,1.2110478800182358,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,2,pilot,0.1,1.7975401763303296,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,3,pilot,0.1,0.7164122906273257,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,4,pilot,0.1,2.1094193831761974,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,5,pilot,0.1,2.73645642826997,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,6,pilot,0.1,2.942478086054589,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,baseline_one_positive,plunging_hotspot,7,pilot,0.1,1.0379004818444146,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,0,pilot,0.1,9.653663221939695,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,1,pilot,0.1,9.20113378541473,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,2,pilot,0.1,14.437907623310219,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,3,pilot,0.1,20.650034447799996,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,4,pilot,0.1,22.185484076031077,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,5,pilot,0.1,9.605738504511496,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,6,pilot,0.1,13.077254919165018,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_crescent,7,pilot,0.1,14.176209213364846,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,0,pilot,0.1,15.334324062893137,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,1,pilot,0.1,12.844146843296796,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,2,pilot,0.1,30.087602227899513,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,3,pilot,0.1,11.189791631633206,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,4,pilot,0.1,37.85082168829558,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,5,pilot,0.1,14.500853575100264,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,6,pilot,0.1,26.456612973173456,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_single_hotspot,7,pilot,0.1,31.079710847701605,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,0,pilot,0.1,9.459313191344942,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,1,pilot,0.1,12.07249053373888,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,2,pilot,0.1,34.72935817298942,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,3,pilot,0.1,19.811599185385063,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,4,pilot,0.1,17.821569281185276,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,5,pilot,0.1,12.157128620381084,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,6,pilot,0.1,25.020003174821156,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,circular_two_hotspots,7,pilot,0.1,14.408850077186836,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,0,pilot,0.1,23.56003546872332,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,1,pilot,0.1,47.037811679032885,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,2,pilot,0.1,34.76650333100302,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,3,pilot,0.1,43.101998267620544,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,4,pilot,0.1,28.33080795885496,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,5,pilot,0.1,39.25170836885363,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,6,pilot,0.1,46.55116737975306,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,constant_flux_structural,plunging_hotspot,7,pilot,0.1,55.47521515153253,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,0,pilot,0.1,4.233778930606434,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,1,pilot,0.1,4.832750610060819,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,2,pilot,0.1,4.2834314710921415,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,3,pilot,0.1,5.488511292405905,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,4,pilot,0.1,5.635085706571827,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,5,pilot,0.1,4.50798424512303,0.0,True
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,6,pilot,0.1,6.530236780087148,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_crescent,7,pilot,0.1,4.767587102979105,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,0,pilot,0.1,2.543985351957624,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,1,pilot,0.1,1.2168872170899097,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,2,pilot,0.1,4.103349956366338,0.0,False
L224,DIRECT_PHYSICAL,TSVD,100.0,structure_balanced_050,circular_single_hotspot,3,pilot,0.1,1.335257047859629,0.0,False
