source_class,bank,family,split,index,representation_floor_relative,representation_floor_structure_relative,old_band_structure_floor
L224,baseline_one_positive,plunging_hotspot,pilot,3,0.22331935301881858,2.476259923893352,0.6753202895679085
L224,baseline_one_positive,plunging_hotspot,pilot,4,0.24163409958472468,0.9544402328240226,1.4666996028999766
L224,baseline_one_positive,plunging_hotspot,pilot,5,0.2730532070796389,0.9643726305071535,2.2785408010409838
L224,baseline_one_positive,plunging_hotspot,pilot,6,0.26227551913953556,0.8604820853647985,2.1064113583608157
L224,baseline_one_positive,plunging_hotspot,pilot,7,0.22931074070107776,1.6484394734984145,0.9606352836604878
L224,baseline_one_positive,plunging_hotspot,selection,0,0.259839460644903,0.8659024315934396,1.9732499795094727
L224,baseline_one_positive,plunging_hotspot,selection,1,0.22589236406464633,1.7348263928094534,0.818112307024714
L224,baseline_one_positive,plunging_hotspot,selection,2,0.24736143778499672,1.0749854391194291,1.6086055918295827
L224,baseline_one_positive,plunging_hotspot,selection,3,0.23179271894714765,1.1206241911920285,1.0815000067260074
L224,baseline_one_positive,plunging_hotspot,selection,4,0.2651595934198746,0.9053643911900262,2.1018426618281203
L224,baseline_one_positive,plunging_hotspot,selection,5,0.2345067967631284,1.230182452628836,1.1796149044460167
L224,baseline_one_positive,plunging_hotspot,selection,6,0.23986819129381004,0.9120167930647,1.423333748826039
L224,baseline_one_positive,plunging_hotspot,selection,7,0.2603829063601497,0.9878833888717086,1.9874405330647407
L224,constant_flux_structural,circular_crescent,pilot,0,0.2655422345031511,0.3431614013969238,2.474618017973487
L224,constant_flux_structural,circular_crescent,pilot,1,0.3149812732110478,0.4545882042543217,3.3716094288789806
L224,constant_flux_structural,circular_crescent,pilot,2,0.3337769024296337,0.40479951054497815,4.950835761831131
L224,constant_flux_structural,circular_crescent,pilot,3,0.5152549472139183,0.5913712126801788,11.489660425326209
L224,constant_flux_structural,circular_crescent,pilot,4,0.5424083859251071,0.6158942163389366,12.729811384435534
L224,constant_flux_structural,circular_crescent,pilot,5,0.28999466527069084,0.3933323398456864,3.0900758382699305
L224,constant_flux_structural,circular_crescent,pilot,6,0.3587886236227793,0.4555063252005972,5.31722187110397
L224,constant_flux_structural,circular_crescent,pilot,7,0.3853872404788929,0.481169095846425,6.18012241017579
L224,constant_flux_structural,circular_crescent,selection,0,0.2669559071015155,0.3796879458364306,2.331505933932425
L224,constant_flux_structural,circular_crescent,selection,1,0.4806958576839735,0.7422910926274122,7.027585040807938
L224,constant_flux_structural,circular_crescent,selection,2,0.4592449029888129,0.551874207669802,8.71514734172484
L224,constant_flux_structural,circular_crescent,selection,3,0.28779121064694185,0.3725423405659278,3.180962615566556
L224,constant_flux_structural,circular_crescent,selection,4,0.2558747781663101,0.30662191381472104,2.179465627503761
L224,constant_flux_structural,circular_crescent,selection,5,0.46397813804580007,0.5519055369588347,9.035211778438459
L224,constant_flux_structural,circular_crescent,selection,6,0.25604334088091396,0.35617848483826353,2.032623707256575
L224,constant_flux_structural,circular_crescent,selection,7,0.29376950208994884,0.4160621796269018,3.098526688727802
L224,constant_flux_structural,circular_single_hotspot,pilot,0,0.35188720580644905,0.42007267502541373,5.667584056678206
L224,constant_flux_structural,circular_single_hotspot,pilot,1,0.3008597694425087,0.36791894634303923,3.8453345724076367
L224,constant_flux_structural,circular_single_hotspot,pilot,2,0.39369823920052627,0.4171631376527864,11.101644153322608
L224,constant_flux_structural,circular_single_hotspot,pilot,3,0.2410828438115561,0.28000741287730746,1.7660928585056428
L224,constant_flux_structural,circular_single_hotspot,pilot,4,0.5949937432010577,0.6253590221703899,21.874120428896752
L224,constant_flux_structural,circular_single_hotspot,pilot,5,0.2724867783457697,0.31579583146305956,3.140030721071344
L224,constant_flux_structural,circular_single_hotspot,pilot,6,0.5185378373905263,0.5671475406645096,13.944016374445118
L224,constant_flux_structural,circular_single_hotspot,pilot,7,0.6662527840559347,0.7142211868479114,21.55190255936662
L224,constant_flux_structural,circular_single_hotspot,selection,0,0.6359338337310341,0.6707503902076956,23.028472230864065
L224,constant_flux_structural,circular_single_hotspot,selection,1,0.37659154607768963,0.4084777749396659,8.41421330161041
L224,constant_flux_structural,circular_single_hotspot,selection,2,0.8178278679372664,0.8348755225170051,48.93059371762916
L224,constant_flux_structural,circular_single_hotspot,selection,3,0.35288065404571883,0.4616450599753626,4.955802644267382
L224,constant_flux_structural,circular_single_hotspot,selection,4,0.3870386901039514,0.41919355462983526,9.344118638811208
L224,constant_flux_structural,circular_single_hotspot,selection,5,0.34329142514421757,0.3915318266115888,6.025566795159405
L224,constant_flux_structural,circular_single_hotspot,selection,6,0.2437594911031781,0.2837585796244621,1.750412310877798
L224,constant_flux_structural,circular_single_hotspot,selection,7,0.31400295445705,0.3744732492808874,4.38549664155923
L224,constant_flux_structural,circular_two_hotspots,pilot,0,0.2864345401213633,0.3825050085393882,2.939289648832353
L224,constant_flux_structural,circular_two_hotspots,pilot,1,0.3463810873449682,0.44979015961822183,4.808767079322742
L224,constant_flux_structural,circular_two_hotspots,pilot,2,0.7750750959991269,0.8219120801744293,27.858272570877624
L224,constant_flux_structural,circular_two_hotspots,pilot,3,0.5589047821602471,0.6503354752937046,12.30938167535491
L224,constant_flux_structural,circular_two_hotspots,pilot,4,0.40069471807062434,0.46869348866335836,7.4319106159878165
L224,constant_flux_structural,circular_two_hotspots,pilot,5,0.37523276806044764,0.4971845205621071,5.469118288075398
L224,constant_flux_structural,circular_two_hotspots,pilot,6,0.5609933666289102,0.6166798650516301,15.302597018397885
L224,constant_flux_structural,circular_two_hotspots,pilot,7,0.3799646617397345,0.4747045972950304,5.61883813167084
L224,constant_flux_structural,circular_two_hotspots,selection,0,0.47769971607246126,0.5447738905028509,10.563223205807144
L224,constant_flux_structural,circular_two_hotspots,selection,1,0.47566506625773675,0.5734125467891082,9.01330261529878
L224,constant_flux_structural,circular_two_hotspots,selection,2,0.314282392662316,0.4146134868047553,3.830319172071678
L224,constant_flux_structural,circular_two_hotspots,selection,3,0.4823391088834562,0.5422360528387749,11.058221384300268
L224,constant_flux_structural,circular_two_hotspots,selection,4,0.3023785627606305,0.3680574298913168,3.729372545991204
L224,constant_flux_structural,circular_two_hotspots,selection,5,0.3043626739278812,0.3544874308899177,4.206700402942447
L224,constant_flux_structural,circular_two_hotspots,selection,6,0.29135041890566765,0.3952821336424223,2.7964412732263146
L224,constant_flux_structural,circular_two_hotspots,selection,7,0.3053842309562157,0.4098591133920316,3.4735268154802017
L224,constant_flux_structural,plunging_hotspot,pilot,0,0.6027028476606542,0.6735868537798214,15.284660329718184
L224,constant_flux_structural,plunging_hotspot,pilot,1,0.8608030953152126,0.8892853419936978,41.500511325541225
L224,constant_flux_structural,plunging_hotspot,pilot,2,0.4918424579911746,0.5178394516937224,16.489342105290024
L224,constant_flux_structural,plunging_hotspot,pilot,3,0.816671292220363,0.8484933568955936,36.20450814392913
L224,constant_flux_structural,plunging_hotspot,pilot,4,0.6960276365490948,0.7556440742241783,20.860850136687375
L224,constant_flux_structural,plunging_hotspot,pilot,5,0.7690312293959464,0.8047763184950463,31.12084920777332
L224,constant_flux_structural,plunging_hotspot,pilot,6,0.7375804719374384,0.7619857037799924,34.59865954115694
L224,constant_flux_structural,plunging_hotspot,pilot,7,0.7871068792020602,0.805724717342667,44.015601791666974
L224,constant_flux_structural,plunging_hotspot,selection,0,0.8075319910143721,0.8404172805857444,35.0905076994187
L224,constant_flux_structural,plunging_hotspot,selection,1,0.6722795517779039,0.719341487772943,21.694228582926865
L224,constant_flux_structural,plunging_hotspot,selection,2,0.8493844067774297,0.8718715720570657,45.331455997784914
L224,constant_flux_structural,plunging_hotspot,selection,3,0.74535535517961,0.794871223994361,25.395038973477156
L224,constant_flux_structural,plunging_hotspot,selection,4,0.7213705119754086,0.7565936191782008,28.2150958264
L224,constant_flux_structural,plunging_hotspot,selection,5,0.5528357390796442,0.6063788915605073,14.952225814509763
L224,constant_flux_structural,plunging_hotspot,selection,6,0.7740388120528089,0.8088171800796735,31.90158486993499
L224,constant_flux_structural,plunging_hotspot,selection,7,0.6544615719075045,0.6798711013182839,27.532096592261375
L224,structure_balanced_050,circular_crescent,pilot,0,0.317972623847936,0.5314250395455695,2.0511367757731906
L224,structure_balanced_050,circular_crescent,pilot,1,0.2674920881540393,0.4052089380665029,1.5766587396674066
L224,structure_balanced_050,circular_crescent,pilot,2,0.36219933243738295,0.634617711903058,2.521515317037201
L224,structure_balanced_050,circular_crescent,pilot,3,0.24176553079124677,0.33434787587772036,1.0596564187010002
L224,structure_balanced_050,circular_crescent,pilot,4,0.2318111647032856,0.3048473042577756,0.8694521113988801
L224,structure_balanced_050,circular_crescent,pilot,5,0.23489235249930435,0.32783699859492854,0.8601197089732665
L224,structure_balanced_050,circular_crescent,pilot,6,0.2799189054924591,0.43749810193557004,2.2344065492405374
L224,structure_balanced_050,circular_crescent,pilot,7,0.2996529103070475,0.48698427203637684,2.026347986536277
L224,structure_balanced_050,circular_crescent,selection,0,0.36624594483596784,0.6438404950172297,4.350622362108867
L224,structure_balanced_050,circular_crescent,selection,1,0.2309567390878943,0.3022420816321311,0.8953319294812191
L224,structure_balanced_050,circular_crescent,selection,2,0.3299223152069975,0.5598045648929407,3.0980251445561127
L224,structure_balanced_050,circular_crescent,selection,3,0.3481456972121912,0.6023353887480283,3.5213362571417552
L224,structure_balanced_050,circular_crescent,selection,4,0.41814819944958864,0.7598538552908431,2.8929599033579434
L224,structure_balanced_050,circular_crescent,selection,5,0.2326114996787095,0.30727618475890073,0.85673905356989
L224,structure_balanced_050,circular_crescent,selection,6,0.23202962593456328,0.3073233252555131,0.6913690790854561
L224,structure_balanced_050,circular_crescent,selection,7,0.2769540808854252,0.4298842475191803,1.322808328104966
L224,structure_balanced_050,circular_single_hotspot,pilot,0,0.45697590509332564,0.8445674129197337,2.0346602433961203
L224,structure_balanced_050,circular_single_hotspot,pilot,1,0.3936345436569487,0.7055342027418221,0.8126580004844182
L224,structure_balanced_050,circular_single_hotspot,pilot,2,0.2692675668169433,0.40984856936517355,1.3218363028762334
L224,structure_balanced_050,circular_single_hotspot,pilot,3,0.41497503916728484,0.7528607187484798,0.9683013528955542
L224,structure_balanced_050,circular_single_hotspot,pilot,4,0.2862707645358786,0.4536408462448766,1.7160569021969436
L224,structure_balanced_050,circular_single_hotspot,pilot,5,0.3432872938539541,0.5910805824896259,1.386793841247184
L224,structure_balanced_050,circular_single_hotspot,pilot,6,0.41330803981265696,0.7491816424465095,0.9604622542695934
L224,structure_balanced_050,circular_single_hotspot,pilot,7,0.30207402844736886,0.49293399694239787,0.907950075399126
L224,structure_balanced_050,circular_single_hotspot,selection,0,0.2412657044967586,0.33290101164568825,0.40594397251953784
L224,structure_balanced_050,circular_single_hotspot,selection,1,0.29800236436416716,0.4829159854032829,1.7741461827066567
L224,structure_balanced_050,circular_single_hotspot,selection,2,0.2998007172914929,0.48734080277650293,1.320269190046449
L224,structure_balanced_050,circular_single_hotspot,selection,3,0.4112319155473601,0.7446054723381765,2.3749954061074763
L224,structure_balanced_050,circular_single_hotspot,selection,4,0.27114631058550726,0.41481019990226975,0.6251057527156909
L224,structure_balanced_050,circular_single_hotspot,selection,5,0.42167011603908783,0.7675995537109414,1.4597274285879018
L224,structure_balanced_050,circular_single_hotspot,selection,6,0.2390566410761467,0.3264717646385431,0.6136363888358943
L224,structure_balanced_050,circular_single_hotspot,selection,7,0.23402376718947562,0.31153691396593547,0.2609753400714039
L224,structure_balanced_050,circular_two_hotspots,pilot,0,0.4437753732798153,0.8159253814136559,2.541055880882453
L224,structure_balanced_050,circular_two_hotspots,pilot,1,0.2466301327104069,0.3482471853761263,0.6937307423959853
L224,structure_balanced_050,circular_two_hotspots,pilot,2,0.269503717712799,0.4105048671169423,0.840561249601449
L224,structure_balanced_050,circular_two_hotspots,pilot,3,0.30443215524403905,0.4986878448069303,1.0994783099136503
L224,structure_balanced_050,circular_two_hotspots,pilot,4,0.3797547736936795,0.6744225109282852,1.5144380455085928
L224,structure_balanced_050,circular_two_hotspots,pilot,5,0.3021976256741993,0.4932339785032099,2.16123286420655
L224,structure_balanced_050,circular_two_hotspots,pilot,6,0.40583854047806134,0.7326707137633737,1.8908369536548408
L224,structure_balanced_050,circular_two_hotspots,pilot,7,0.27775096621862133,0.43193380028552264,1.2227758428918254
L224,structure_balanced_050,circular_two_hotspots,selection,0,0.3232283361110525,0.5439606192602071,1.3026816695936365
L224,structure_balanced_050,circular_two_hotspots,selection,1,0.27991661930625233,0.4374919731149686,1.0080771504535857
L224,structure_balanced_050,circular_two_hotspots,selection,2,0.3860025187699176,0.6884633679222617,2.204495138222552
L224,structure_balanced_050,circular_two_hotspots,selection,3,0.419537957944085,0.7629169499265266,0.7304525120862797
L224,structure_balanced_050,circular_two_hotspots,selection,4,0.2516129752570946,0.3622770431039231,1.0410234687113602
L224,structure_balanced_050,circular_two_hotspots,selection,5,0.2613566760931664,0.38886395444820554,1.3302660824279415
L224,structure_balanced_050,circular_two_hotspots,selection,6,0.3265700040429321,0.5518733575613888,1.4295125949409695
L224,structure_balanced_050,circular_two_hotspots,selection,7,0.3317832877395366,0.5641841098263966,1.8910502841038968
L224,structure_balanced_050,plunging_hotspot,pilot,0,0.4556442133925458,0.8416877217730895,0.7372746205484606
L224,structure_balanced_050,plunging_hotspot,pilot,1,0.4549278294735643,0.8401330444586781,1.521437005793214
L224,structure_balanced_050,plunging_hotspot,pilot,2,0.46653154171990874,0.8652126515004586,1.2748786151089446
L224,structure_balanced_050,plunging_hotspot,pilot,3,0.4033452386849918,0.7271420533784126,1.7471476528537537
L224,structure_balanced_050,plunging_hotspot,pilot,4,0.4372406366153793,0.8016878984187457,0.8063311962022963
L224,structure_balanced_050,plunging_hotspot,pilot,5,0.4589146181827182,0.8487656942724646,1.4940954853847448
L224,structure_balanced_050,plunging_hotspot,pilot,6,0.45275134792840427,0.83541687762938,2.3107183808916827
L224,structure_balanced_050,plunging_hotspot,pilot,7,0.4183262505257787,0.7602455745429986,2.179544441450529
L224,structure_balanced_050,plunging_hotspot,selection,0,0.42464435536682765,0.7741302014815785,2.140420381572706
L224,structure_balanced_050,plunging_hotspot,selection,1,0.4669397006480953,0.8660931592068913,1.1837481581031843
L224,structure_balanced_050,plunging_hotspot,selection,2,0.44070197007064205,0.809234464377991,1.5527131033150317
L224,structure_balanced_050,plunging_hotspot,selection,3,0.4137007982659013,0.7500536110276401,2.367976202534277
L224,structure_balanced_050,plunging_hotspot,selection,4,0.4744203020250921,0.8822040953455751,1.3971461466301343
L224,structure_balanced_050,plunging_hotspot,selection,5,0.3186452717848614,0.533034143954409,1.2766856468260692
L224,structure_balanced_050,plunging_hotspot,selection,6,0.39924552218559994,0.7180332146023586,1.0185873367506866
L224,structure_balanced_050,plunging_hotspot,selection,7,0.4789322342071444,0.8919027571374796,1.982505691639288
L224,structure_balanced_080,circular_crescent,pilot,0,0.34406389362294465,0.48002476674148115,2.339161759825151
L224,structure_balanced_080,circular_crescent,pilot,1,0.3556595372436557,0.5230851477836992,2.859177382922173
L224,structure_balanced_080,circular_crescent,pilot,2,0.5663239941208916,0.6915575853505139,2.4093819115824355
L224,structure_balanced_080,circular_crescent,pilot,3,0.24672338504510738,0.3292727202394859,1.1732297856382026
L224,structure_balanced_080,circular_crescent,pilot,4,0.2757339098187803,0.35133516867765335,1.4450267014795084
L224,structure_balanced_080,circular_crescent,pilot,5,0.34549697842395294,0.4154221351074581,1.7316306277376865
L224,structure_balanced_080,circular_crescent,pilot,6,0.27369790799251287,0.33491700652384304,1.340927317440921
L224,structure_balanced_080,circular_crescent,pilot,7,0.30102871213362614,0.3914359554520457,1.950657200625803
L224,structure_balanced_080,circular_crescent,selection,0,0.2936767863073937,0.4184379950835468,1.7633232821296743
L224,structure_balanced_080,circular_crescent,selection,1,0.24083255659728586,0.28803917935416523,0.9642322703015184
