family,index,regime,relative_error,max_absolute_error,bias,min_estimate,n_clipped,clipped_fraction
m1_rotating_crescent,10,joint_inversion,0.01672786944451347,0.03854777706683388,-5.261416302637656e-16,0.2376693143996587,0.0,0.0
m1_rotating_crescent,11,joint_inversion,0.013407126726140839,0.01808806267255425,9.627715291671279e-17,0.20582971317851845,0.0,0.0
m1_rotating_crescent,12,joint_inversion,0.011868646185579514,0.03294030540201609,-6.53860646182558e-16,0.25712475031127685,0.0,0.0
m1_rotating_crescent,13,joint_inversion,0.012633571181851433,0.0288904619730046,-4.0653244659516473e-16,0.21697674894712224,0.0,0.0
m1_rotating_crescent,14,joint_inversion,0.01531631032700361,0.0322027077684377,-1.1624382012520585e-15,0.2757629302795455,0.0,0.0
m1_rotating_crescent,15,joint_inversion,0.007099881570771323,0.01860649759792521,-2.127638343285554e-16,0.3244499228668596,0.0,0.0
m2_structural_mode,0,joint_inversion,0.019970622812334516,0.06591324360297435,-8.822803598818041e-16,0.23522189348650116,0.0,0.0
m2_structural_mode,1,joint_inversion,0.01670841558956567,0.05465277364814214,-1.1251416465185571e-15,0.3411366553367275,0.0,0.0
m2_structural_mode,2,joint_inversion,0.02710925175346435,0.08654443798701772,-1.6318543738513825e-15,0.34898236236523433,0.0,0.0
m2_structural_mode,3,joint_inversion,0.026326828901246883,0.0911650248881759,-6.873841773558098e-16,0.30893056647721306,0.0,0.0
m2_structural_mode,4,joint_inversion,0.010724073411055123,0.02947695948699014,-4.3428802221079365e-16,0.2588732179454963,0.0,0.0
m2_structural_mode,5,joint_inversion,0.014873078047812927,0.034211103178464874,-8.671882656408058e-16,0.32264402910807716,0.0,0.0
m2_structural_mode,6,joint_inversion,0.012469331616477689,0.04507946510245264,-9.011888457699513e-16,0.4990331540533906,0.0,0.0
m2_structural_mode,7,joint_inversion,0.014564367858988627,0.03679078893875687,-5.518155377082224e-16,0.20113046563559128,0.0,0.0
m2_structural_mode,8,joint_inversion,0.0075419069932265055,0.028835799208149604,-6.144390551909851e-16,0.3052842638804479,0.0,0.0
m2_structural_mode,9,joint_inversion,0.014287596250019808,0.03475698462529575,-8.919948113472743e-16,0.4000269342588958,0.0,0.0
m2_structural_mode,10,joint_inversion,0.017596412634569354,0.050876134288025954,-4.4391573750246495e-16,0.24993131341678107,0.0,0.0
m2_structural_mode,11,joint_inversion,0.013219791634051486,0.04174554186146551,-6.682154829462661e-16,0.36126066801794193,0.0,0.0
m2_structural_mode,12,joint_inversion,0.02303805188086358,0.07633822054780648,-7.840082749677179e-16,0.2571404035828093,0.0,0.0
m2_structural_mode,13,joint_inversion,0.007055534158845987,0.017691182311140974,-1.1500349283988243e-15,0.3288283567307024,0.0,0.0
m2_structural_mode,14,joint_inversion,0.014307039590210673,0.02632126416972569,-5.62831031780675e-16,0.20103161616235837,0.0,0.0
m2_structural_mode,15,joint_inversion,0.009699488604737001,0.03915429675233795,-8.29631502385908e-16,0.28087944897580436,0.0,0.0
plunging_feature,0,joint_inversion,0.011225594559312947,0.03429225849563555,-6.597153379139798e-16,0.31775355443738185,0.0,0.0
plunging_feature,1,joint_inversion,0.015407761961044984,0.04447047857838149,-6.683022191200649e-16,0.30958815361654096,0.0,0.0
plunging_feature,2,joint_inversion,0.016916628988510412,0.03838896574157824,-9.01145477683052e-16,0.20749937890121103,0.0,0.0
plunging_feature,3,joint_inversion,0.016048615390666165,0.04792446880569945,-7.895593900908437e-16,0.22246441744602174,0.0,0.0
plunging_feature,4,joint_inversion,0.014731622257798751,0.026264541309691136,-2.707903345999796e-16,0.2776985309209474,0.0,0.0
plunging_feature,5,joint_inversion,0.011254744670945359,0.02763742172913486,-1.025741991345086e-15,0.24321482726057422,0.0,0.0
plunging_feature,6,joint_inversion,0.01102482696993795,0.021775004286223476,-5.722852747247486e-16,0.21264045592399997,0.0,0.0
plunging_feature,7,joint_inversion,0.01727477040308794,0.06019968117886232,-1.0729264698916552e-15,0.28919531227706713,0.0,0.0
plunging_feature,8,joint_inversion,0.022054196088044594,0.07607410971542272,-7.858297346174936e-17,0.26320914062473705,0.0,0.0
plunging_feature,9,joint_inversion,0.022246380310819724,0.06688462045828292,-4.2760933682828295e-16,0.41290574308521993,0.0,0.0
plunging_feature,10,joint_inversion,0.020027383403911775,0.06180726287366922,-1.1882855810441129e-16,0.19761263557337774,0.0,0.0
plunging_feature,11,joint_inversion,0.02163880079902724,0.055138167283594774,-3.1329105976141135e-16,0.17950337158258606,0.0,0.0
plunging_feature,12,joint_inversion,0.01937649841583961,0.0601837658543225,-8.394326900251769e-16,0.23571513088176116,0.0,0.0
plunging_feature,13,joint_inversion,0.018707742209924196,0.04142738059058648,-2.4832566558607995e-16,0.22404709306603926,0.0,0.0
plunging_feature,14,joint_inversion,0.017271136303709154,0.07195072071370245,-3.4399566528620087e-16,0.3127378901823528,0.0,0.0
plunging_feature,15,joint_inversion,0.009577953737589844,0.018018796511204416,-4.4070649907190786e-16,0.25775857726894036,0.0,0.0
two_hotspot_trajectories,0,joint_inversion,0.010592111526236523,0.026572149838151038,-5.568896038754545e-16,0.25889103092358573,0.0,0.0
two_hotspot_trajectories,1,joint_inversion,0.014485944912339585,0.02807463957581202,-7.49747486317176e-16,0.3012097074684006,0.0,0.0
two_hotspot_trajectories,2,joint_inversion,0.02759726155296919,0.06962457912331832,4.2847669856627134e-17,0.2710372874840227,0.0,0.0
two_hotspot_trajectories,3,joint_inversion,0.012874710679606036,0.04010447459597044,-7.350023367713731e-16,0.23675070200738893,0.0,0.0
two_hotspot_trajectories,4,joint_inversion,0.01979834371477192,0.0642400751244343,-9.809861256648844e-16,0.2536669786373821,0.0,0.0
two_hotspot_trajectories,5,joint_inversion,0.02559036928008904,0.06869500274629647,-4.4270143106928115e-16,0.18062772899671029,0.0,0.0
two_hotspot_trajectories,6,joint_inversion,0.02143637460738308,0.04822079964249182,-3.6567970873591096e-16,0.18318887462746725,0.0,0.0
two_hotspot_trajectories,7,joint_inversion,0.012967160020549274,0.04326843565815963,-5.339045178187618e-16,0.3253198633069035,0.0,0.0
two_hotspot_trajectories,8,joint_inversion,0.01651892012916524,0.0265088167550509,-7.346553920761778e-16,0.27849809803398096,0.0,0.0
two_hotspot_trajectories,9,joint_inversion,0.015549285171192131,0.05558534683852612,-9.96425164601078e-16,0.39192594056407304,0.0,0.0
two_hotspot_trajectories,10,joint_inversion,0.019560650053298663,0.08435842241667446,-1.8388068845354155e-17,0.2763964348929488,0.0,0.0
two_hotspot_trajectories,11,joint_inversion,0.04709281777914455,0.1359165699349627,-5.618769338688878e-16,0.372710976641374,0.0,0.0
two_hotspot_trajectories,12,joint_inversion,0.011260266187701554,0.034139806946176465,-4.314257284754319e-16,0.23684021064228647,0.0,0.0
two_hotspot_trajectories,13,joint_inversion,0.008524011037877768,0.024972446083216582,-7.293644854744485e-16,0.34074618101815374,0.0,0.0
two_hotspot_trajectories,14,joint_inversion,0.008963915085002386,0.027826328430253677,-4.3333392429900643e-16,0.24367553513817072,0.0,0.0
two_hotspot_trajectories,15,joint_inversion,0.013890494042737598,0.03737781147241703,-6.111430805866292e-16,0.3854629235447243,0.0,0.0
