class,arm,estimator,snr0,family,index,target,age_M,state,measure,error
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,54.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,56.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,58.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,60.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,62.0,SINGLE_RESOLVED,assignment,0.06448258802191616
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,64.0,SINGLE_RESOLVED,assignment,0.06448258802191616
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,66.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,68.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,70.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,72.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,74.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,76.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,78.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,80.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,82.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,84.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,86.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,88.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,90.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,92.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,94.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,96.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,98.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,100.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,102.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,104.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,106.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,108.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,110.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,112.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,114.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,116.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,118.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,PHYSICAL_END_TO_END,120.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,0.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,2.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,4.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,6.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,8.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,10.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,12.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,14.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,16.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,18.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,20.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,22.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,24.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,26.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,28.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,30.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,32.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,34.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,36.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,38.0,SINGLE_RESOLVED,assignment,0.06448258802191616
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,40.0,SINGLE_RESOLVED,assignment,0.06448258802191616
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,42.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,44.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,46.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,48.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,50.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,52.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,54.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,56.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,58.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,60.0,SINGLE_RESOLVED,assignment,0.10195592378577313
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,62.0,SINGLE_RESOLVED,assignment,0.06448258802191616
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,64.0,SINGLE_RESOLVED,assignment,0.06448258802191616
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,66.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,68.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,70.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,72.0,SINGLE_RESOLVED,assignment,0.045596075258755336
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,74.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,76.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,78.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,80.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,82.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,84.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,86.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,88.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,90.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,92.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,94.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,96.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,98.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,100.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,102.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,104.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,106.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,108.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,110.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,112.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,114.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,116.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,118.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,circular_hotspot_trajectory,5,CLASS_CONDITIONAL,120.0,SINGLE_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,0.0,MULTI_RESOLVED,assignment,0.5509779618928867
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,2.0,MULTI_RESOLVED,assignment,0.5322412940109581
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,4.0,MULTI_RESOLVED,assignment,0.5322412940109581
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,6.0,MULTI_RESOLVED,assignment,0.30676602033597483
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,8.0,MULTI_RESOLVED,assignment,0.30014813574199223
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,10.0,MULTI_RESOLVED,assignment,0.30014813574199223
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,12.0,MULTI_RESOLVED,assignment,0.3095913921235725
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,14.0,MULTI_RESOLVED,assignment,0.30014813574199223
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,16.0,MULTI_RESOLVED,assignment,0.30014813574199223
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,18.0,MULTI_RESOLVED,assignment,0.5322412940109581
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,20.0,MULTI_RESOLVED,assignment,0.5227980376293777
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,22.0,MULTI_RESOLVED,assignment,0.5322412940109581
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,24.0,MULTI_RESOLVED,assignment,0.5322412940109581
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,26.0,MULTI_RESOLVED,assignment,0.29637448918190956
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,28.0,MULTI_RESOLVED,assignment,0.30581774556349
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,30.0,MULTI_RESOLVED,assignment,0.3286157831928676
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,32.0,MULTI_RESOLVED,assignment,0.3191725268112872
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,34.0,MULTI_RESOLVED,assignment,0.3294913375056367
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,36.0,MULTI_RESOLVED,assignment,0.32696179700184547
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,38.0,MULTI_RESOLVED,assignment,0.32696179700184547
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,40.0,MULTI_RESOLVED,assignment,0.3423281304839792
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,42.0,MULTI_RESOLVED,assignment,0.33640505338342586
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,44.0,MULTI_RESOLVED,assignment,0.4156222963523125
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,46.0,MULTI_RESOLVED,assignment,0.4156222963523125
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,48.0,MULTI_RESOLVED,assignment,0.1421701124103973
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,50.0,MULTI_RESOLVED,assignment,0.1421701124103973
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,52.0,MULTI_RESOLVED,assignment,0.1421701124103973
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,54.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,56.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,58.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,60.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,62.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,64.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,66.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,68.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,70.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,72.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,74.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,76.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,78.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,80.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,82.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,84.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,86.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,88.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,90.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,92.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,94.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,96.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,98.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,100.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,102.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,104.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,106.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,108.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,110.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,112.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,114.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,116.0,MULTI_RESOLVED,assignment,1.0
L896_radial_enriched,RESOLVED_PHYSICAL,TSVD,100.0,two_hotspot_trajectories,0,PHYSICAL_END_TO_END,118.0,MULTI_RESOLVED,assignment,1.0
